#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Water Detect,Button Down,Button Up,Host Connected,End of File
6923,07/31/2024 12:10:00,25.53,-50.74,7.97,,,,,
6924,07/31/2024 12:20:00,25.65,-51.49,7.99,,,,,
6925,07/31/2024 12:30:00,25.67,-51.49,7.99,,,,,
6926,07/31/2024 12:40:00,25.74,-52.10,8.00,,,,,
6927,07/31/2024 12:50:00,25.82,-52.42,8.01,,,,,
6928,07/31/2024 13:00:00,25.84,-52.86,8.02,,,,,
6929,07/31/2024 13:10:00,25.89,-53.70,8.03,,,,,
6930,07/31/2024 13:20:00,26.01,-53.49,8.03,,,,,
6931,07/31/2024 13:30:00,26.06,-53.31,8.02,,,,,
6932,07/31/2024 13:40:00,26.11,-54.47,8.05,,,,,
6933,07/31/2024 13:50:00,26.21,-54.67,8.05,,,,,
6934,07/31/2024 14:00:00,26.28,-55.13,8.06,,,,,
6935,07/31/2024 14:10:00,26.33,-54.81,8.05,,,,,
6936,07/31/2024 14:20:00,26.40,-54.86,8.05,,,,,
6937,07/31/2024 14:30:00,26.45,-55.67,8.07,,,,,
6938,07/31/2024 14:40:00,26.52,-56.53,8.09,,,,,
6939,07/31/2024 14:50:00,26.55,-56.14,8.08,,,,,
6940,07/31/2024 15:00:00,26.62,-56.89,8.09,,,,,
6941,07/31/2024 15:10:00,26.70,-57.60,8.11,,,,,
6942,07/31/2024 15:20:00,26.74,-57.70,8.11,,,,,
6943,07/31/2024 15:30:00,26.79,-58.36,8.12,,,,,
6944,07/31/2024 15:40:00,26.77,-58.11,8.12,,,,,
6945,07/31/2024 15:50:00,26.84,-58.50,8.13,,,,,
6946,07/31/2024 16:00:00,26.89,-58.78,8.13,,,,,
6947,07/31/2024 16:10:00,26.96,-58.78,8.13,,,,,
6948,07/31/2024 16:20:00,26.94,-59.61,8.15,,,,,
6949,07/31/2024 16:30:00,27.01,-61.06,8.18,,,,,
6950,07/31/2024 16:40:00,27.06,-61.56,8.19,,,,,
6951,07/31/2024 16:50:00,26.99,-61.36,8.18,,,,,
6952,07/31/2024 17:00:00,27.04,-61.00,8.18,,,,,
6953,07/31/2024 17:10:00,27.09,-61.08,8.18,,,,,
6954,07/31/2024 17:20:00,27.09,-61.41,8.18,,,,,
6955,07/31/2024 17:30:00,27.06,-61.78,8.19,,,,,
6956,07/31/2024 17:40:00,27.06,-61.20,8.18,,,,,
6957,07/31/2024 17:50:00,27.06,-60.77,8.17,,,,,
6958,07/31/2024 18:00:00,27.06,-60.72,8.17,,,,,
6959,07/31/2024 18:10:00,27.04,-60.08,8.16,,,,,
6960,07/31/2024 18:20:00,27.01,-59.99,8.16,,,,,
6961,07/31/2024 18:30:00,27.01,-60.02,8.16,,,,,
6962,07/31/2024 18:40:00,27.01,-59.13,8.14,,,,,
6963,07/31/2024 18:50:00,26.99,-59.22,8.14,,,,,
6964,07/31/2024 19:00:00,26.99,-58.74,8.13,,,,,
6965,07/31/2024 19:10:00,26.96,-57.80,8.11,,,,,
6966,07/31/2024 19:20:00,26.94,-57.13,8.10,,,,,
6967,07/31/2024 19:30:00,26.92,-56.66,8.09,,,,,
6968,07/31/2024 19:40:00,26.89,-56.25,8.08,,,,,
6969,07/31/2024 19:50:00,26.84,-55.55,8.07,,,,,
6970,07/31/2024 20:00:00,26.82,-55.28,8.06,,,,,
6971,07/31/2024 20:10:00,26.79,-54.27,8.04,,,,,
6972,07/31/2024 20:20:00,26.77,-53.89,8.03,,,,,
6973,07/31/2024 20:30:00,26.74,-53.77,8.03,,,,,
6974,07/31/2024 20:40:00,26.72,-53.39,8.02,,,,,
6975,07/31/2024 20:50:00,26.70,-52.77,8.01,,,,,
6976,07/31/2024 21:00:00,26.67,-52.72,8.01,,,,,
6977,07/31/2024 21:10:00,26.65,-52.22,8.00,,,,,
6978,07/31/2024 21:20:00,26.62,-51.83,7.99,,,,,
6979,07/31/2024 21:30:00,26.57,-51.49,7.99,,,,,
6980,07/31/2024 21:40:00,26.55,-51.17,7.98,,,,,
6981,07/31/2024 21:50:00,26.50,-50.58,7.97,,,,,
6982,07/31/2024 22:00:00,26.50,-50.75,7.97,,,,,
6983,07/31/2024 22:10:00,26.48,-50.27,7.96,,,,,
6984,07/31/2024 22:20:00,26.45,-49.99,7.96,,,,,
6985,07/31/2024 22:30:00,26.43,-49.63,7.95,,,,,
6986,07/31/2024 22:40:00,26.40,-49.55,7.95,,,,,
6987,07/31/2024 22:50:00,26.38,-49.35,7.94,,,,,
6988,07/31/2024 23:00:00,26.33,-48.63,7.93,,,,,
6989,07/31/2024 23:10:00,26.30,-48.24,7.92,,,,,
6990,07/31/2024 23:20:00,26.28,-47.77,7.91,,,,,
6991,07/31/2024 23:30:00,26.23,-46.92,7.89,,,,,
6992,07/31/2024 23:40:00,26.21,-46.85,7.89,,,,,
6993,07/31/2024 23:50:00,26.18,-46.85,7.89,,,,,
6994,08/01/2024 00:00:00,26.18,-46.80,7.89,,,,,
6995,08/01/2024 00:10:00,26.16,-46.56,7.89,,,,,
6996,08/01/2024 00:20:00,26.11,-46.47,7.89,,,,,
6997,08/01/2024 00:30:00,26.08,-46.17,7.88,,,,,
6998,08/01/2024 00:40:00,26.08,-45.97,7.87,,,,,
6999,08/01/2024 00:50:00,26.04,-45.91,7.87,,,,,
7000,08/01/2024 01:00:00,26.04,-45.97,7.88,,,,,
7001,08/01/2024 01:10:00,25.99,-45.36,7.86,,,,,
7002,08/01/2024 01:20:00,25.99,-45.50,7.87,,,,,
7003,08/01/2024 01:30:00,25.96,-45.45,7.86,,,,,
7004,08/01/2024 01:40:00,25.94,-45.24,7.86,,,,,
7005,08/01/2024 01:50:00,25.89,-45.22,7.86,,,,,
7006,08/01/2024 02:00:00,25.87,-45.17,7.86,,,,,
7007,08/01/2024 02:10:00,25.87,-44.99,7.86,,,,,
7008,08/01/2024 02:20:00,25.84,-45.05,7.86,,,,,
7009,08/01/2024 02:30:00,25.82,-45.08,7.86,,,,,
7010,08/01/2024 02:40:00,25.82,-45.14,7.86,,,,,
7011,08/01/2024 02:50:00,25.79,-45.10,7.86,,,,,
7012,08/01/2024 03:00:00,25.77,-44.92,7.85,,,,,
7013,08/01/2024 03:10:00,25.77,-44.92,7.85,,,,,
7014,08/01/2024 03:20:00,25.77,-45.06,7.86,,,,,
7015,08/01/2024 03:30:00,25.74,-45.11,7.86,,,,,
7016,08/01/2024 03:40:00,25.72,-45.00,7.86,,,,,
7017,08/01/2024 03:50:00,25.70,-44.92,7.85,,,,,
7018,08/01/2024 04:00:00,25.70,-44.92,7.85,,,,,
7019,08/01/2024 04:10:00,25.67,-44.91,7.85,,,,,
7020,08/01/2024 04:20:00,25.67,-44.94,7.86,,,,,
7021,08/01/2024 04:30:00,25.65,-45.05,7.86,,,,,
7022,08/01/2024 04:40:00,25.62,-45.06,7.86,,,,,
7023,08/01/2024 04:50:00,25.60,-45.14,7.86,,,,,
7024,08/01/2024 05:00:00,25.60,-45.00,7.86,,,,,
7025,08/01/2024 05:10:00,25.57,-44.92,7.86,,,,,
7026,08/01/2024 05:20:00,25.57,-44.95,7.86,,,,,
7027,08/01/2024 05:30:00,25.55,-44.92,7.86,,,,,
7028,08/01/2024 05:40:00,25.53,-44.81,7.85,,,,,
7029,08/01/2024 05:50:00,25.53,-44.80,7.85,,,,,
7030,08/01/2024 06:00:00,25.50,-44.83,7.85,,,,,
7031,08/01/2024 06:10:00,25.48,-44.81,7.85,,,,,
7032,08/01/2024 06:20:00,25.48,-44.69,7.85,,,,,
7033,08/01/2024 06:30:00,25.45,-44.66,7.85,,,,,
7034,08/01/2024 06:40:00,25.43,-44.60,7.85,,,,,
7035,08/01/2024 06:50:00,25.40,-44.60,7.85,,,,,
7036,08/01/2024 07:00:00,25.40,-44.64,7.85,,,,,
7037,08/01/2024 07:10:00,25.38,-44.61,7.85,,,,,
7038,08/01/2024 07:20:00,25.36,-44.49,7.85,,,,,
7039,08/01/2024 07:30:00,25.36,-44.42,7.85,,,,,
7040,08/01/2024 07:40:00,25.36,-44.31,7.84,,,,,
7041,08/01/2024 07:50:00,25.33,-44.16,7.84,,,,,
7042,08/01/2024 08:00:00,25.33,-44.22,7.84,,,,,
7043,08/01/2024 08:10:00,25.33,-44.27,7.84,,,,,
7044,08/01/2024 08:20:00,25.31,-44.19,7.84,,,,,
7045,08/01/2024 08:30:00,25.31,-44.17,7.84,,,,,
7046,08/01/2024 08:40:00,25.31,-44.08,7.84,,,,,
7047,08/01/2024 08:50:00,25.31,-43.89,7.84,,,,,
7048,08/01/2024 09:00:00,25.33,-43.92,7.84,,,,,
7049,08/01/2024 09:10:00,25.33,-44.06,7.84,,,,,
7050,08/01/2024 09:20:00,25.36,-43.85,7.83,,,,,
7051,08/01/2024 09:30:00,25.40,-44.05,7.84,,,,,
7052,08/01/2024 09:40:00,25.43,-44.47,7.85,,,,,
7053,08/01/2024 09:50:00,25.45,-44.55,7.85,,,,,
7054,08/01/2024 10:00:00,25.53,-44.38,7.84,,,,,
7055,08/01/2024 10:10:00,25.57,-44.60,7.85,,,,,
7056,08/01/2024 10:20:00,25.62,-45.10,7.86,,,,,
7057,08/01/2024 10:30:00,25.74,-45.91,7.87,,,,,
7058,08/01/2024 10:40:00,25.84,-47.06,7.90,,,,,
7059,08/01/2024 10:50:00,25.91,-47.08,7.90,,,,,
7060,08/01/2024 11:00:00,25.96,-47.31,7.90,,,,,
7061,08/01/2024 11:10:00,26.06,-48.20,7.92,,,,,
7062,08/01/2024 11:20:00,26.13,-49.14,7.94,,,,,
7063,08/01/2024 11:30:00,26.26,-50.03,7.96,,,,,
7064,08/01/2024 11:40:00,26.33,-50.86,7.97,,,,,
7065,08/01/2024 11:50:00,26.40,-51.25,7.98,,,,,
7066,08/01/2024 12:00:00,26.48,-52.08,8.00,,,,,
7067,08/01/2024 12:10:00,26.52,-52.35,8.00,,,,,
7068,08/01/2024 12:20:00,26.60,-53.80,8.03,,,,,
7069,08/01/2024 12:30:00,26.65,-53.78,8.03,,,,,
7070,08/01/2024 12:40:00,26.72,-54.86,8.05,,,,,
7071,08/01/2024 12:50:00,26.79,-56.25,8.08,,,,,
7072,08/01/2024 13:00:00,26.89,-58.00,8.12,,,,,
7073,08/01/2024 13:10:00,26.92,-58.53,8.13,,,,,
7074,08/01/2024 13:20:00,26.96,-57.67,8.11,,,,,
7075,08/01/2024 13:30:00,26.99,-59.20,8.14,,,,,
7076,08/01/2024 13:40:00,27.04,-60.19,8.16,,,,,
7077,08/01/2024 13:50:00,27.11,-60.83,8.17,,,,,
7078,08/01/2024 14:00:00,27.16,-60.10,8.16,,,,,
7079,08/01/2024 14:10:00,27.21,-60.70,8.17,,,,,
7080,08/01/2024 14:20:00,27.23,-59.85,8.15,,,,,
7081,08/01/2024 14:30:00,27.28,-61.85,8.19,,,,,
7082,08/01/2024 14:40:00,27.28,-61.05,8.18,,,,,
7083,08/01/2024 14:50:00,27.36,-62.75,8.21,,,,,
7084,08/01/2024 15:00:00,27.36,-61.99,8.19,,,,,
7085,08/01/2024 15:10:00,27.38,-61.31,8.18,,,,,
7086,08/01/2024 15:20:00,27.46,-62.92,8.21,,,,,
7087,08/01/2024 15:30:00,27.48,-62.02,8.19,,,,,
7088,08/01/2024 15:40:00,27.53,-61.96,8.19,,,,,
7089,08/01/2024 15:50:00,27.58,-63.50,8.22,,,,,
7090,08/01/2024 16:00:00,27.58,-62.24,8.20,,,,,
7091,08/01/2024 16:10:00,27.58,-63.00,8.21,,,,,
7092,08/01/2024 16:20:00,27.65,-64.17,8.24,,,,,
7093,08/01/2024 16:30:00,27.65,-62.55,8.20,,,,,
7094,08/01/2024 16:40:00,27.65,-61.71,8.19,,,,,
7095,08/01/2024 16:50:00,27.68,-62.50,8.20,,,,,
7096,08/01/2024 17:00:00,27.70,-62.11,8.20,,,,,
7097,08/01/2024 17:10:00,27.70,-61.88,8.19,,,,,
7098,08/01/2024 17:20:00,27.75,-61.81,8.19,,,,,
7099,08/01/2024 17:30:00,27.73,-61.75,8.19,,,,,
7100,08/01/2024 17:40:00,27.75,-61.83,8.19,,,,,
7101,08/01/2024 17:50:00,27.73,-61.58,8.18,,,,,
7102,08/01/2024 18:00:00,27.70,-60.83,8.17,,,,,
7103,08/01/2024 18:10:00,27.70,-60.02,8.15,,,,,
7104,08/01/2024 18:20:00,27.68,-59.69,8.15,,,,,
7105,08/01/2024 18:30:00,27.68,-58.83,8.13,,,,,
7106,08/01/2024 18:40:00,27.68,-58.49,8.12,,,,,
7107,08/01/2024 18:50:00,27.65,-58.36,8.12,,,,,
7108,08/01/2024 19:00:00,27.60,-57.67,8.11,,,,,
7109,08/01/2024 19:10:00,27.60,-57.28,8.10,,,,,
7110,08/01/2024 19:20:00,27.60,-56.89,8.09,,,,,
7111,08/01/2024 19:30:00,27.60,-56.24,8.08,,,,,
7112,08/01/2024 19:40:00,27.58,-55.13,8.06,,,,,
7113,08/01/2024 19:50:00,27.53,-54.64,8.05,,,,,
7114,08/01/2024 20:00:00,27.51,-53.77,8.03,,,,,
7115,08/01/2024 20:10:00,27.51,-53.17,8.02,,,,,
7116,08/01/2024 20:20:00,27.46,-52.16,8.00,,,,,
7117,08/01/2024 20:30:00,27.41,-52.44,8.00,,,,,
7118,08/01/2024 20:40:00,27.38,-51.60,7.98,,,,,
7119,08/01/2024 20:50:00,27.36,-51.36,7.98,,,,,
7120,08/01/2024 21:00:00,27.33,-50.83,7.97,,,,,
7121,08/01/2024 21:10:00,27.28,-50.66,7.97,,,,,
7122,08/01/2024 21:20:00,27.28,-50.55,7.96,,,,,
7123,08/01/2024 21:30:00,27.23,-50.42,7.96,,,,,
7124,08/01/2024 21:40:00,27.21,-49.58,7.94,,,,,
7125,08/01/2024 21:50:00,27.16,-49.50,7.94,,,,,
7126,08/01/2024 22:00:00,27.14,-49.25,7.94,,,,,
7127,08/01/2024 22:10:00,27.14,-48.91,7.93,,,,,
7128,08/01/2024 22:20:00,27.09,-48.83,7.93,,,,,
7129,08/01/2024 22:30:00,27.06,-48.85,7.93,,,,,
7130,08/01/2024 22:40:00,27.04,-48.50,7.92,,,,,
7131,08/01/2024 22:50:00,27.01,-48.20,7.92,,,,,
7132,08/01/2024 23:00:00,26.99,-47.66,7.91,,,,,
7133,08/01/2024 23:10:00,26.96,-47.78,7.91,,,,,
7134,08/01/2024 23:20:00,26.94,-47.25,7.90,,,,,
7135,08/01/2024 23:30:00,26.92,-47.03,7.89,,,,,
7136,08/01/2024 23:40:00,26.89,-46.85,7.89,,,,,
7137,08/01/2024 23:50:00,26.87,-46.74,7.89,,,,,
7138,08/02/2024 00:00:00,26.84,-46.20,7.88,,,,,
7139,08/02/2024 00:10:00,26.79,-46.55,7.88,,,,,
7140,08/02/2024 00:20:00,26.77,-46.05,7.87,,,,,
7141,08/02/2024 00:30:00,26.74,-46.17,7.88,,,,,
7142,08/02/2024 00:40:00,26.74,-45.88,7.87,,,,,
7143,08/02/2024 00:50:00,26.72,-45.88,7.87,,,,,
7144,08/02/2024 01:00:00,26.70,-45.63,7.87,,,,,
7145,08/02/2024 01:10:00,26.67,-45.74,7.87,,,,,
7146,08/02/2024 01:20:00,26.62,-45.66,7.87,,,,,
7147,08/02/2024 01:30:00,26.62,-45.44,7.86,,,,,
7148,08/02/2024 01:40:00,26.60,-45.63,7.87,,,,,
7149,08/02/2024 01:50:00,26.57,-45.67,7.87,,,,,
7150,08/02/2024 02:00:00,26.55,-45.81,7.87,,,,,
7151,08/02/2024 02:10:00,26.52,-45.85,7.87,,,,,
7152,08/02/2024 02:20:00,26.50,-45.86,7.87,,,,,
7153,08/02/2024 02:30:00,26.48,-45.69,7.87,,,,,
7154,08/02/2024 02:40:00,26.43,-45.77,7.87,,,,,
7155,08/02/2024 02:50:00,26.40,-45.72,7.87,,,,,
7156,08/02/2024 03:00:00,26.38,-45.60,7.87,,,,,
7157,08/02/2024 03:10:00,26.33,-45.72,7.87,,,,,
7158,08/02/2024 03:20:00,26.30,-45.61,7.87,,,,,
7159,08/02/2024 03:30:00,26.30,-45.50,7.86,,,,,
7160,08/02/2024 03:40:00,26.30,-45.38,7.86,,,,,
7161,08/02/2024 03:50:00,26.28,-45.50,7.86,,,,,
7162,08/02/2024 04:00:00,26.23,-45.36,7.86,,,,,
7163,08/02/2024 04:10:00,26.21,-45.55,7.87,,,,,
7164,08/02/2024 04:20:00,26.21,-45.50,7.87,,,,,
7165,08/02/2024 04:30:00,26.18,-45.36,7.86,,,,,
7166,08/02/2024 04:40:00,26.16,-45.36,7.86,,,,,
7167,08/02/2024 04:50:00,26.11,-45.45,7.86,,,,,
7168,08/02/2024 05:00:00,26.11,-45.36,7.86,,,,,
7169,08/02/2024 05:10:00,26.08,-45.49,7.87,,,,,
7170,08/02/2024 05:20:00,26.06,-45.44,7.86,,,,,
7171,08/02/2024 05:30:00,26.04,-45.33,7.86,,,,,
7172,08/02/2024 05:40:00,26.04,-45.27,7.86,,,,,
7173,08/02/2024 05:50:00,26.01,-45.20,7.86,,,,,
7174,08/02/2024 06:00:00,26.01,-45.11,7.86,,,,,
7175,08/02/2024 06:10:00,25.96,-45.13,7.86,,,,,
7176,08/02/2024 06:20:00,25.96,-44.97,7.86,,,,,
7177,08/02/2024 06:30:00,25.91,-44.94,7.85,,,,,
7178,08/02/2024 06:40:00,25.91,-44.94,7.85,,,,,
7179,08/02/2024 06:50:00,25.89,-45.05,7.86,,,,,
7180,08/02/2024 07:00:00,25.87,-45.11,7.86,,,,,
7181,08/02/2024 07:10:00,25.84,-45.06,7.86,,,,,
7182,08/02/2024 07:20:00,25.84,-45.14,7.86,,,,,
7183,08/02/2024 07:30:00,25.79,-45.03,7.86,,,,,
7184,08/02/2024 07:40:00,25.82,-45.03,7.86,,,,,
7185,08/02/2024 07:50:00,25.79,-45.10,7.86,,,,,
7186,08/02/2024 08:00:00,25.79,-45.17,7.86,,,,,
7187,08/02/2024 08:10:00,25.77,-45.10,7.86,,,,,
7188,08/02/2024 08:20:00,25.77,-45.11,7.86,,,,,
7189,08/02/2024 08:30:00,25.79,-45.16,7.86,,,,,
7190,08/02/2024 08:40:00,25.77,-45.35,7.86,,,,,
7191,08/02/2024 08:50:00,25.77,-45.08,7.86,,,,,
7192,08/02/2024 09:00:00,25.77,-44.97,7.86,,,,,
7193,08/02/2024 09:10:00,25.77,-44.77,7.85,,,,,
7194,08/02/2024 09:20:00,25.77,-44.55,7.85,,,,,
7195,08/02/2024 09:30:00,25.79,-44.53,7.85,,,,,
7196,08/02/2024 09:40:00,25.82,-44.67,7.85,,,,,
7197,08/02/2024 09:50:00,25.87,-44.45,7.84,,,,,
7198,08/02/2024 10:00:00,25.94,-44.95,7.85,,,,,
7199,08/02/2024 10:10:00,25.94,-44.25,7.84,,,,,
7200,08/02/2024 10:20:00,26.01,-44.85,7.85,,,,,
7201,08/02/2024 10:30:00,26.06,-45.06,7.86,,,,,
7202,08/02/2024 10:40:00,26.13,-45.56,7.87,,,,,
7203,08/02/2024 10:50:00,26.21,-45.58,7.87,,,,,
7204,08/02/2024 11:00:00,26.33,-46.92,7.89,,,,,
7205,08/02/2024 11:10:00,26.35,-48.30,7.92,,,,,
7206,08/02/2024 11:20:00,26.40,-48.00,7.92,,,,,
7207,08/02/2024 11:30:00,26.45,-49.06,7.94,,,,,
7208,08/02/2024 11:40:00,26.52,-49.30,7.94,,,,,
7209,08/02/2024 11:50:00,26.57,-49.97,7.95,,,,,
7210,08/02/2024 12:00:00,26.65,-50.86,7.97,,,,,
7211,08/02/2024 12:10:00,26.77,-55.36,8.06,,,,,
7212,08/02/2024 12:20:00,26.82,-57.36,8.10,,,,,
7213,08/02/2024 12:30:00,26.84,-57.47,8.10,,,,,
7214,08/02/2024 12:40:00,26.92,-56.42,8.08,,,,,
7215,08/02/2024 12:50:00,26.99,-58.30,8.12,,,,,
7216,08/02/2024 13:00:00,27.04,-58.99,8.13,,,,,
7217,08/02/2024 13:10:00,27.09,-58.08,8.12,,,,,
7218,08/02/2024 13:20:00,27.14,-57.81,8.11,,,,,
7219,08/02/2024 13:30:00,27.19,-57.70,8.11,,,,,
7220,08/02/2024 13:40:00,27.26,-58.27,8.12,,,,,
7221,08/02/2024 13:50:00,27.26,-57.63,8.11,,,,,
7222,08/02/2024 14:00:00,27.33,-56.78,8.09,,,,,
7223,08/02/2024 14:10:00,27.31,-58.02,8.11,,,,,
7224,08/02/2024 14:20:00,27.38,-59.66,8.15,,,,,
7225,08/02/2024 14:30:00,27.43,-59.44,8.14,,,,,
7226,08/02/2024 14:40:00,27.48,-59.38,8.14,,,,,
7227,08/02/2024 14:50:00,27.53,-59.35,8.14,,,,,
7228,08/02/2024 15:00:00,27.55,-59.41,8.14,,,,,
7229,08/02/2024 15:10:00,27.60,-60.69,8.17,,,,,
7230,08/02/2024 15:20:00,27.63,-59.60,8.14,,,,,
7231,08/02/2024 15:30:00,27.65,-59.91,8.15,,,,,
7232,08/02/2024 15:40:00,27.68,-59.30,8.14,,,,,
7233,08/02/2024 15:50:00,27.70,-60.64,8.17,,,,,
7234,08/02/2024 16:00:00,27.75,-60.47,8.16,,,,,
7235,08/02/2024 16:10:00,27.73,-60.61,8.16,,,,,
7236,08/02/2024 16:20:00,27.80,-60.55,8.16,,,,,
7237,08/02/2024 16:30:00,27.78,-60.13,8.15,,,,,
7238,08/02/2024 16:40:00,27.83,-60.05,8.15,,,,,
7239,08/02/2024 16:50:00,27.87,-60.58,8.16,,,,,
7240,08/02/2024 17:00:00,27.85,-60.86,8.17,,,,,
7241,08/02/2024 17:10:00,27.85,-61.03,8.17,,,,,
7242,08/02/2024 17:20:00,27.87,-60.80,8.17,,,,,
7243,08/02/2024 17:30:00,27.87,-60.05,8.15,,,,,
7244,08/02/2024 17:40:00,27.85,-59.88,8.15,,,,,
7245,08/02/2024 17:50:00,27.83,-60.39,8.16,,,,,
7246,08/02/2024 18:00:00,27.83,-60.28,8.16,,,,,
7247,08/02/2024 18:10:00,27.85,-59.52,8.14,,,,,
7248,08/02/2024 18:20:00,27.87,-59.56,8.14,,,,,
7249,08/02/2024 18:30:00,27.85,-58.99,8.13,,,,,
7250,08/02/2024 18:40:00,27.85,-57.99,8.11,,,,,
7251,08/02/2024 18:50:00,27.83,-57.49,8.10,,,,,
7252,08/02/2024 19:00:00,27.83,-56.45,8.08,,,,,
7253,08/02/2024 19:10:00,27.83,-56.38,8.08,,,,,
7254,08/02/2024 19:20:00,27.80,-55.77,8.07,,,,,
7255,08/02/2024 19:30:00,27.80,-55.36,8.06,,,,,
7256,08/02/2024 19:40:00,27.78,-54.67,8.05,,,,,
7257,08/02/2024 19:50:00,27.78,-54.36,8.04,,,,,
7258,08/02/2024 20:00:00,27.75,-53.88,8.03,,,,,
7259,08/02/2024 20:10:00,27.75,-53.33,8.02,,,,,
7260,08/02/2024 20:20:00,27.73,-52.25,8.00,,,,,
7261,08/02/2024 20:30:00,27.73,-51.20,7.98,,,,,
7262,08/02/2024 20:40:00,27.68,-50.66,7.96,,,,,
7263,08/02/2024 20:50:00,27.68,-50.75,7.97,,,,,
7264,08/02/2024 21:00:00,27.65,-50.39,7.96,,,,,
7265,08/02/2024 21:10:00,27.63,-50.14,7.95,,,,,
7266,08/02/2024 21:20:00,27.60,-49.50,7.94,,,,,
7267,08/02/2024 21:30:00,27.58,-49.47,7.94,,,,,
7268,08/02/2024 21:40:00,27.55,-48.83,7.93,,,,,
7269,08/02/2024 21:50:00,27.53,-48.67,7.93,,,,,
7270,08/02/2024 22:00:00,27.51,-48.78,7.93,,,,,
7271,08/02/2024 22:10:00,27.48,-48.50,7.92,,,,,
7272,08/02/2024 22:20:00,27.46,-48.28,7.92,,,,,
7273,08/02/2024 22:30:00,27.43,-47.44,7.90,,,,,
7274,08/02/2024 22:40:00,27.41,-47.53,7.90,,,,,
7275,08/02/2024 22:50:00,27.38,-47.52,7.90,,,,,
7276,08/02/2024 23:00:00,27.36,-47.47,7.90,,,,,
7277,08/02/2024 23:10:00,27.33,-47.28,7.90,,,,,
7278,08/02/2024 23:20:00,27.31,-46.91,7.89,,,,,
7279,08/02/2024 23:30:00,27.28,-46.69,7.89,,,,,
7280,08/02/2024 23:40:00,27.26,-46.56,7.88,,,,,
7281,08/02/2024 23:50:00,27.26,-46.33,7.88,,,,,
7282,08/03/2024 00:00:00,27.23,-46.50,7.88,,,,,
7283,08/03/2024 00:10:00,27.21,-46.19,7.88,,,,,
7284,08/03/2024 00:20:00,27.19,-46.30,7.88,,,,,
7285,08/03/2024 00:30:00,27.19,-46.22,7.88,,,,,
7286,08/03/2024 00:40:00,27.16,-46.14,7.88,,,,,
7287,08/03/2024 00:50:00,27.14,-46.17,7.88,,,,,
7288,08/03/2024 01:00:00,27.14,-46.10,7.87,,,,,
7289,08/03/2024 01:10:00,27.11,-45.92,7.87,,,,,
7290,08/03/2024 01:20:00,27.09,-45.92,7.87,,,,,
7291,08/03/2024 01:30:00,27.06,-45.91,7.87,,,,,
7292,08/03/2024 01:40:00,27.04,-45.95,7.87,,,,,
7293,08/03/2024 01:50:00,27.01,-45.91,7.87,,,,,
7294,08/03/2024 02:00:00,26.99,-45.89,7.87,,,,,
7295,08/03/2024 02:10:00,26.96,-45.81,7.87,,,,,
7296,08/03/2024 02:20:00,26.94,-45.99,7.87,,,,,
7297,08/03/2024 02:30:00,26.92,-46.00,7.87,,,,,
7298,08/03/2024 02:40:00,26.89,-46.11,7.88,,,,,
7299,08/03/2024 02:50:00,26.87,-46.20,7.88,,,,,
7300,08/03/2024 03:00:00,26.84,-45.97,7.87,,,,,
7301,08/03/2024 03:10:00,26.82,-45.88,7.87,,,,,
7302,08/03/2024 03:20:00,26.82,-45.99,7.87,,,,,
7303,08/03/2024 03:30:00,26.79,-45.97,7.87,,,,,
7304,08/03/2024 03:40:00,26.79,-45.89,7.87,,,,,
7305,08/03/2024 03:50:00,26.77,-45.95,7.87,,,,,
7306,08/03/2024 04:00:00,26.74,-45.83,7.87,,,,,
7307,08/03/2024 04:10:00,26.74,-45.80,7.87,,,,,
7308,08/03/2024 04:20:00,26.72,-46.03,7.87,,,,,
7309,08/03/2024 04:30:00,26.70,-46.00,7.87,,,,,
7310,08/03/2024 04:40:00,26.67,-46.05,7.87,,,,,
7311,08/03/2024 04:50:00,26.65,-45.91,7.87,,,,,
7312,08/03/2024 05:00:00,26.65,-45.99,7.87,,,,,
7313,08/03/2024 05:10:00,26.62,-45.86,7.87,,,,,
7314,08/03/2024 05:20:00,26.60,-45.85,7.87,,,,,
7315,08/03/2024 05:30:00,26.57,-45.91,7.87,,,,,
7316,08/03/2024 05:40:00,26.57,-45.85,7.87,,,,,
7317,08/03/2024 05:50:00,26.55,-45.91,7.87,,,,,
7318,08/03/2024 06:00:00,26.52,-45.75,7.87,,,,,
7319,08/03/2024 06:10:00,26.50,-45.78,7.87,,,,,
7320,08/03/2024 06:20:00,26.48,-45.85,7.87,,,,,
7321,08/03/2024 06:30:00,26.48,-45.86,7.87,,,,,
7322,08/03/2024 06:40:00,26.45,-45.78,7.87,,,,,
7323,08/03/2024 06:50:00,26.43,-45.75,7.87,,,,,
7324,08/03/2024 07:00:00,26.43,-45.75,7.87,,,,,
7325,08/03/2024 07:10:00,26.40,-45.72,7.87,,,,,
7326,08/03/2024 07:20:00,26.38,-45.81,7.87,,,,,
7327,08/03/2024 07:30:00,26.38,-45.86,7.87,,,,,
7328,08/03/2024 07:40:00,26.38,-45.67,7.87,,,,,
7329,08/03/2024 07:50:00,26.38,-45.77,7.87,,,,,
7330,08/03/2024 08:00:00,26.35,-45.74,7.87,,,,,
7331,08/03/2024 08:10:00,26.35,-45.92,7.87,,,,,
