#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),End of File
8159,08/09/2024 02:40:00,23.47,-36.25,7.64,
8160,08/09/2024 02:50:00,23.45,-36.13,7.64,
8161,08/09/2024 03:00:00,23.45,-35.39,7.62,
8162,08/09/2024 03:10:00,23.42,-35.44,7.62,
8163,08/09/2024 03:20:00,23.42,-35.20,7.62,
8164,08/09/2024 03:30:00,23.40,-35.36,7.62,
8165,08/09/2024 03:40:00,23.40,-35.41,7.62,
8166,08/09/2024 03:50:00,23.38,-35.31,7.62,
8167,08/09/2024 04:00:00,23.38,-35.27,7.62,
8168,08/09/2024 04:10:00,23.38,-35.14,7.62,
8169,08/09/2024 04:20:00,23.35,-34.86,7.61,
8170,08/09/2024 04:30:00,23.35,-34.89,7.61,
8171,08/09/2024 04:40:00,23.33,-35.06,7.62,
8172,08/09/2024 04:50:00,23.33,-34.19,7.60,
8173,08/09/2024 05:00:00,23.30,-34.52,7.61,
8174,08/09/2024 05:10:00,23.30,-34.53,7.61,
8175,08/09/2024 05:20:00,23.30,-34.50,7.60,
8176,08/09/2024 05:30:00,23.28,-34.80,7.61,
8177,08/09/2024 05:40:00,23.28,-34.77,7.61,
8178,08/09/2024 05:50:00,23.28,-33.91,7.59,
8179,08/09/2024 06:00:00,23.28,-33.88,7.59,
8180,08/09/2024 06:10:00,23.28,-34.03,7.60,
8181,08/09/2024 06:20:00,23.30,-34.28,7.60,
8182,08/09/2024 06:30:00,23.30,-34.70,7.61,
8183,08/09/2024 06:40:00,23.30,-35.09,7.62,
8184,08/09/2024 06:50:00,23.30,-36.70,7.65,
8185,08/09/2024 07:00:00,23.30,-37.27,7.66,
8186,08/09/2024 07:10:00,23.30,-37.27,7.66,
8187,08/09/2024 07:20:00,23.30,-39.22,7.70,
8188,08/09/2024 07:30:00,23.30,-39.33,7.70,
8189,08/09/2024 07:40:00,23.33,-41.19,7.73,
8190,08/09/2024 07:50:00,23.33,-43.38,7.78,
8191,08/09/2024 08:00:00,23.33,-47.20,7.85,
8192,08/09/2024 08:10:00,23.33,-48.28,7.87,
8193,08/09/2024 08:20:00,23.33,-45.77,7.82,
8194,08/09/2024 08:30:00,23.35,-47.83,7.86,
8195,08/09/2024 08:40:00,23.35,-49.35,7.89,
8196,08/09/2024 08:50:00,23.35,-50.85,7.92,
8197,08/09/2024 09:00:00,23.35,-53.94,7.98,
8198,08/09/2024 09:10:00,23.38,-58.97,8.07,
8199,08/09/2024 09:20:00,23.38,-59.35,8.08,
8200,08/09/2024 09:30:00,23.38,-60.75,8.11,
8201,08/09/2024 09:40:00,23.40,-64.30,8.18,
8202,08/09/2024 09:50:00,23.42,-67.64,8.24,
8203,08/09/2024 10:00:00,23.42,-79.11,8.46,
8204,08/09/2024 10:10:00,23.45,-74.31,8.37,
8205,08/09/2024 10:20:00,23.45,-65.41,8.20,
8206,08/09/2024 10:30:00,23.47,-61.14,8.12,
8207,08/09/2024 10:40:00,23.50,-67.88,8.24,
8208,08/09/2024 10:50:00,23.52,-60.27,8.10,
8209,08/09/2024 11:00:00,23.52,-58.19,8.06,
8210,08/09/2024 11:10:00,23.52,-60.77,8.11,
8211,08/09/2024 11:20:00,23.57,-78.10,8.44,
8212,08/09/2024 11:30:00,23.57,-68.03,8.25,
8213,08/09/2024 11:40:00,23.57,-64.77,8.19,
8214,08/09/2024 11:50:00,23.57,-63.81,8.17,
8215,08/09/2024 12:00:00,23.57,-64.21,8.17,
8216,08/09/2024 12:10:00,23.57,-62.80,8.15,
8217,08/09/2024 12:20:00,23.57,-66.91,8.23,
8218,08/09/2024 12:30:00,23.57,-65.86,8.21,
8219,08/09/2024 12:40:00,23.57,-70.72,8.30,
8220,08/09/2024 12:50:00,23.59,-70.05,8.29,
8221,08/09/2024 13:00:00,23.62,-81.39,8.50,
8222,08/09/2024 13:10:00,23.66,-86.86,8.61,
8223,08/09/2024 13:20:00,23.69,-106.88,8.99,
8224,08/09/2024 13:30:00,23.71,-108.08,9.02,
8225,08/09/2024 13:40:00,23.69,-109.75,9.05,
8226,08/09/2024 13:50:00,23.69,-100.25,8.87,
8227,08/09/2024 14:00:00,23.69,-91.77,8.70,
8228,08/09/2024 14:10:00,23.71,-101.83,8.90,
8229,08/09/2024 14:20:00,23.71,-115.61,9.16,
8230,08/09/2024 14:30:00,23.69,-110.91,9.07,
8231,08/09/2024 14:40:00,23.69,-112.52,9.10,
8232,08/09/2024 14:50:00,23.66,-111.99,9.09,
8233,08/09/2024 15:00:00,23.62,-101.55,8.89,
8234,08/09/2024 15:10:00,23.59,-91.64,8.70,
8235,08/09/2024 15:20:00,23.57,-99.57,8.85,
8236,08/09/2024 15:30:00,23.54,-99.71,8.86,
8237,08/09/2024 15:40:00,23.52,-95.33,8.77,
8238,08/09/2024 15:50:00,23.52,-98.89,8.84,
8239,08/09/2024 16:00:00,23.50,-99.24,8.85,
8240,08/09/2024 16:10:00,23.50,-91.71,8.70,
8241,08/09/2024 16:20:00,23.45,-73.88,8.36,
8242,08/09/2024 16:30:00,23.42,-74.96,8.38,
8243,08/09/2024 16:40:00,23.42,-66.86,8.23,
8244,08/09/2024 16:50:00,23.40,-65.11,8.19,
8245,08/09/2024 17:00:00,23.40,-55.17,8.00,
8246,08/09/2024 17:10:00,23.38,-51.52,7.93,
8247,08/09/2024 17:20:00,23.38,-49.70,7.90,
8248,08/09/2024 17:30:00,23.38,-49.55,7.89,
8249,08/09/2024 17:40:00,23.38,-45.75,7.82,
8250,08/09/2024 17:50:00,23.38,-44.94,7.80,
8251,08/09/2024 18:00:00,23.38,-45.86,7.82,
8252,08/09/2024 18:10:00,23.38,-43.66,7.78,
8253,08/09/2024 18:20:00,23.38,-41.97,7.75,
8254,08/09/2024 18:30:00,23.38,-41.75,7.74,
8255,08/09/2024 18:40:00,23.40,-40.25,7.71,
8256,08/09/2024 18:50:00,23.40,-39.13,7.69,
8257,08/09/2024 19:00:00,23.40,-38.27,7.68,
8258,08/09/2024 19:10:00,23.40,-37.66,7.67,
8259,08/09/2024 19:20:00,23.42,-37.41,7.66,
8260,08/09/2024 19:30:00,23.42,-37.53,7.66,
8261,08/09/2024 19:40:00,23.45,-38.06,7.67,
8262,08/09/2024 19:50:00,23.45,-37.92,7.67,
8263,08/09/2024 20:00:00,23.47,-38.28,7.68,
8264,08/09/2024 20:10:00,23.50,-38.14,7.67,
8265,08/09/2024 20:20:00,23.54,-38.00,7.67,
8266,08/09/2024 20:30:00,23.59,-38.34,7.68,
8267,08/09/2024 20:40:00,23.62,-38.56,7.68,
8268,08/09/2024 20:50:00,23.66,-38.72,7.68,
8269,08/09/2024 21:00:00,23.71,-39.36,7.70,
8270,08/09/2024 21:10:00,23.76,-39.22,7.69,
8271,08/09/2024 21:20:00,23.79,-39.61,7.70,
8272,08/09/2024 21:30:00,23.79,-39.61,7.70,
8273,08/09/2024 21:40:00,23.76,-39.11,7.69,
8274,08/09/2024 21:50:00,23.76,-38.22,7.68,
8275,08/09/2024 22:00:00,23.74,-37.94,7.67,
8276,08/09/2024 22:10:00,23.71,-37.22,7.66,
8277,08/09/2024 22:20:00,23.69,-37.17,7.66,
8278,08/09/2024 22:30:00,23.66,-36.77,7.65,
8279,08/09/2024 22:40:00,23.64,-35.89,7.63,
8280,08/09/2024 22:50:00,23.64,-35.84,7.63,
8281,08/09/2024 23:00:00,23.62,-35.77,7.63,
8282,08/09/2024 23:10:00,23.59,-35.89,7.63,
8283,08/09/2024 23:20:00,23.57,-35.44,7.62,
8284,08/09/2024 23:30:00,23.54,-35.14,7.62,
8285,08/09/2024 23:40:00,23.52,-34.63,7.61,
8286,08/09/2024 23:50:00,23.52,-34.81,7.61,
8287,08/10/2024 00:00:00,23.50,-34.49,7.60,
8288,08/10/2024 00:10:00,23.47,-34.59,7.61,
8289,08/10/2024 00:20:00,23.45,-34.45,7.60,
8290,08/10/2024 00:30:00,23.45,-34.59,7.61,
8291,08/10/2024 00:40:00,23.42,-34.61,7.61,
8292,08/10/2024 00:50:00,23.42,-34.36,7.60,
8293,08/10/2024 01:00:00,23.40,-34.30,7.60,
8294,08/10/2024 01:10:00,23.38,-34.36,7.60,
8295,08/10/2024 01:20:00,23.38,-33.41,7.58,
8296,08/10/2024 01:30:00,23.38,-33.80,7.59,
8297,08/10/2024 01:40:00,23.35,-33.91,7.59,
8298,08/10/2024 01:50:00,23.35,-34.02,7.60,
8299,08/10/2024 02:00:00,23.33,-33.50,7.59,
8300,08/10/2024 02:10:00,23.33,-33.70,7.59,
8301,08/10/2024 02:20:00,23.30,-33.38,7.58,
8302,08/10/2024 02:30:00,23.30,-33.36,7.58,
8303,08/10/2024 02:40:00,23.30,-33.52,7.59,
8304,08/10/2024 02:50:00,23.28,-33.55,7.59,
8305,08/10/2024 03:00:00,23.28,-32.86,7.57,
8306,08/10/2024 03:10:00,23.26,-33.44,7.58,
8307,08/10/2024 03:20:00,23.26,-33.08,7.58,
8308,08/10/2024 03:30:00,23.26,-32.47,7.57,
8309,08/10/2024 03:40:00,23.26,-32.84,7.57,
8310,08/10/2024 03:50:00,23.23,-32.88,7.57,
8311,08/10/2024 04:00:00,23.23,-32.50,7.57,
8312,08/10/2024 04:10:00,23.23,-32.69,7.57,
8313,08/10/2024 04:20:00,23.23,-32.92,7.57,
8314,08/10/2024 04:30:00,23.21,-33.02,7.58,
8315,08/10/2024 04:40:00,23.21,-33.52,7.59,
8316,08/10/2024 04:50:00,23.21,-33.28,7.58,
8317,08/10/2024 05:00:00,23.21,-33.06,7.58,
8318,08/10/2024 05:10:00,23.21,-33.13,7.58,
8319,08/10/2024 05:20:00,23.21,-33.06,7.58,
8320,08/10/2024 05:30:00,23.21,-33.30,7.58,
8321,08/10/2024 05:40:00,23.21,-33.25,7.58,
8322,08/10/2024 05:50:00,23.21,-32.77,7.57,
8323,08/10/2024 06:00:00,23.21,-32.72,7.57,
8324,08/10/2024 06:10:00,23.21,-32.63,7.57,
8325,08/10/2024 06:20:00,23.21,-32.89,7.57,
8326,08/10/2024 06:30:00,23.21,-33.11,7.58,
8327,08/10/2024 06:40:00,23.21,-33.70,7.59,
8328,08/10/2024 06:50:00,23.21,-34.55,7.61,
8329,08/10/2024 07:00:00,23.21,-35.08,7.62,
8330,08/10/2024 07:10:00,23.21,-36.70,7.65,
8331,08/10/2024 07:20:00,23.23,-38.94,7.69,
8332,08/10/2024 07:30:00,23.23,-37.64,7.67,
8333,08/10/2024 07:40:00,23.23,-37.24,7.66,
8334,08/10/2024 07:50:00,23.23,-38.84,7.69,
8335,08/10/2024 08:00:00,23.26,-38.70,7.69,
8336,08/10/2024 08:10:00,23.26,-40.33,7.72,
8337,08/10/2024 08:20:00,23.26,-41.80,7.74,
8338,08/10/2024 08:30:00,23.28,-42.92,7.77,
8339,08/10/2024 08:40:00,23.28,-42.52,7.76,
8340,08/10/2024 08:50:00,23.28,-42.74,7.76,
8341,08/10/2024 09:00:00,23.30,-43.56,7.78,
8342,08/10/2024 09:10:00,23.33,-44.78,7.80,
8343,08/10/2024 09:20:00,23.33,-45.64,7.82,
8344,08/10/2024 09:30:00,23.35,-47.05,7.85,
8345,08/10/2024 09:40:00,23.35,-56.92,8.04,
8346,08/10/2024 09:50:00,23.38,-58.44,8.06,
8347,08/10/2024 10:00:00,23.38,-69.41,8.27,
8348,08/10/2024 10:10:00,23.40,-65.27,8.20,
8349,08/10/2024 10:20:00,23.42,-67.60,8.24,
8350,08/10/2024 10:30:00,23.42,-64.14,8.17,
8351,08/10/2024 10:40:00,23.45,-79.19,8.46,
8352,08/10/2024 10:50:00,23.47,-74.03,8.36,
8353,08/10/2024 11:00:00,23.50,-74.86,8.38,
8354,08/10/2024 11:10:00,23.52,-81.22,8.50,
8355,08/10/2024 11:20:00,23.52,-87.94,8.63,
8356,08/10/2024 11:30:00,23.54,-79.08,8.46,
8357,08/10/2024 11:40:00,23.54,-74.21,8.37,
8358,08/10/2024 11:50:00,23.57,-72.75,8.34,
8359,08/10/2024 12:00:00,23.57,-70.11,8.29,
8360,08/10/2024 12:10:00,23.59,-72.60,8.34,
8361,08/10/2024 12:20:00,23.62,-68.74,8.26,
8362,08/10/2024 12:30:00,23.62,-77.72,8.43,
8363,08/10/2024 12:40:00,23.64,-79.74,8.47,
8364,08/10/2024 12:50:00,23.66,-77.13,8.42,
8365,08/10/2024 13:00:00,23.66,-93.66,8.74,
8366,08/10/2024 13:10:00,23.69,-100.08,8.86,
8367,08/10/2024 13:20:00,23.69,-104.69,8.95,
8368,08/10/2024 13:30:00,23.66,-96.11,8.79,
8369,08/10/2024 13:40:00,23.64,-97.91,8.82,
8370,08/10/2024 13:50:00,23.64,-107.61,9.01,
8371,08/10/2024 14:00:00,23.64,-116.78,9.18,
8372,08/10/2024 14:10:00,23.64,-109.89,9.05,
8373,08/10/2024 14:20:00,23.64,-114.74,9.14,
8374,08/10/2024 14:30:00,23.62,-103.86,8.93,
8375,08/10/2024 14:40:00,23.64,-110.30,9.06,
8376,08/10/2024 14:50:00,23.62,-112.24,9.10,
8377,08/10/2024 15:00:00,23.59,-104.33,8.94,
8378,08/10/2024 15:10:00,23.57,-95.08,8.77,
8379,08/10/2024 15:20:00,23.54,-103.46,8.93,
8380,08/10/2024 15:30:00,23.52,-95.13,8.77,
8381,08/10/2024 15:40:00,23.52,-101.64,8.89,
8382,08/10/2024 15:50:00,23.50,-100.13,8.86,
8383,08/10/2024 16:00:00,23.50,-98.97,8.84,
8384,08/10/2024 16:10:00,23.47,-92.77,8.72,
8385,08/10/2024 16:20:00,23.45,-84.97,8.57,
8386,08/10/2024 16:30:00,23.42,-87.24,8.62,
8387,08/10/2024 16:40:00,23.42,-77.27,8.43,
8388,08/10/2024 16:50:00,23.42,-69.75,8.28,
8389,08/10/2024 17:00:00,23.40,-63.89,8.17,
8390,08/10/2024 17:10:00,23.40,-60.49,8.10,
8391,08/10/2024 17:20:00,23.38,-56.53,8.03,
8392,08/10/2024 17:30:00,23.40,-52.45,7.95,
8393,08/10/2024 17:40:00,23.38,-49.27,7.89,
8394,08/10/2024 17:50:00,23.35,-47.35,7.85,
8395,08/10/2024 18:00:00,23.35,-45.70,7.82,
8396,08/10/2024 18:10:00,23.35,-44.38,7.79,
8397,08/10/2024 18:20:00,23.35,-42.80,7.76,
8398,08/10/2024 18:30:00,23.35,-41.45,7.74,
8399,08/10/2024 18:40:00,23.35,-40.39,7.72,
8400,08/10/2024 18:50:00,23.35,-39.11,7.69,
8401,08/10/2024 19:00:00,23.35,-38.13,7.67,
8402,08/10/2024 19:10:00,23.35,-37.03,7.65,
8403,08/10/2024 19:20:00,23.35,-35.61,7.63,
8404,08/10/2024 19:30:00,23.35,-35.49,7.62,
8405,08/10/2024 19:40:00,23.35,-35.00,7.61,
8406,08/10/2024 19:50:00,23.33,-35.11,7.62,
8407,08/10/2024 20:00:00,23.33,-35.11,7.62,
8408,08/10/2024 20:10:00,23.33,-35.31,7.62,
8409,08/10/2024 20:20:00,23.33,-35.20,7.62,
8410,08/10/2024 20:30:00,23.33,-34.61,7.61,
8411,08/10/2024 20:40:00,23.33,-34.74,7.61,
8412,08/10/2024 20:50:00,23.33,-34.50,7.60,
8413,08/10/2024 21:00:00,23.33,-34.30,7.60,
8414,08/10/2024 21:10:00,23.30,-34.16,7.60,
8415,08/10/2024 21:20:00,23.30,-33.74,7.59,
8416,08/10/2024 21:30:00,23.30,-33.97,7.59,
8417,08/10/2024 21:40:00,23.30,-33.38,7.58,
8418,08/10/2024 21:50:00,23.30,-32.55,7.57,
8419,08/10/2024 22:00:00,23.28,-32.45,7.57,
8420,08/10/2024 22:10:00,23.28,-32.45,7.57,
8421,08/10/2024 22:20:00,23.28,-32.16,7.56,
8422,08/10/2024 22:30:00,23.28,-32.13,7.56,
8423,08/10/2024 22:40:00,23.28,-32.16,7.56,
8424,08/10/2024 22:50:00,23.28,-31.91,7.55,
8425,08/10/2024 23:00:00,23.26,-32.14,7.56,
8426,08/10/2024 23:10:00,23.26,-31.91,7.55,
8427,08/10/2024 23:20:00,23.26,-31.77,7.55,
8428,08/10/2024 23:30:00,23.26,-31.72,7.55,
8429,08/10/2024 23:40:00,23.26,-32.41,7.56,
8430,08/10/2024 23:50:00,23.26,-32.52,7.57,
8431,08/11/2024 00:00:00,23.26,-32.42,7.56,
8432,08/11/2024 00:10:00,23.23,-32.64,7.57,
8433,08/11/2024 00:20:00,23.23,-32.28,7.56,
8434,08/11/2024 00:30:00,23.23,-32.55,7.57,
8435,08/11/2024 00:40:00,23.23,-32.77,7.57,
8436,08/11/2024 00:50:00,23.21,-32.91,7.57,
8437,08/11/2024 01:00:00,23.21,-32.94,7.57,
8438,08/11/2024 01:10:00,23.21,-32.94,7.57,
8439,08/11/2024 01:20:00,23.21,-33.19,7.58,
8440,08/11/2024 01:30:00,23.21,-32.88,7.57,
8441,08/11/2024 01:40:00,23.21,-32.66,7.57,
8442,08/11/2024 01:50:00,23.21,-33.06,7.58,
8443,08/11/2024 02:00:00,23.18,-32.99,7.58,
8444,08/11/2024 02:10:00,23.18,-32.50,7.57,
8445,08/11/2024 02:20:00,23.18,-32.84,7.57,
8446,08/11/2024 02:30:00,23.18,-32.94,7.57,
8447,08/11/2024 02:40:00,23.18,-32.69,7.57,
8448,08/11/2024 02:50:00,23.18,-32.42,7.57,
8449,08/11/2024 03:00:00,23.18,-32.75,7.57,
8450,08/11/2024 03:10:00,23.16,-33.05,7.58,
8451,08/11/2024 03:20:00,23.16,-33.02,7.58,
8452,08/11/2024 03:30:00,23.16,-33.16,7.58,
8453,08/11/2024 03:40:00,23.16,-32.91,7.57,
8454,08/11/2024 03:50:00,23.16,-33.00,7.58,
8455,08/11/2024 04:00:00,23.16,-32.80,7.57,
8456,08/11/2024 04:10:00,23.16,-32.66,7.57,
8457,08/11/2024 04:20:00,23.16,-32.17,7.56,
8458,08/11/2024 04:30:00,23.16,-31.94,7.56,
8459,08/11/2024 04:40:00,23.16,-32.45,7.57,
8460,08/11/2024 04:50:00,23.16,-32.75,7.57,
8461,08/11/2024 05:00:00,23.16,-32.50,7.57,
8462,08/11/2024 05:10:00,23.16,-32.86,7.57,
8463,08/11/2024 05:20:00,23.14,-32.83,7.57,
8464,08/11/2024 05:30:00,23.14,-32.66,7.57,
8465,08/11/2024 05:40:00,23.14,-32.63,7.57,
8466,08/11/2024 05:50:00,23.14,-32.55,7.57,
8467,08/11/2024 06:00:00,23.14,-32.41,7.56,
8468,08/11/2024 06:10:00,23.14,-32.38,7.56,
8469,08/11/2024 06:20:00,23.14,-32.42,7.57,
8470,08/11/2024 06:30:00,23.14,-32.88,7.57,
8471,08/11/2024 06:40:00,23.14,-34.14,7.60,
8472,08/11/2024 06:50:00,23.16,-33.88,7.59,
8473,08/11/2024 07:00:00,23.16,-36.03,7.63,
8474,08/11/2024 07:10:00,23.16,-35.72,7.63,
8475,08/11/2024 07:20:00,23.16,-35.91,7.63,
8476,08/11/2024 07:30:00,23.16,-38.81,7.69,
8477,08/11/2024 07:40:00,23.16,-39.81,7.71,
8478,08/11/2024 07:50:00,23.18,-43.24,7.77,
8479,08/11/2024 08:00:00,23.18,-47.06,7.85,
8480,08/11/2024 08:10:00,23.18,-46.28,7.83,
8481,08/11/2024 08:20:00,23.18,-46.00,7.83,
8482,08/11/2024 08:30:00,23.21,-47.39,7.85,
8483,08/11/2024 08:40:00,23.21,-46.41,7.83,
8484,08/11/2024 08:50:00,23.23,-46.38,7.83,
8485,08/11/2024 09:00:00,23.23,-49.80,7.90,
8486,08/11/2024 09:10:00,23.26,-50.47,7.91,
8487,08/11/2024 09:20:00,23.26,-54.02,7.98,
8488,08/11/2024 09:30:00,23.28,-58.38,8.06,
8489,08/11/2024 09:40:00,23.30,-64.94,8.19,
8490,08/11/2024 09:50:00,23.33,-64.81,8.19,
8491,08/11/2024 10:00:00,23.35,-76.17,8.40,
8492,08/11/2024 10:10:00,23.38,-74.78,8.38,
8493,08/11/2024 10:20:00,23.40,-71.96,8.32,
8494,08/11/2024 10:30:00,23.42,-70.42,8.29,
8495,08/11/2024 10:40:00,23.45,-75.47,8.39,
8496,08/11/2024 10:50:00,23.47,-75.94,8.40,
8497,08/11/2024 11:00:00,23.50,-74.63,8.37,
8498,08/11/2024 11:10:00,23.54,-85.39,8.58,
8499,08/11/2024 11:20:00,23.57,-85.24,8.58,
8500,08/11/2024 11:30:00,23.57,-71.86,8.32,
8501,08/11/2024 11:40:00,23.57,-73.42,8.35,
8502,08/11/2024 11:50:00,23.57,-76.52,8.41,
8503,08/11/2024 12:00:00,23.57,-76.85,8.42,
8504,08/11/2024 12:10:00,23.57,-75.55,8.39,
8505,08/11/2024 12:20:00,23.57,-74.27,8.37,
8506,08/11/2024 12:30:00,23.62,-79.72,8.47,
8507,08/11/2024 12:40:00,23.64,-84.94,8.57,
8508,08/11/2024 12:50:00,23.59,-84.10,8.56,
8509,08/11/2024 13:00:00,23.62,-91.92,8.71,
8510,08/11/2024 13:10:00,23.62,-103.25,8.92,
8511,08/11/2024 13:20:00,23.66,-110.55,9.06,
8512,08/11/2024 13:30:00,23.62,-113.02,9.11,
8513,08/11/2024 13:40:00,23.66,-115.94,9.17,
8514,08/11/2024 13:50:00,23.66,-115.27,9.15,
8515,08/11/2024 14:00:00,23.66,-117.00,9.19,
8516,08/11/2024 14:10:00,23.64,-119.78,9.24,
8517,08/11/2024 14:20:00,23.64,-119.80,9.24,
8518,08/11/2024 14:30:00,23.64,-121.49,9.27,
8519,08/11/2024 14:40:00,23.64,-117.69,9.20,
8520,08/11/2024 14:50:00,23.62,-115.66,9.16,
8521,08/11/2024 15:00:00,23.62,-105.08,8.96,
8522,08/11/2024 15:10:00,23.59,-98.71,8.84,
8523,08/11/2024 15:20:00,23.57,-105.91,8.97,
8524,08/11/2024 15:30:00,23.57,-107.97,9.01,
8525,08/11/2024 15:40:00,23.54,-100.50,8.87,
8526,08/11/2024 15:50:00,23.50,-91.57,8.70,
8527,08/11/2024 16:00:00,23.50,-98.85,8.84,
8528,08/11/2024 16:10:00,23.47,-88.16,8.63,
8529,08/11/2024 16:20:00,23.45,-79.41,8.47,
8530,08/11/2024 16:30:00,23.45,-76.92,8.42,
8531,08/11/2024 16:40:00,23.40,-64.85,8.19,
8532,08/11/2024 16:50:00,23.42,-62.10,8.13,
8533,08/11/2024 17:00:00,23.40,-50.45,7.91,
8534,08/11/2024 17:10:00,23.38,-45.92,7.82,
8535,08/11/2024 17:20:00,23.35,-44.30,7.79,
8536,08/11/2024 17:30:00,23.33,-43.02,7.77,
8537,08/11/2024 17:40:00,23.33,-41.92,7.75,
8538,08/11/2024 17:50:00,23.30,-41.10,7.73,
8539,08/11/2024 18:00:00,23.30,-40.91,7.73,
8540,08/11/2024 18:10:00,23.30,-40.36,7.72,
8541,08/11/2024 18:20:00,23.28,-39.97,7.71,
8542,08/11/2024 18:30:00,23.28,-39.11,7.69,
8543,08/11/2024 18:40:00,23.28,-38.81,7.69,
8544,08/11/2024 18:50:00,23.26,-38.09,7.67,
8545,08/11/2024 19:00:00,23.26,-37.05,7.65,
8546,08/11/2024 19:10:00,23.26,-36.39,7.64,
8547,08/11/2024 19:20:00,23.26,-36.05,7.63,
8548,08/11/2024 19:30:00,23.26,-35.63,7.63,
8549,08/11/2024 19:40:00,23.26,-35.49,7.62,
8550,08/11/2024 19:50:00,23.23,-35.27,7.62,
8551,08/11/2024 20:00:00,23.23,-35.17,7.62,
8552,08/11/2024 20:10:00,23.23,-35.17,7.62,
8553,08/11/2024 20:20:00,23.23,-35.06,7.62,
8554,08/11/2024 20:30:00,23.23,-34.78,7.61,
8555,08/11/2024 20:40:00,23.23,-34.86,7.61,
8556,08/11/2024 20:50:00,23.23,-34.52,7.61,
8557,08/11/2024 21:00:00,23.21,-34.41,7.60,
8558,08/11/2024 21:10:00,23.21,-34.17,7.60,
8559,08/11/2024 21:20:00,23.21,-34.44,7.60,
8560,08/11/2024 21:30:00,23.21,-34.20,7.60,
8561,08/11/2024 21:40:00,23.21,-34.09,7.60,
8562,08/11/2024 21:50:00,23.21,-34.24,7.60,
8563,08/11/2024 22:00:00,23.21,-34.09,7.60,
8564,08/11/2024 22:10:00,23.21,-33.89,7.59,
8565,08/11/2024 22:20:00,23.21,-34.16,7.60,
8566,08/11/2024 22:30:00,23.21,-33.95,7.59,
8567,08/11/2024 22:40:00,23.21,-33.81,7.59,
8568,08/11/2024 22:50:00,23.18,-33.72,7.59,
8569,08/11/2024 23:00:00,23.18,-33.66,7.59,
8570,08/11/2024 23:10:00,23.18,-33.64,7.59,
8571,08/11/2024 23:20:00,23.18,-33.77,7.59,
8572,08/11/2024 23:30:00,23.18,-33.61,7.59,
8573,08/11/2024 23:40:00,23.18,-33.17,7.58,
8574,08/11/2024 23:50:00,23.18,-33.06,7.58,
8575,08/12/2024 00:00:00,23.18,-32.95,7.58,
8576,08/12/2024 00:10:00,23.18,-33.00,7.58,
8577,08/12/2024 00:20:00,23.16,-33.06,7.58,
8578,08/12/2024 00:30:00,23.16,-32.81,7.57,
8579,08/12/2024 00:40:00,23.16,-32.70,7.57,
8580,08/12/2024 00:50:00,23.16,-33.24,7.58,
8581,08/12/2024 01:00:00,23.16,-33.02,7.58,
8582,08/12/2024 01:10:00,23.16,-32.92,7.57,
8583,08/12/2024 01:20:00,23.16,-33.09,7.58,
8584,08/12/2024 01:30:00,23.16,-33.17,7.58,
8585,08/12/2024 01:40:00,23.16,-33.39,7.58,
8586,08/12/2024 01:50:00,23.14,-33.33,7.58,
8587,08/12/2024 02:00:00,23.14,-33.22,7.58,
8588,08/12/2024 02:10:00,23.14,-33.36,7.58,
8589,08/12/2024 02:20:00,23.14,-32.92,7.57,
8590,08/12/2024 02:30:00,23.14,-32.94,7.58,
8591,08/12/2024 02:40:00,23.14,-32.61,7.57,
8592,08/12/2024 02:50:00,23.14,-32.99,7.58,
8593,08/12/2024 03:00:00,23.14,-32.89,7.57,
8594,08/12/2024 03:10:00,23.14,-32.81,7.57,
8595,08/12/2024 03:20:00,23.14,-32.24,7.56,
8596,08/12/2024 03:30:00,23.14,-33.14,7.58,
8597,08/12/2024 03:40:00,23.14,-33.20,7.58,
8598,08/12/2024 03:50:00,23.11,-33.36,7.58,
8599,08/12/2024 04:00:00,23.11,-32.78,7.57,
8600,08/12/2024 04:10:00,23.11,-33.24,7.58,
8601,08/12/2024 04:20:00,23.11,-33.11,7.58,
8602,08/12/2024 04:30:00,23.11,-32.95,7.58,
8603,08/12/2024 04:40:00,23.11,-33.22,7.58,
8604,08/12/2024 04:50:00,23.11,-32.99,7.58,
8605,08/12/2024 05:00:00,23.11,-33.09,7.58,
8606,08/12/2024 05:10:00,23.11,-33.11,7.58,
8607,08/12/2024 05:20:00,23.11,-32.83,7.57,
8608,08/12/2024 05:30:00,23.11,-33.14,7.58,
8609,08/12/2024 05:40:00,23.11,-32.56,7.57,
8610,08/12/2024 05:50:00,23.11,-32.64,7.57,
8611,08/12/2024 06:00:00,23.11,-32.44,7.57,
8612,08/12/2024 06:10:00,23.11,-32.67,7.57,
8613,08/12/2024 06:20:00,23.11,-32.64,7.57,
8614,08/12/2024 06:30:00,23.11,-33.03,7.58,
8615,08/12/2024 06:40:00,23.11,-33.74,7.59,
8616,08/12/2024 06:50:00,23.11,-35.16,7.62,
8617,08/12/2024 07:00:00,23.11,-35.66,7.63,
8618,08/12/2024 07:10:00,23.11,-35.52,7.62,
8619,08/12/2024 07:20:00,23.11,-36.69,7.65,
8620,08/12/2024 07:30:00,23.11,-39.22,7.70,
8621,08/12/2024 07:40:00,23.14,-41.95,7.75,
8622,08/12/2024 07:50:00,23.14,-41.38,7.74,
8623,08/12/2024 08:00:00,23.14,-41.49,7.74,
