Date	Time	Temp (°C) c:1	mV (mv) c:2	pH c:4	Water Detect	Button Down	Button Up	Host Connected	End Of File
23-10-22	02:40:00	25.84	-27.34	7.46					
23-10-22	02:50:00	25.82	-27.63	7.47					
23-10-22	03:00:00	25.79	-27.39	7.46					
23-10-22	03:10:00	25.79	-27.38	7.46					
23-10-22	03:20:00	25.79	-27.20	7.46					
23-10-22	03:30:00	25.77	-27.19	7.46					
23-10-22	03:40:00	25.77	-27.20	7.46					
23-10-22	03:50:00	25.74	-27.22	7.46					
23-10-22	04:00:00	25.74	-27.09	7.46					
23-10-22	04:10:00	25.72	-27.17	7.46					
23-10-22	04:20:00	25.70	-27.22	7.46					
23-10-22	04:30:00	25.70	-26.91	7.45					
23-10-22	04:40:00	25.67	-26.77	7.45					
23-10-22	04:50:00	25.67	-26.89	7.45					
23-10-22	05:00:00	25.65	-26.59	7.45					
23-10-22	05:10:00	25.65	-26.50	7.45					
23-10-22	05:20:00	25.62	-26.64	7.45					
23-10-22	05:30:00	25.62	-26.34	7.44					
23-10-22	05:40:00	25.62	-26.44	7.45					
23-10-22	05:50:00	25.60	-26.49	7.45					
23-10-22	06:00:00	25.60	-26.25	7.44					
23-10-22	06:10:00	25.60	-26.14	7.44					
23-10-22	06:20:00	25.57	-26.06	7.44					
23-10-22	06:30:00	25.57	-25.89	7.44					
23-10-22	06:40:00	25.57	-25.91	7.44					
23-10-22	06:50:00	25.55	-25.80	7.44					
23-10-22	07:00:00	25.55	-25.84	7.44					
23-10-22	07:10:00	25.55	-25.99	7.44					
23-10-22	07:20:00	25.53	-25.34	7.43					
23-10-22	07:30:00	25.53	-25.31	7.43					
23-10-22	07:40:00	25.53	-25.25	7.43					
23-10-22	07:50:00	25.53	-25.44	7.43					
23-10-22	08:00:00	25.50	-25.33	7.43					
23-10-22	08:10:00	25.53	-25.30	7.43					
23-10-22	08:20:00	25.53	-25.38	7.43					
23-10-22	08:30:00	25.53	-25.28	7.43					
23-10-22	08:40:00	25.53	-25.24	7.43					
23-10-22	08:50:00	25.53	-25.20	7.43					
23-10-22	09:00:00	25.50	-25.41	7.43					
23-10-22	09:10:00	25.53	-25.75	7.43					
23-10-22	09:20:00	25.53	-25.70	7.43					
23-10-22	09:30:00	25.53	-25.67	7.43					
23-10-22	09:40:00	25.53	-25.83	7.44					
23-10-22	09:50:00	25.55	-26.11	7.44					
23-10-22	10:00:00	25.55	-26.19	7.44					
23-10-22	10:10:00	25.57	-26.08	7.44					
23-10-22	10:20:00	25.60	-26.75	7.45					
23-10-22	10:30:00	25.67	-26.58	7.45					
23-10-22	10:40:00	25.70	-26.86	7.45					
23-10-22	10:50:00	25.77	-27.49	7.46					
23-10-22	11:00:00	25.84	-27.80	7.47					
23-10-22	11:10:00	25.89	-28.64	7.48					
23-10-22	11:20:00	25.91	-28.36	7.48					
23-10-22	11:30:00	25.99	-29.56	7.50					
23-10-22	11:40:00	26.01	-29.58	7.50					
23-10-22	11:50:00	26.04	-29.77	7.50					
23-10-22	12:00:00	26.04	-30.00	7.51					
23-10-22	12:10:00	26.06	-30.28	7.51					
23-10-22	12:20:00	26.08	-30.83	7.52					
23-10-22	12:30:00	26.08	-30.78	7.52					
23-10-22	12:40:00	26.13	-31.38	7.53					
23-10-22	12:50:00	26.16	-32.14	7.54					
23-10-22	13:00:00	26.21	-32.58	7.55					
23-10-22	13:10:00	26.18	-32.50	7.55					
23-10-22	13:20:00	26.21	-32.72	7.55					
23-10-22	13:30:00	26.23	-34.27	7.58					
23-10-22	13:40:00	26.26	-33.50	7.56					
23-10-22	13:50:00	26.30	-34.88	7.59					
23-10-22	14:00:00	26.30	-34.39	7.58					
23-10-22	14:10:00	26.35	-34.58	7.58					
23-10-22	14:20:00	26.26	-35.78	7.60					
23-10-22	14:30:00	26.26	-34.59	7.58					
23-10-22	14:40:00	26.26	-34.77	7.59					
23-10-22	14:50:00	26.28	-35.39	7.60					
23-10-22	15:00:00	26.26	-34.19	7.58					
23-10-22	15:10:00	26.26	-35.53	7.60					
23-10-22	15:20:00	26.28	-34.56	7.58					
23-10-22	15:30:00	26.26	-33.63	7.57					
23-10-22	15:40:00	26.23	-33.67	7.57					
23-10-22	15:50:00	26.26	-35.41	7.60					
23-10-22	16:00:00	26.26	-35.25	7.59					
23-10-22	16:10:00	26.26	-35.75	7.60					
23-10-22	16:20:00	26.23	-36.31	7.61					
23-10-22	16:30:00	26.23	-35.05	7.59					
23-10-22	16:40:00	26.23	-36.78	7.62					
23-10-22	16:50:00	26.21	-36.67	7.62					
23-10-22	17:00:00	26.21	-36.33	7.61					
23-10-22	17:10:00	26.18	-34.45	7.58					
23-10-22	17:20:00	26.18	-35.39	7.60					
23-10-22	17:30:00	26.16	-35.03	7.59					
23-10-22	17:40:00	26.16	-34.41	7.58					
23-10-22	17:50:00	26.16	-34.64	7.58					
23-10-22	18:00:00	26.16	-34.49	7.58					
23-10-22	18:10:00	26.16	-34.45	7.58					
23-10-22	18:20:00	26.13	-33.33	7.56					
23-10-22	18:30:00	26.13	-32.61	7.55					
23-10-22	18:40:00	26.11	-32.58	7.55					
23-10-22	18:50:00	26.11	-32.44	7.55					
23-10-22	19:00:00	26.08	-32.09	7.54					
23-10-22	19:10:00	26.08	-32.03	7.54					
23-10-22	19:20:00	26.06	-31.59	7.53					
23-10-22	19:30:00	26.06	-31.61	7.53					
23-10-22	19:40:00	26.04	-32.30	7.54					
23-10-22	19:50:00	26.01	-31.91	7.54					
23-10-22	20:00:00	25.99	-31.41	7.53					
23-10-22	20:10:00	25.99	-31.94	7.54					
23-10-22	20:20:00	25.96	-31.55	7.53					
23-10-22	20:30:00	25.94	-31.33	7.53					
23-10-22	20:40:00	25.91	-31.25	7.53					
23-10-22	20:50:00	25.91	-30.92	7.52					
23-10-22	21:00:00	25.89	-31.42	7.53					
23-10-22	21:10:00	25.87	-31.03	7.52					
23-10-22	21:20:00	25.84	-30.58	7.52					
23-10-22	21:30:00	25.82	-30.88	7.52					
23-10-22	21:40:00	25.79	-30.49	7.51					
23-10-22	21:50:00	25.77	-30.38	7.51					
23-10-22	22:00:00	25.74	-30.47	7.51					
23-10-22	22:10:00	25.74	-30.33	7.51					
23-10-22	22:20:00	25.72	-30.58	7.52					
23-10-22	22:30:00	25.70	-30.59	7.52					
23-10-22	22:40:00	25.70	-30.44	7.51					
23-10-22	22:50:00	25.67	-30.17	7.51					
23-10-22	23:00:00	25.67	-30.19	7.51					
23-10-22	23:10:00	25.65	-29.58	7.50					
23-10-22	23:20:00	25.62	-30.17	7.51					
23-10-22	23:30:00	25.60	-29.61	7.50					
23-10-22	23:40:00	25.60	-29.50	7.50					
23-10-22	23:50:00	25.57	-29.28	7.49					
24-10-22	00:00:00	25.57	-28.92	7.49					
24-10-22	00:10:00	25.55	-28.88	7.49					
24-10-22	00:20:00	25.55	-29.13	7.49					
24-10-22	00:30:00	25.53	-28.78	7.49					
24-10-22	00:40:00	25.53	-29.05	7.49					
24-10-22	00:50:00	25.50	-29.41	7.50					
24-10-22	01:00:00	25.50	-29.11	7.49					
24-10-22	01:10:00	25.48	-28.94	7.49					
24-10-22	01:20:00	25.48	-28.97	7.49					
24-10-22	01:30:00	25.45	-28.74	7.48					
24-10-22	01:40:00	25.45	-28.86	7.49					
24-10-22	01:50:00	25.45	-28.80	7.49					
24-10-22	02:00:00	25.43	-28.59	7.48					
24-10-22	02:10:00	25.43	-28.94	7.49					
24-10-22	02:20:00	25.43	-28.11	7.47					
24-10-22	02:30:00	25.43	-28.39	7.48					
24-10-22	02:40:00	25.40	-28.05	7.47					
24-10-22	02:50:00	25.40	-27.81	7.47					
24-10-22	03:00:00	25.38	-27.42	7.46					
24-10-22	03:10:00	25.38	-27.27	7.46					
24-10-22	03:20:00	25.38	-27.41	7.46					
24-10-22	03:30:00	25.36	-27.05	7.46					
24-10-22	03:40:00	25.36	-26.58	7.45					
24-10-22	03:50:00	25.33	-26.59	7.45					
24-10-22	04:00:00	25.33	-26.41	7.45					
24-10-22	04:10:00	25.31	-26.41	7.45					
24-10-22	04:20:00	25.31	-26.45	7.45					
24-10-22	04:30:00	25.31	-26.45	7.45					
24-10-22	04:40:00	25.31	-26.19	7.44					
24-10-22	04:50:00	25.31	-26.25	7.44					
24-10-22	05:00:00	25.31	-26.30	7.44					
24-10-22	05:10:00	25.28	-26.44	7.45					
24-10-22	05:20:00	25.26	-26.16	7.44					
24-10-22	05:30:00	25.26	-25.84	7.44					
24-10-22	05:40:00	25.23	-25.63	7.43					
24-10-22	05:50:00	25.23	-30.89	7.52					
24-10-22	06:00:00	25.21	-29.00	7.49					
24-10-22	06:10:00	25.21	-27.17	7.46					
24-10-22	06:20:00	25.21	-27.00	7.46					
24-10-22	06:30:00	25.19	-26.69	7.45					
24-10-22	06:40:00	25.19	-26.05	7.44					
24-10-22	06:50:00	25.16	-25.72	7.43					
24-10-22	07:00:00	25.16	-25.38	7.43					
24-10-22	07:10:00	25.16	-25.11	7.42					
24-10-22	07:20:00	25.16	-24.83	7.42					
24-10-22	07:30:00	25.16	-24.66	7.42					
24-10-22	07:40:00	25.16	-24.44	7.41					
24-10-22	07:50:00	25.16	-24.59	7.42					
24-10-22	08:00:00	25.16	-24.49	7.41					
24-10-22	08:10:00	25.16	-24.52	7.41					
24-10-22	08:20:00	25.16	-24.95	7.42					
24-10-22	08:30:00	25.16	-24.58	7.42					
24-10-22	08:40:00	25.21	-24.45	7.41					
24-10-22	08:50:00	25.23	-26.27	7.44					
24-10-22	09:00:00	25.28	-25.77	7.44					
24-10-22	09:10:00	25.31	-26.14	7.44					
24-10-22	09:20:00	25.33	-26.24	7.44					
24-10-22	09:30:00	25.38	-26.31	7.44					
24-10-22	09:40:00	25.43	-26.45	7.45					
24-10-22	09:50:00	25.48	-26.14	7.44					
24-10-22	10:00:00	25.53	-26.81	7.45					
24-10-22	10:10:00	25.60	-26.97	7.45					
24-10-22	10:20:00	25.65	-27.33	7.46					
24-10-22	10:30:00	25.70	-27.78	7.47					
24-10-22	10:40:00	25.72	-28.34	7.48					
24-10-22	10:50:00	25.74	-28.92	7.49					
24-10-22	11:00:00	25.82	-28.92	7.49					
24-10-22	11:10:00	25.89	-29.13	7.49					
24-10-22	11:20:00	25.91	-29.36	7.49					
24-10-22	11:30:00	25.94	-29.25	7.49					
24-10-22	11:40:00	25.99	-29.80	7.50					
24-10-22	11:50:00	26.01	-30.59	7.52					
24-10-22	12:00:00	25.99	-29.91	7.50					
24-10-22	12:10:00	26.01	-29.92	7.50					
24-10-22	12:20:00	26.01	-29.70	7.50					
24-10-22	12:30:00	26.01	-29.66	7.50					
24-10-22	12:40:00	26.04	-30.39	7.51					
24-10-22	12:50:00	26.06	-31.24	7.53					
24-10-22	13:00:00	26.08	-31.22	7.53					
24-10-22	13:10:00	26.08	-31.17	7.52					
24-10-22	13:20:00	26.23	-31.53	7.53					
24-10-22	13:30:00	26.30	-31.89	7.54					
24-10-22	13:40:00	26.35	-33.42	7.56					
24-10-22	13:50:00	26.26	-33.94	7.57					
24-10-22	14:00:00	26.26	-33.49	7.56					
24-10-22	14:10:00	26.21	-33.74	7.57					
24-10-22	14:20:00	26.16	-33.42	7.56					
24-10-22	14:30:00	26.16	-33.28	7.56					
24-10-22	14:40:00	26.13	-33.63	7.57					
24-10-22	14:50:00	26.13	-33.00	7.56					
24-10-22	15:00:00	26.13	-33.56	7.57					
24-10-22	15:10:00	26.13	-34.00	7.57					
24-10-22	15:20:00	26.13	-34.47	7.58					
24-10-22	15:30:00	26.13	-35.41	7.60					
24-10-22	15:40:00	26.16	-36.31	7.61					
24-10-22	15:50:00	26.16	-36.64	7.62					
24-10-22	16:00:00	26.13	-36.31	7.61					
24-10-22	16:10:00	26.13	-35.84	7.60					
24-10-22	16:20:00	26.13	-36.41	7.61					
24-10-22	16:30:00	26.13	-35.94	7.61					
24-10-22	16:40:00	26.16	-35.59	7.60					
24-10-22	16:50:00	26.16	-35.58	7.60					
24-10-22	17:00:00	26.13	-35.00	7.59					
24-10-22	17:10:00	26.11	-35.08	7.59					
24-10-22	17:20:00	26.13	-36.03	7.61					
24-10-22	17:30:00	26.11	-35.06	7.59					
24-10-22	17:40:00	26.11	-35.45	7.60					
24-10-22	17:50:00	26.11	-35.08	7.59					
24-10-22	18:00:00	26.11	-34.97	7.59					
24-10-22	18:10:00	26.08	-34.84	7.59					
24-10-22	18:20:00	26.08	-35.03	7.59					
24-10-22	18:30:00	26.08	-34.88	7.59					
24-10-22	18:40:00	26.06	-35.02	7.59					
24-10-22	18:50:00	26.06	-35.02	7.59					
24-10-22	19:00:00	26.04	-34.24	7.58					
24-10-22	19:10:00	26.01	-34.14	7.58					
24-10-22	19:20:00	26.01	-34.42	7.58					
24-10-22	19:30:00	25.99	-32.81	7.55					
24-10-22	19:40:00	25.99	-33.45	7.56					
24-10-22	19:50:00	25.96	-34.00	7.57					
24-10-22	20:00:00	25.96	-32.86	7.55					
24-10-22	20:10:00	25.94	-33.00	7.56					
24-10-22	20:20:00	25.91	-32.84	7.55					
24-10-22	20:30:00	25.91	-32.31	7.54					
24-10-22	20:40:00	25.89	-31.86	7.54					
24-10-22	20:50:00	25.87	-32.14	7.54					
24-10-22	21:00:00	25.87	-31.88	7.54					
24-10-22	21:10:00	25.84	-31.33	7.53					
24-10-22	21:20:00	25.84	-31.39	7.53					
24-10-22	21:30:00	25.82	-31.52	7.53					
24-10-22	21:40:00	25.79	-34.39	7.58					
24-10-22	21:50:00	25.77	-33.03	7.56					
24-10-22	22:00:00	25.77	-32.42	7.55					
24-10-22	22:10:00	25.74	-31.88	7.54					
24-10-22	22:20:00	25.72	-31.61	7.53					
24-10-22	22:30:00	25.72	-30.99	7.52					
24-10-22	22:40:00	25.70	-30.74	7.52					
24-10-22	22:50:00	25.67	-30.80	7.52					
24-10-22	23:00:00	25.65	-30.47	7.51					
24-10-22	23:10:00	25.62	-30.08	7.51					
24-10-22	23:20:00	25.62	-30.24	7.51					
24-10-22	23:30:00	25.60	-30.09	7.51					
24-10-22	23:40:00	25.57	-30.24	7.51					
24-10-22	23:50:00	25.55	-30.39	7.51					
25-10-22	00:00:00	25.53	-29.77	7.50					
25-10-22	00:10:00	25.53	-30.30	7.51					
25-10-22	00:20:00	25.50	-30.06	7.51					
25-10-22	00:30:00	25.48	-29.55	7.50					
25-10-22	00:40:00	25.48	-29.36	7.50					
25-10-22	00:50:00	25.48	-29.70	7.50					
25-10-22	01:00:00	25.45	-29.80	7.50					
25-10-22	01:10:00	25.45	-29.36	7.50					
25-10-22	01:20:00	25.43	-29.08	7.49					
25-10-22	01:30:00	25.43	-29.80	7.50					
25-10-22	01:40:00	25.40	-29.06	7.49					
25-10-22	01:50:00	25.40	-29.27	7.49					
25-10-22	02:00:00	25.38	-28.89	7.49					
25-10-22	02:10:00	25.38	-29.02	7.49					
25-10-22	02:20:00	25.38	-29.45	7.50					
25-10-22	02:30:00	25.36	-29.08	7.49					
25-10-22	02:40:00	25.36	-29.17	7.49					
25-10-22	02:50:00	25.36	-29.09	7.49					
25-10-22	03:00:00	25.33	-29.11	7.49					
25-10-22	03:10:00	25.33	-29.44	7.50					
25-10-22	03:20:00	25.33	-29.24	7.49					
25-10-22	03:30:00	25.31	-28.81	7.49					
25-10-22	03:40:00	25.31	-28.86	7.49					
25-10-22	03:50:00	25.31	-28.95	7.49					
25-10-22	04:00:00	25.28	-28.77	7.49					
25-10-22	04:10:00	25.28	-28.92	7.49					
25-10-22	04:20:00	25.28	-28.95	7.49					
25-10-22	04:30:00	25.28	-28.97	7.49					
25-10-22	04:40:00	25.28	-29.00	7.49					
25-10-22	04:50:00	25.26	-28.99	7.49					
25-10-22	05:00:00	25.26	-28.70	7.48					
25-10-22	05:10:00	25.26	-28.75	7.49					
25-10-22	05:20:00	25.23	-28.69	7.48					
25-10-22	05:30:00	25.23	-28.67	7.48					
25-10-22	05:40:00	25.21	-28.63	7.48					
25-10-22	05:50:00	25.21	-28.67	7.48					
25-10-22	06:00:00	25.21	-28.53	7.48					
25-10-22	06:10:00	25.19	-28.56	7.48					
25-10-22	06:20:00	25.19	-28.27	7.48					
25-10-22	06:30:00	25.19	-28.16	7.48					
25-10-22	06:40:00	25.16	-28.24	7.48					
25-10-22	06:50:00	25.16	-28.16	7.48					
25-10-22	07:00:00	25.14	-27.95	7.47					
25-10-22	07:10:00	25.14	-27.70	7.47					
25-10-22	07:20:00	25.11	-27.84	7.47					
25-10-22	07:30:00	25.11	-27.42	7.46					
25-10-22	07:40:00	25.11	-27.64	7.47					
25-10-22	07:50:00	25.11	-27.44	7.46					
25-10-22	08:00:00	25.11	-27.41	7.46					
25-10-22	08:10:00	25.11	-27.13	7.46					
25-10-22	08:20:00	25.14	-27.17	7.46					
25-10-22	08:30:00	25.19	-27.45	7.46					
25-10-22	08:40:00	25.21	-27.44	7.46					
25-10-22	08:50:00	25.26	-27.75	7.47					
25-10-22	09:00:00	25.31	-28.08	7.47					
25-10-22	09:10:00	25.33	-27.45	7.46					
25-10-22	09:20:00	25.38	-27.88	7.47					
25-10-22	09:30:00	25.43	-27.34	7.46					
25-10-22	09:40:00	25.45	-28.41	7.48					
25-10-22	09:50:00	25.53	-28.72	7.48					
25-10-22	10:00:00	25.57	-28.56	7.48					
25-10-22	10:10:00	25.62	-28.49	7.48					
25-10-22	10:20:00	25.65	-28.22	7.48					
25-10-22	10:30:00	25.70	-29.22	7.49					
25-10-22	10:40:00	25.77	-29.81	7.50					
25-10-22	10:50:00	25.79	-29.42	7.50					
25-10-22	11:00:00	25.84	-29.86	7.50					
25-10-22	11:10:00	25.89	-30.16	7.51					
25-10-22	11:20:00	25.94	-29.86	7.50					
25-10-22	11:30:00	25.96	-29.63	7.50					
25-10-22	11:40:00	25.96	-30.05	7.51					
25-10-22	11:50:00	26.01	-30.33	7.51					
25-10-22	12:00:00	26.04	-30.84	7.52					
25-10-22	12:10:00	26.01	-31.13	7.52					
25-10-22	12:20:00	26.04	-31.63	7.53					
25-10-22	12:30:00	26.01	-31.78	7.54					
25-10-22	12:40:00	26.06	-32.67	7.55					
25-10-22	12:50:00	26.08	-33.69	7.57					
25-10-22	13:00:00	26.11	-33.27	7.56					
25-10-22	13:10:00	26.13	-33.49	7.56					
25-10-22	13:20:00	26.16	-34.11	7.57					
25-10-22	13:30:00	26.33	-33.14	7.56					
25-10-22	13:40:00	26.38	-33.64	7.57					
25-10-22	13:50:00	26.28	-33.38	7.56					
25-10-22	14:00:00	26.23	-33.88	7.57					
25-10-22	14:10:00	26.23	-34.97	7.59					
25-10-22	14:20:00	26.21	-36.16	7.61					
25-10-22	14:30:00	26.21	-35.97	7.61					
25-10-22	14:40:00	26.21	-35.67	7.60					
25-10-22	14:50:00	26.23	-38.42	7.65					
25-10-22	15:00:00	26.21	-37.09	7.62					
25-10-22	15:10:00	26.23	-38.67	7.65					
25-10-22	15:20:00	26.21	-38.88	7.65					
25-10-22	15:30:00	26.21	-37.42	7.63					
25-10-22	15:40:00	26.21	-37.75	7.64					
25-10-22	15:50:00	26.21	-37.13	7.62					
25-10-22	16:00:00	26.18	-36.69	7.62					
25-10-22	16:10:00	26.21	-37.88	7.64					
25-10-22	16:20:00	26.18	-38.13	7.64					
25-10-22	16:30:00	26.18	-38.50	7.65					
25-10-22	16:40:00	26.16	-38.34	7.65					
25-10-22	16:50:00	26.16	-38.31	7.65					
25-10-22	17:00:00	26.16	-38.36	7.65					
25-10-22	17:10:00	26.13	-38.00	7.64					
25-10-22	17:20:00	26.13	-37.66	7.63					
25-10-22	17:30:00	26.13	-38.22	7.64					
25-10-22	17:40:00	26.11	-37.94	7.64					
25-10-22	17:50:00	26.11	-38.27	7.64					
25-10-22	18:00:00	26.11	-37.81	7.64					
25-10-22	18:10:00	26.08	-37.89	7.64					
25-10-22	18:20:00	26.06	-37.66	7.63					
25-10-22	18:30:00	26.06	-37.84	7.64					
25-10-22	18:40:00	26.04	-37.74	7.64					
25-10-22	18:50:00	26.04	-37.09	7.62					
25-10-22	19:00:00	26.01	-37.20	7.63					
25-10-22	19:10:00	26.01	-36.89	7.62					
25-10-22	19:20:00	25.99	-36.34	7.61					
25-10-22	19:30:00	25.99	-35.89	7.60					
25-10-22	19:40:00	25.96	-36.24	7.61					
25-10-22	19:50:00	25.96	-35.95	7.61					
25-10-22	20:00:00	25.94	-35.78	7.60					
25-10-22	20:10:00	25.91	-35.74	7.60					
25-10-22	20:20:00	25.91	-35.27	7.59					
25-10-22	20:30:00	25.89	-34.94	7.59					
25-10-22	20:40:00	25.89	-34.95	7.59					
25-10-22	20:50:00	25.87	-34.42	7.58					
25-10-22	21:00:00	25.84	-34.67	7.58					
25-10-22	21:10:00	25.84	-34.16	7.58					
25-10-22	21:20:00	25.82	-34.14	7.58					
25-10-22	21:30:00	25.82	-34.33	7.58					
25-10-22	21:40:00	25.79	-34.42	7.58					
25-10-22	21:50:00	25.77	-34.11	7.58					
25-10-22	22:00:00	25.77	-34.02	7.57					
25-10-22	22:10:00	25.74	-33.52	7.57					
25-10-22	22:20:00	25.74	-33.59	7.57					
25-10-22	22:30:00	25.74	-33.33	7.56					
25-10-22	22:40:00	25.72	-33.20	7.56					
25-10-22	22:50:00	25.70	-33.27	7.56					
25-10-22	23:00:00	25.70	-32.89	7.55					
25-10-22	23:10:00	25.70	-33.08	7.56					
25-10-22	23:20:00	25.70	-33.06	7.56					
25-10-22	23:30:00	25.67	-32.77	7.55					
25-10-22	23:40:00	25.67	-32.72	7.55					
25-10-22	23:50:00	25.65	-32.81	7.55					
26-10-22	00:00:00	25.67	-32.77	7.55					
26-10-22	00:10:00	25.65	-32.59	7.55					
26-10-22	00:20:00	25.62	-32.50	7.55					
26-10-22	00:30:00	25.62	-32.42	7.55					
26-10-22	00:40:00	25.60	-32.59	7.55					
26-10-22	00:50:00	25.60	-32.69	7.55					
26-10-22	01:00:00	25.60	-32.74	7.55					
26-10-22	01:10:00	25.57	-32.27	7.54					
26-10-22	01:20:00	25.57	-32.00	7.54					
26-10-22	01:30:00	25.57	-31.91	7.54					
26-10-22	01:40:00	25.55	-31.81	7.54					
26-10-22	01:50:00	25.55	-31.66	7.53					
26-10-22	02:00:00	25.53	-31.63	7.53					
26-10-22	02:10:00	25.53	-31.45	7.53					
26-10-22	02:20:00	25.53	-31.30	7.53					
26-10-22	02:30:00	25.50	-31.03	7.52					
26-10-22	02:40:00	25.50	-31.19	7.53					
26-10-22	02:50:00	25.50	-31.28	7.53					
26-10-22	03:00:00	25.48	-31.25	7.53					
26-10-22	03:10:00	25.48	-30.83	7.52					
26-10-22	03:20:00	25.48	-30.86	7.52					
26-10-22	03:30:00	25.45	-30.66	7.52					
26-10-22	03:40:00	25.45	-30.47	7.51					
26-10-22	03:50:00	25.45	-30.55	7.52					
26-10-22	04:00:00	25.43	-30.42	7.51					
26-10-22	04:10:00	25.43	-30.52	7.52					
26-10-22	04:20:00	25.43	-30.47	7.51					
26-10-22	04:30:00	25.40	-30.49	7.51					
26-10-22	04:40:00	25.40	-30.19	7.51					
26-10-22	04:50:00	25.38	-30.25	7.51					
26-10-22	05:00:00	25.38	-30.28	7.51					
26-10-22	05:10:00	25.38	-30.16	7.51					
26-10-22	05:20:00	25.38	-30.20	7.51					
26-10-22	05:30:00	25.36	-29.81	7.50					
26-10-22	05:40:00	25.36	-29.56	7.50					
26-10-22	05:50:00	25.36	-29.78	7.50					
26-10-22	06:00:00	25.33	-29.52	7.50					
26-10-22	06:10:00	25.33	-29.41	7.50					
26-10-22	06:20:00	25.33	-29.64	7.50					
26-10-22	06:30:00	25.31	-29.41	7.50					
26-10-22	06:40:00	25.28	-29.17	7.49					
26-10-22	06:50:00	25.26	-28.84	7.49					
26-10-22	07:00:00	25.28	-28.49	7.48					
26-10-22	07:10:00	25.26	-28.52	7.48					
26-10-22	07:20:00	25.26	-28.70	7.48					
26-10-22	07:30:00	25.26	-28.34	7.48					
26-10-22	07:40:00	25.26	-27.97	7.47					
26-10-22	07:50:00	25.26	-27.99	7.47					
26-10-22	08:00:00	25.26	-27.84	7.47					
26-10-22	08:10:00	25.23	-27.97	7.47					
26-10-22	08:20:00	25.23	-27.89	7.47					
26-10-22	08:30:00	25.23	-27.95	7.47					
26-10-22	08:40:00	25.26	-28.13	7.47					
26-10-22	08:50:00	25.26	-28.09	7.47					
26-10-22	09:00:00	25.26	-27.86	7.47					
26-10-22	09:10:00	25.26	-27.95	7.47					
26-10-22	09:20:00	25.26	-27.74	7.47					
26-10-22	09:30:00	25.26	-27.55	7.47					
26-10-22	09:40:00	25.28	-27.64	7.47					
26-10-22	09:50:00	25.28	-28.06	7.47					
26-10-22	10:00:00	25.31	-28.39	7.48					
26-10-22	10:10:00	25.31	-28.83	7.49					
26-10-22	10:20:00	25.31	-28.83	7.49					
26-10-22	10:30:00	25.36	-29.03	7.49					
26-10-22	10:40:00	25.36	-28.92	7.49					
26-10-22	10:50:00	25.40	-30.41	7.51					
26-10-22	11:00:00	25.45	-30.45	7.51					
26-10-22	11:10:00	25.48	-30.91	7.52					
26-10-22	11:20:00	25.50	-31.08	7.52					
26-10-22	11:30:00	25.53	-31.50	7.53					
26-10-22	11:40:00	25.55	-32.72	7.55					
26-10-22	11:50:00	25.60	-33.81	7.57					
26-10-22	12:00:00	25.62	-33.72	7.57					
26-10-22	12:10:00	25.65	-33.83	7.57					
26-10-22	12:20:00	25.65	-33.75	7.57					
26-10-22	12:30:00	25.67	-34.81	7.59					
26-10-22	12:40:00	25.67	-33.88	7.57					
26-10-22	12:50:00	25.70	-34.97	7.59					
26-10-22	13:00:00	25.70	-34.64	7.58					
26-10-22	13:10:00	25.74	-35.95	7.61					
26-10-22	13:20:00	25.82	-37.16	7.63					
26-10-22	13:30:00	25.84	-36.16	7.61					
26-10-22	13:40:00	25.89	-35.55	7.60					
26-10-22	13:50:00	25.91	-35.59	7.60					
26-10-22	14:00:00	25.94	-35.94	7.61					
26-10-22	14:10:00	25.89	-36.00	7.61					
26-10-22	14:20:00	25.87	-36.64	7.62					
26-10-22	14:30:00	25.87	-36.77	7.62					
26-10-22	14:40:00	25.89	-38.16	7.64					
26-10-22	14:50:00	25.89	-39.22	7.66					
26-10-22	15:00:00	25.89	-39.41	7.66					
26-10-22	15:10:00	25.91	-39.99	7.67					
26-10-22	15:20:00	25.91	-40.14	7.68					
26-10-22	15:30:00	25.91	-39.56	7.67					
26-10-22	15:40:00	25.91	-39.67	7.67					
26-10-22	15:50:00	25.91	-39.66	7.67					
26-10-22	16:00:00	25.91	-39.56	7.67					
26-10-22	16:10:00	25.91	-39.66	7.67					
26-10-22	16:20:00	25.94	-39.67	7.67					
26-10-22	16:30:00	25.94	-39.99	7.67					
26-10-22	16:40:00	25.94	-39.99	7.67					
26-10-22	16:50:00	25.94	-39.72	7.67					
26-10-22	17:00:00	25.94	-39.80	7.67					
26-10-22	17:10:00	25.94	-39.53	7.67					
26-10-22	17:20:00	25.94	-40.11	7.68					
26-10-22	17:30:00	25.94	-39.24	7.66					
26-10-22	17:40:00	25.94	-39.39	7.66					
26-10-22	17:50:00	25.94	-39.75	7.67					
26-10-22	18:00:00	25.94	-39.80	7.67					
26-10-22	18:10:00	25.94	-39.42	7.66					
26-10-22	18:20:00	25.94	-39.69	7.67					
26-10-22	18:30:00	25.94	-39.25	7.66					
26-10-22	18:40:00	25.91	-39.00	7.66					
26-10-22	18:50:00	25.91	-38.31	7.65					
26-10-22	19:00:00	25.91	-38.38	7.65					
26-10-22	19:10:00	25.89	-37.84	7.64					
26-10-22	19:20:00	25.89	-38.03	7.64					
26-10-22	19:30:00	25.89	-37.45	7.63					
26-10-22	19:40:00	25.87	-37.72	7.64					
26-10-22	19:50:00	25.87	-37.31	7.63					
