#,Date-Time (HST),Ch:1 - Temperature   (°C),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
3823,02/27/2024 14:00:00,22.94,-44.97,7.90,,,,,
3824,02/27/2024 14:10:00,22.97,-45.25,7.91,,,,,
3825,02/27/2024 14:20:00,22.92,-45.05,7.90,,,,,
3826,02/27/2024 14:30:00,23.02,-46.10,7.92,,,,,
3827,02/27/2024 14:40:00,23.06,-47.02,7.94,,,,,
3828,02/27/2024 14:50:00,22.97,-46.44,7.93,,,,,
3829,02/27/2024 15:00:00,22.90,-45.06,7.91,,,,,
3830,02/27/2024 15:10:00,22.87,-44.80,7.90,,,,,
3831,02/27/2024 15:20:00,22.90,-44.91,7.90,,,,,
3832,02/27/2024 15:30:00,22.94,-45.44,7.91,,,,,
3833,02/27/2024 15:40:00,22.92,-44.53,7.90,,,,,
3834,02/27/2024 15:50:00,22.97,-44.56,7.90,,,,,
3835,02/27/2024 16:00:00,22.97,-44.83,7.90,,,,,
3836,02/27/2024 16:10:00,22.97,-45.19,7.91,,,,,
3837,02/27/2024 16:20:00,22.97,-44.78,7.90,,,,,
3838,02/27/2024 16:30:00,22.97,-44.67,7.90,,,,,
3839,02/27/2024 16:40:00,22.97,-45.16,7.91,,,,,
3840,02/27/2024 16:50:00,22.99,-45.80,7.92,,,,,
3841,02/27/2024 17:00:00,23.02,-47.11,7.94,,,,,
3842,02/27/2024 17:10:00,23.02,-47.50,7.95,,,,,
3843,02/27/2024 17:20:00,23.02,-48.14,7.96,,,,,
3844,02/27/2024 17:30:00,23.04,-47.24,7.94,,,,,
3845,02/27/2024 17:40:00,23.02,-46.49,7.93,,,,,
3846,02/27/2024 17:50:00,22.99,-46.92,7.94,,,,,
3847,02/27/2024 18:00:00,22.97,-46.35,7.93,,,,,
3848,02/27/2024 18:10:00,22.97,-45.94,7.92,,,,,
3849,02/27/2024 18:20:00,22.94,-45.56,7.91,,,,,
3850,02/27/2024 18:30:00,22.92,-45.24,7.91,,,,,
3851,02/27/2024 18:40:00,22.90,-45.20,7.91,,,,,
3852,02/27/2024 18:50:00,22.87,-43.88,7.88,,,,,
3853,02/27/2024 19:00:00,22.85,-43.41,7.87,,,,,
3854,02/27/2024 19:10:00,22.82,-42.39,7.86,,,,,
3855,02/27/2024 19:20:00,22.80,-42.41,7.86,,,,,
3856,02/27/2024 19:30:00,22.75,-41.92,7.85,,,,,
3857,02/27/2024 19:40:00,22.73,-41.41,7.84,,,,,
3858,02/27/2024 19:50:00,22.68,-40.64,7.82,,,,,
3859,02/27/2024 20:00:00,22.66,-40.49,7.82,,,,,
3860,02/27/2024 20:10:00,22.63,-40.31,7.82,,,,,
3861,02/27/2024 20:20:00,22.61,-39.75,7.81,,,,,
3862,02/27/2024 20:30:00,22.58,-39.00,7.79,,,,,
3863,02/27/2024 20:40:00,22.56,-38.22,7.78,,,,,
3864,02/27/2024 20:50:00,22.54,-38.42,7.78,,,,,
3865,02/27/2024 21:00:00,22.51,-37.78,7.77,,,,,
3866,02/27/2024 21:10:00,22.47,-36.99,7.76,,,,,
3867,02/27/2024 21:20:00,22.44,-36.75,7.75,,,,,
3868,02/27/2024 21:30:00,22.39,-36.89,7.75,,,,,
3869,02/27/2024 21:40:00,22.37,-36.58,7.75,,,,,
3870,02/27/2024 21:50:00,22.35,-36.36,7.74,,,,,
3871,02/27/2024 22:00:00,22.30,-35.89,7.74,,,,,
3872,02/27/2024 22:10:00,22.27,-35.78,7.73,,,,,
3873,02/27/2024 22:20:00,22.27,-35.52,7.73,,,,,
3874,02/27/2024 22:30:00,22.25,-35.55,7.73,,,,,
3875,02/27/2024 22:40:00,22.23,-35.42,7.73,,,,,
3876,02/27/2024 22:50:00,22.20,-35.13,7.72,,,,,
3877,02/27/2024 23:00:00,22.18,-34.64,7.71,,,,,
3878,02/27/2024 23:10:00,22.18,-33.95,7.70,,,,,
3879,02/27/2024 23:20:00,22.15,-33.81,7.70,,,,,
3880,02/27/2024 23:30:00,22.13,-33.78,7.70,,,,,
3881,02/27/2024 23:40:00,22.08,-33.61,7.69,,,,,
3882,02/27/2024 23:50:00,22.06,-33.36,7.69,,,,,
3883,02/28/2024 00:00:00,22.03,-33.20,7.69,,,,,
3884,02/28/2024 00:10:00,22.01,-33.20,7.69,,,,,
3885,02/28/2024 00:20:00,21.99,-32.81,7.68,,,,,
3886,02/28/2024 00:30:00,21.96,-32.80,7.68,,,,,
3887,02/28/2024 00:40:00,21.94,-32.45,7.67,,,,,
3888,02/28/2024 00:50:00,21.91,-32.03,7.67,,,,,
3889,02/28/2024 01:00:00,21.91,-31.64,7.66,,,,,
3890,02/28/2024 01:10:00,21.89,-31.42,7.65,,,,,
3891,02/28/2024 01:20:00,21.87,-31.33,7.65,,,,,
3892,02/28/2024 01:30:00,21.84,-31.05,7.65,,,,,
3893,02/28/2024 01:40:00,21.84,-30.75,7.64,,,,,
3894,02/28/2024 01:50:00,21.82,-30.50,7.64,,,,,
3895,02/28/2024 02:00:00,21.80,-30.33,7.63,,,,,
3896,02/28/2024 02:10:00,21.77,-30.05,7.63,,,,,
3897,02/28/2024 02:20:00,21.77,-29.69,7.62,,,,,
3898,02/28/2024 02:30:00,21.75,-29.20,7.61,,,,,
3899,02/28/2024 02:40:00,21.72,-29.24,7.61,,,,,
3900,02/28/2024 02:50:00,21.72,-28.88,7.61,,,,,
3901,02/28/2024 03:00:00,21.70,-28.80,7.61,,,,,
3902,02/28/2024 03:10:00,21.68,-28.88,7.61,,,,,
3903,02/28/2024 03:20:00,21.68,-28.59,7.60,,,,,
3904,02/28/2024 03:30:00,21.65,-28.75,7.60,,,,,
3905,02/28/2024 03:40:00,21.60,-28.58,7.60,,,,,
3906,02/28/2024 03:50:00,21.58,-28.11,7.59,,,,,
3907,02/28/2024 04:00:00,21.58,-28.22,7.59,,,,,
3908,02/28/2024 04:10:00,21.56,-27.94,7.59,,,,,
3909,02/28/2024 04:20:00,21.53,-27.97,7.59,,,,,
3910,02/28/2024 04:30:00,21.53,-27.67,7.58,,,,,
3911,02/28/2024 04:40:00,21.51,-27.66,7.58,,,,,
3912,02/28/2024 04:50:00,21.51,-27.50,7.58,,,,,
3913,02/28/2024 05:00:00,21.49,-27.47,7.58,,,,,
3914,02/28/2024 05:10:00,21.49,-27.41,7.58,,,,,
3915,02/28/2024 05:20:00,21.46,-27.02,7.57,,,,,
3916,02/28/2024 05:30:00,21.46,-26.69,7.57,,,,,
3917,02/28/2024 05:40:00,21.46,-26.44,7.56,,,,,
3918,02/28/2024 05:50:00,21.46,-26.38,7.56,,,,,
3919,02/28/2024 06:00:00,21.46,-26.33,7.56,,,,,
3920,02/28/2024 06:10:00,21.46,-25.97,7.55,,,,,
3921,02/28/2024 06:20:00,21.46,-25.75,7.55,,,,,
3922,02/28/2024 06:30:00,21.46,-25.78,7.55,,,,,
3923,02/28/2024 06:40:00,21.44,-26.02,7.55,,,,,
3924,02/28/2024 06:50:00,21.44,-25.89,7.55,,,,,
3925,02/28/2024 07:00:00,21.44,-25.69,7.55,,,,,
3926,02/28/2024 07:10:00,21.41,-25.70,7.55,,,,,
3927,02/28/2024 07:20:00,21.41,-25.64,7.55,,,,,
3928,02/28/2024 07:30:00,21.41,-25.49,7.54,,,,,
3929,02/28/2024 07:40:00,21.41,-25.63,7.55,,,,,
3930,02/28/2024 07:50:00,21.41,-25.64,7.55,,,,,
3931,02/28/2024 08:00:00,21.44,-25.88,7.55,,,,,
3932,02/28/2024 08:10:00,21.44,-25.81,7.55,,,,,
3933,02/28/2024 08:20:00,21.44,-25.75,7.55,,,,,
3934,02/28/2024 08:30:00,21.44,-25.70,7.55,,,,,
3935,02/28/2024 08:40:00,21.46,-25.53,7.54,,,,,
3936,02/28/2024 08:50:00,21.49,-26.06,7.55,,,,,
3937,02/28/2024 09:00:00,21.56,-26.83,7.57,,,,,
3938,02/28/2024 09:10:00,21.63,-27.53,7.58,,,,,
3939,02/28/2024 09:20:00,21.70,-28.03,7.59,,,,,
3940,02/28/2024 09:30:00,21.75,-28.39,7.60,,,,,
3941,02/28/2024 09:40:00,21.70,-27.92,7.59,,,,,
3942,02/28/2024 09:50:00,21.75,-28.05,7.59,,,,,
3943,02/28/2024 10:00:00,21.82,-28.64,7.60,,,,,
3944,02/28/2024 10:10:00,21.96,-29.95,7.63,,,,,
3945,02/28/2024 10:20:00,21.94,-30.22,7.63,,,,,
3946,02/28/2024 10:30:00,21.94,-30.56,7.64,,,,,
3947,02/28/2024 10:40:00,21.94,-30.63,7.64,,,,,
3948,02/28/2024 10:50:00,22.15,-31.91,7.66,,,,,
3949,02/28/2024 11:00:00,22.23,-32.41,7.67,,,,,
3950,02/28/2024 11:10:00,22.23,-33.03,7.68,,,,,
3951,02/28/2024 11:20:00,22.27,-33.58,7.69,,,,,
3952,02/28/2024 11:30:00,22.32,-34.45,7.71,,,,,
3953,02/28/2024 11:40:00,22.37,-35.25,7.72,,,,,
3954,02/28/2024 11:50:00,22.42,-35.81,7.73,,,,,
3955,02/28/2024 12:00:00,22.49,-36.91,7.75,,,,,
3956,02/28/2024 12:10:00,22.49,-36.39,7.74,,,,,
3957,02/28/2024 12:20:00,22.54,-37.28,7.76,,,,,
3958,02/28/2024 12:30:00,22.54,-37.59,7.77,,,,,
3959,02/28/2024 12:40:00,22.56,-37.97,7.77,,,,,
3960,02/28/2024 12:50:00,22.58,-38.33,7.78,,,,,
3961,02/28/2024 13:00:00,22.63,-38.75,7.79,,,,,
3962,02/28/2024 13:10:00,22.66,-39.50,7.80,,,,,
3963,02/28/2024 13:20:00,22.70,-40.36,7.82,,,,,
3964,02/28/2024 13:30:00,22.78,-42.36,7.86,,,,,
3965,02/28/2024 13:40:00,22.87,-46.06,7.92,,,,,
3966,02/28/2024 13:50:00,22.90,-46.66,7.93,,,,,
3967,02/28/2024 14:00:00,22.85,-45.85,7.92,,,,,
3968,02/28/2024 14:10:00,22.85,-45.03,7.90,,,,,
3969,02/28/2024 14:20:00,22.85,-45.24,7.91,,,,,
3970,02/28/2024 14:30:00,22.97,-50.45,8.00,,,,,
3971,02/28/2024 14:40:00,23.04,-51.30,8.02,,,,,
3972,02/28/2024 14:50:00,22.99,-49.35,7.98,,,,,
3973,02/28/2024 15:00:00,22.97,-48.95,7.98,,,,,
3974,02/28/2024 15:10:00,22.97,-48.44,7.97,,,,,
3975,02/28/2024 15:20:00,22.97,-48.13,7.96,,,,,
3976,02/28/2024 15:30:00,23.02,-48.80,7.97,,,,,
3977,02/28/2024 15:40:00,23.04,-50.02,8.00,,,,,
3978,02/28/2024 15:50:00,23.06,-50.17,8.00,,,,,
3979,02/28/2024 16:00:00,23.04,-50.27,8.00,,,,,
3980,02/28/2024 16:10:00,23.04,-50.45,8.00,,,,,
3981,02/28/2024 16:20:00,23.06,-50.49,8.01,,,,,
3982,02/28/2024 16:30:00,23.06,-51.39,8.02,,,,,
3983,02/28/2024 16:40:00,23.06,-51.38,8.02,,,,,
3984,02/28/2024 16:50:00,23.09,-50.70,8.01,,,,,
3985,02/28/2024 17:00:00,23.09,-50.00,8.00,,,,,
3986,02/28/2024 17:10:00,23.09,-49.47,7.99,,,,,
3987,02/28/2024 17:20:00,23.09,-49.11,7.98,,,,,
3988,02/28/2024 17:30:00,23.06,-48.95,7.98,,,,,
3989,02/28/2024 17:40:00,23.06,-48.55,7.97,,,,,
3990,02/28/2024 17:50:00,23.04,-48.03,7.96,,,,,
3991,02/28/2024 18:00:00,23.02,-47.86,7.96,,,,,
3992,02/28/2024 18:10:00,22.99,-47.03,7.94,,,,,
3993,02/28/2024 18:20:00,22.97,-47.28,7.95,,,,,
3994,02/28/2024 18:30:00,22.97,-46.27,7.93,,,,,
3995,02/28/2024 18:40:00,22.94,-46.52,7.93,,,,,
3996,02/28/2024 18:50:00,22.94,-46.42,7.93,,,,,
3997,02/28/2024 19:00:00,22.92,-44.95,7.90,,,,,
3998,02/28/2024 19:10:00,22.90,-44.67,7.90,,,,,
3999,02/28/2024 19:20:00,22.85,-43.35,7.87,,,,,
4000,02/28/2024 19:30:00,22.82,-42.61,7.86,,,,,
4001,02/28/2024 19:40:00,22.80,-42.49,7.86,,,,,
4002,02/28/2024 19:50:00,22.78,-43.42,7.87,,,,,
4003,02/28/2024 20:00:00,22.75,-42.69,7.86,,,,,
4004,02/28/2024 20:10:00,22.73,-42.11,7.85,,,,,
4005,02/28/2024 20:20:00,22.70,-42.33,7.85,,,,,
4006,02/28/2024 20:30:00,22.68,-42.11,7.85,,,,,
4007,02/28/2024 20:40:00,22.66,-41.39,7.84,,,,,
4008,02/28/2024 20:50:00,22.63,-40.67,7.82,,,,,
4009,02/28/2024 21:00:00,22.63,-40.91,7.83,,,,,
4010,02/28/2024 21:10:00,22.61,-40.20,7.82,,,,,
4011,02/28/2024 21:20:00,22.58,-40.49,7.82,,,,,
4012,02/28/2024 21:30:00,22.56,-39.86,7.81,,,,,
4013,02/28/2024 21:40:00,22.56,-37.39,7.76,,,,,
4014,02/28/2024 21:50:00,22.54,-36.08,7.74,,,,,
4015,02/28/2024 22:00:00,22.51,-36.13,7.74,,,,,
4016,02/28/2024 22:10:00,22.49,-35.56,7.73,,,,,
4017,02/28/2024 22:20:00,22.49,-35.22,7.72,,,,,
4018,02/28/2024 22:30:00,22.47,-35.16,7.72,,,,,
4019,02/28/2024 22:40:00,22.44,-35.02,7.72,,,,,
4020,02/28/2024 22:50:00,22.42,-35.38,7.73,,,,,
4021,02/28/2024 23:00:00,22.39,-35.13,7.72,,,,,
4022,02/28/2024 23:10:00,22.37,-34.66,7.71,,,,,
4023,02/28/2024 23:20:00,22.35,-34.47,7.71,,,,,
4024,02/28/2024 23:30:00,22.35,-34.31,7.71,,,,,
4025,02/28/2024 23:40:00,22.32,-33.92,7.70,,,,,
4026,02/28/2024 23:50:00,22.30,-33.39,7.69,,,,,
4027,02/29/2024 00:00:00,22.27,-33.08,7.68,,,,,
4028,02/29/2024 00:10:00,22.25,-33.13,7.68,,,,,
4029,02/29/2024 00:20:00,22.25,-32.67,7.68,,,,,
4030,02/29/2024 00:30:00,22.23,-32.78,7.68,,,,,
4031,02/29/2024 00:40:00,22.20,-32.61,7.68,,,,,
4032,02/29/2024 00:50:00,22.18,-32.39,7.67,,,,,
4033,02/29/2024 01:00:00,22.15,-31.89,7.66,,,,,
4034,02/29/2024 01:10:00,22.13,-31.92,7.66,,,,,
4035,02/29/2024 01:20:00,22.13,-31.74,7.66,,,,,
4036,02/29/2024 01:30:00,22.08,-31.52,7.66,,,,,
4037,02/29/2024 01:40:00,22.08,-31.22,7.65,,,,,
4038,02/29/2024 01:50:00,22.06,-30.78,7.64,,,,,
4039,02/29/2024 02:00:00,22.03,-30.80,7.64,,,,,
4040,02/29/2024 02:10:00,22.03,-30.02,7.63,,,,,
4041,02/29/2024 02:20:00,22.01,-30.03,7.63,,,,,
4042,02/29/2024 02:30:00,21.99,-30.03,7.63,,,,,
4043,02/29/2024 02:40:00,21.96,-29.63,7.62,,,,,
4044,02/29/2024 02:50:00,21.94,-29.53,7.62,,,,,
4045,02/29/2024 03:00:00,21.94,-29.13,7.61,,,,,
4046,02/29/2024 03:10:00,21.91,-28.92,7.61,,,,,
4047,02/29/2024 03:20:00,21.89,-28.61,7.60,,,,,
4048,02/29/2024 03:30:00,21.89,-28.19,7.59,,,,,
4049,02/29/2024 03:40:00,21.87,-28.03,7.59,,,,,
4050,02/29/2024 03:50:00,21.87,-27.84,7.59,,,,,
4051,02/29/2024 04:00:00,21.84,-27.53,7.58,,,,,
4052,02/29/2024 04:10:00,21.84,-27.42,7.58,,,,,
4053,02/29/2024 04:20:00,21.82,-27.09,7.57,,,,,
4054,02/29/2024 04:30:00,21.82,-27.19,7.58,,,,,
4055,02/29/2024 04:40:00,21.80,-27.20,7.58,,,,,
4056,02/29/2024 04:50:00,21.80,-27.00,7.57,,,,,
4057,02/29/2024 05:00:00,21.77,-26.78,7.57,,,,,
4058,02/29/2024 05:10:00,21.77,-26.45,7.56,,,,,
4059,02/29/2024 05:20:00,21.75,-26.44,7.56,,,,,
4060,02/29/2024 05:30:00,21.75,-26.22,7.56,,,,,
4061,02/29/2024 05:40:00,21.75,-26.14,7.56,,,,,
4062,02/29/2024 05:50:00,21.72,-25.99,7.55,,,,,
4063,02/29/2024 06:00:00,21.70,-25.84,7.55,,,,,
4064,02/29/2024 06:10:00,21.68,-25.91,7.55,,,,,
4065,02/29/2024 06:20:00,21.68,-25.83,7.55,,,,,
4066,02/29/2024 06:30:00,21.65,-25.75,7.55,,,,,
4067,02/29/2024 06:40:00,21.63,-25.66,7.55,,,,,
4068,02/29/2024 06:50:00,21.63,-25.47,7.54,,,,,
4069,02/29/2024 07:00:00,21.60,-25.61,7.55,,,,,
4070,02/29/2024 07:10:00,21.60,-25.50,7.54,,,,,
4071,02/29/2024 07:20:00,21.58,-25.45,7.54,,,,,
4072,02/29/2024 07:30:00,21.58,-25.52,7.54,,,,,
4073,02/29/2024 07:40:00,21.58,-25.63,7.55,,,,,
4074,02/29/2024 07:50:00,21.58,-25.81,7.55,,,,,
4075,02/29/2024 08:00:00,21.58,-25.83,7.55,,,,,
4076,02/29/2024 08:10:00,21.58,-26.02,7.55,,,,,
4077,02/29/2024 08:20:00,21.60,-26.03,7.55,,,,,
4078,02/29/2024 08:30:00,21.60,-25.88,7.55,,,,,
4079,02/29/2024 08:40:00,21.60,-26.03,7.55,,,,,
4080,02/29/2024 08:50:00,21.60,-26.24,7.56,,,,,
4081,02/29/2024 09:00:00,21.65,-26.52,7.56,,,,,
4082,02/29/2024 09:10:00,21.72,-27.05,7.57,,,,,
4083,02/29/2024 09:20:00,21.82,-28.16,7.59,,,,,
4084,02/29/2024 09:30:00,21.84,-28.77,7.60,,,,,
4085,02/29/2024 09:40:00,21.91,-29.20,7.61,,,,,
4086,02/29/2024 09:50:00,22.01,-29.91,7.63,,,,,
4087,02/29/2024 10:00:00,22.03,-30.16,7.63,,,,,
4088,02/29/2024 10:10:00,22.11,-30.97,7.64,,,,,
4089,02/29/2024 10:20:00,22.13,-31.17,7.65,,,,,
4090,02/29/2024 10:30:00,22.25,-31.92,7.66,,,,,
4091,02/29/2024 10:40:00,22.37,-33.27,7.69,,,,,
4092,02/29/2024 10:50:00,22.51,-34.78,7.71,,,,,
4093,02/29/2024 11:00:00,22.44,-34.59,7.71,,,,,
4094,02/29/2024 11:10:00,22.66,-36.36,7.74,,,,,
4095,02/29/2024 11:20:00,22.75,-36.88,7.75,,,,,
4096,02/29/2024 11:30:00,22.92,-38.33,7.78,,,,,
4097,02/29/2024 11:40:00,22.97,-38.97,7.79,,,,,
4098,02/29/2024 11:50:00,23.14,-40.24,7.81,,,,,
4099,02/29/2024 12:00:00,23.11,-40.88,7.83,,,,,
4100,02/29/2024 12:10:00,23.16,-40.75,7.82,,,,,
4101,02/29/2024 12:20:00,23.09,-40.17,7.81,,,,,
4102,02/29/2024 12:30:00,23.04,-39.19,7.80,,,,,
4103,02/29/2024 12:40:00,23.09,-39.74,7.81,,,,,
4104,02/29/2024 12:50:00,23.14,-40.17,7.81,,,,,
4105,02/29/2024 13:00:00,23.21,-41.55,7.84,,,,,
4106,02/29/2024 13:10:00,23.33,-43.64,7.88,,,,,
4107,02/29/2024 13:20:00,23.52,-46.06,7.92,,,,,
4108,02/29/2024 13:30:00,23.54,-48.49,7.97,,,,,
4109,02/29/2024 13:40:00,23.54,-49.03,7.98,,,,,
4110,02/29/2024 13:50:00,23.59,-50.35,8.00,,,,,
4111,02/29/2024 14:00:00,23.62,-50.58,8.01,,,,,
4112,02/29/2024 14:10:00,23.64,-51.88,8.03,,,,,
4113,02/29/2024 14:20:00,23.64,-51.66,8.03,,,,,
4114,02/29/2024 14:30:00,23.59,-51.03,8.01,,,,,
4115,02/29/2024 14:40:00,23.52,-48.77,7.97,,,,,
4116,02/29/2024 14:50:00,23.47,-46.52,7.93,,,,,
4117,02/29/2024 15:00:00,23.50,-45.92,7.92,,,,,
4118,02/29/2024 15:10:00,23.52,-45.97,7.92,,,,,
4119,02/29/2024 15:20:00,23.54,-47.14,7.94,,,,,
4120,02/29/2024 15:30:00,23.57,-46.42,7.93,,,,,
4121,02/29/2024 15:40:00,23.59,-45.36,7.91,,,,,
4122,02/29/2024 15:50:00,23.57,-45.06,7.90,,,,,
4123,02/29/2024 16:00:00,23.59,-44.80,7.90,,,,,
4124,02/29/2024 16:10:00,23.57,-45.24,7.91,,,,,
4125,02/29/2024 16:20:00,23.57,-44.33,7.89,,,,,
4126,02/29/2024 16:30:00,23.57,-44.86,7.90,,,,,
4127,02/29/2024 16:40:00,23.57,-44.97,7.90,,,,,
4128,02/29/2024 16:50:00,23.57,-45.99,7.92,,,,,
4129,02/29/2024 17:00:00,23.57,-45.35,7.91,,,,,
4130,02/29/2024 17:10:00,23.57,-45.55,7.91,,,,,
4131,02/29/2024 17:20:00,23.52,-44.74,7.90,,,,,
4132,02/29/2024 17:30:00,23.52,-44.33,7.89,,,,,
4133,02/29/2024 17:40:00,23.52,-44.55,7.89,,,,,
4134,02/29/2024 17:50:00,23.50,-44.67,7.90,,,,,
4135,02/29/2024 18:00:00,23.47,-45.02,7.90,,,,,
4136,02/29/2024 18:10:00,23.47,-44.13,7.89,,,,,
4137,02/29/2024 18:20:00,23.45,-43.61,7.88,,,,,
4138,02/29/2024 18:30:00,23.42,-43.22,7.87,,,,,
4139,02/29/2024 18:40:00,23.40,-42.72,7.86,,,,,
4140,02/29/2024 18:50:00,23.40,-42.25,7.85,,,,,
4141,02/29/2024 19:00:00,23.38,-41.61,7.84,,,,,
4142,02/29/2024 19:10:00,23.33,-41.02,7.83,,,,,
4143,02/29/2024 19:20:00,23.30,-40.49,7.82,,,,,
4144,02/29/2024 19:30:00,23.28,-40.00,7.81,,,,,
4145,02/29/2024 19:40:00,23.26,-39.45,7.80,,,,,
4146,02/29/2024 19:50:00,23.23,-39.03,7.79,,,,,
4147,02/29/2024 20:00:00,23.21,-39.05,7.79,,,,,
4148,02/29/2024 20:10:00,23.18,-38.53,7.78,,,,,
4149,02/29/2024 20:20:00,23.16,-38.24,7.78,,,,,
4150,02/29/2024 20:30:00,23.14,-37.86,7.77,,,,,
4151,02/29/2024 20:40:00,23.11,-37.41,7.76,,,,,
4152,02/29/2024 20:50:00,23.06,-37.24,7.76,,,,,
4153,02/29/2024 21:00:00,23.06,-36.92,7.75,,,,,
4154,02/29/2024 21:10:00,23.04,-37.03,7.76,,,,,
4155,02/29/2024 21:20:00,23.02,-36.61,7.75,,,,,
4156,02/29/2024 21:30:00,22.99,-36.05,7.74,,,,,
4157,02/29/2024 21:40:00,22.97,-35.77,7.73,,,,,
4158,02/29/2024 21:50:00,22.94,-35.19,7.72,,,,,
4159,02/29/2024 22:00:00,22.92,-35.28,7.72,,,,,
4160,02/29/2024 22:10:00,22.87,-35.44,7.73,,,,,
4161,02/29/2024 22:20:00,22.87,-34.77,7.71,,,,,
4162,02/29/2024 22:30:00,22.85,-34.58,7.71,,,,,
4163,02/29/2024 22:40:00,22.82,-34.05,7.70,,,,,
4164,02/29/2024 22:50:00,22.80,-33.91,7.70,,,,,
4165,02/29/2024 23:00:00,22.78,-33.41,7.69,,,,,
4166,02/29/2024 23:10:00,22.78,-33.27,7.69,,,,,
4167,02/29/2024 23:20:00,22.73,-32.89,7.68,,,,,
4168,02/29/2024 23:30:00,22.70,-32.59,7.67,,,,,
4169,02/29/2024 23:40:00,22.68,-32.27,7.67,,,,,
4170,02/29/2024 23:50:00,22.66,-31.91,7.66,,,,,
4171,03/01/2024 00:00:00,22.66,-31.78,7.66,,,,,
4172,03/01/2024 00:10:00,22.63,-31.63,7.66,,,,,
4173,03/01/2024 00:20:00,22.61,-30.99,7.64,,,,,
4174,03/01/2024 00:30:00,22.56,-30.86,7.64,,,,,
4175,03/01/2024 00:40:00,22.56,-31.02,7.64,,,,,
4176,03/01/2024 00:50:00,22.54,-30.69,7.64,,,,,
4177,03/01/2024 01:00:00,22.51,-30.53,7.64,,,,,
4178,03/01/2024 01:10:00,22.49,-30.31,7.63,,,,,
4179,03/01/2024 01:20:00,22.47,-30.13,7.63,,,,,
4180,03/01/2024 01:30:00,22.47,-29.74,7.62,,,,,
4181,03/01/2024 01:40:00,22.44,-29.53,7.62,,,,,
4182,03/01/2024 01:50:00,22.42,-29.09,7.61,,,,,
4183,03/01/2024 02:00:00,22.42,-29.02,7.61,,,,,
4184,03/01/2024 02:10:00,22.39,-29.08,7.61,,,,,
4185,03/01/2024 02:20:00,22.35,-28.86,7.61,,,,,
4186,03/01/2024 02:30:00,22.32,-28.88,7.61,,,,,
4187,03/01/2024 02:40:00,22.32,-28.77,7.60,,,,,
4188,03/01/2024 02:50:00,22.27,-28.34,7.60,,,,,
4189,03/01/2024 03:00:00,22.27,-28.33,7.60,,,,,
4190,03/01/2024 03:10:00,22.25,-27.99,7.59,,,,,
4191,03/01/2024 03:20:00,22.23,-27.61,7.58,,,,,
4192,03/01/2024 03:30:00,22.20,-27.61,7.58,,,,,
4193,03/01/2024 03:40:00,22.20,-27.22,7.57,,,,,
4194,03/01/2024 03:50:00,22.18,-27.03,7.57,,,,,
4195,03/01/2024 04:00:00,22.18,-27.03,7.57,,,,,
4196,03/01/2024 04:10:00,22.15,-26.91,7.57,,,,,
4197,03/01/2024 04:20:00,22.13,-26.64,7.56,,,,,
4198,03/01/2024 04:30:00,22.13,-26.30,7.56,,,,,
4199,03/01/2024 04:40:00,22.11,-26.13,7.55,,,,,
4200,03/01/2024 04:50:00,22.08,-26.14,7.56,,,,,
4201,03/01/2024 05:00:00,22.06,-25.81,7.55,,,,,
4202,03/01/2024 05:10:00,22.03,-25.75,7.55,,,,,
4203,03/01/2024 05:20:00,22.03,-25.80,7.55,,,,,
4204,03/01/2024 05:30:00,22.01,-25.52,7.54,,,,,
4205,03/01/2024 05:40:00,22.01,-25.64,7.55,,,,,
4206,03/01/2024 05:50:00,21.99,-25.69,7.55,,,,,
4207,03/01/2024 06:00:00,21.99,-25.59,7.55,,,,,
4208,03/01/2024 06:10:00,21.99,-25.44,7.54,,,,,
4209,03/01/2024 06:20:00,21.96,-25.44,7.54,,,,,
4210,03/01/2024 06:30:00,21.94,-25.38,7.54,,,,,
4211,03/01/2024 06:40:00,21.94,-25.20,7.54,,,,,
4212,03/01/2024 06:50:00,21.91,-25.44,7.54,,,,,
4213,03/01/2024 07:00:00,21.89,-25.44,7.54,,,,,
4214,03/01/2024 07:10:00,21.89,-25.41,7.54,,,,,
4215,03/01/2024 07:20:00,21.87,-25.33,7.54,,,,,
4216,03/01/2024 07:30:00,21.84,-25.24,7.54,,,,,
4217,03/01/2024 07:40:00,21.84,-25.67,7.55,,,,,
4218,03/01/2024 07:50:00,21.84,-25.56,7.54,,,,,
4219,03/01/2024 08:00:00,21.82,-25.58,7.55,,,,,
4220,03/01/2024 08:10:00,21.82,-25.61,7.55,,,,,
4221,03/01/2024 08:20:00,21.82,-25.72,7.55,,,,,
4222,03/01/2024 08:30:00,21.82,-25.72,7.55,,,,,
4223,03/01/2024 08:40:00,21.87,-26.67,7.57,,,,,
4224,03/01/2024 08:50:00,21.89,-27.33,7.58,,,,,
4225,03/01/2024 09:00:00,21.94,-27.44,7.58,,,,,
4226,03/01/2024 09:10:00,22.01,-27.66,7.58,,,,,
4227,03/01/2024 09:20:00,22.03,-28.02,7.59,,,,,
4228,03/01/2024 09:30:00,22.08,-28.24,7.59,,,,,
4229,03/01/2024 09:40:00,22.11,-28.39,7.60,,,,,
4230,03/01/2024 09:50:00,22.15,-28.67,7.60,,,,,
4231,03/01/2024 10:00:00,22.30,-30.13,7.63,,,,,
