#,Date-Time (HST),Ch:1 - Temperature   (°F),Ch:2 - Millivolts   (mv),Ch:3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
4603,08/13/2023 13:00:00,79.34,-37.52,8.12,,,,,
4604,08/13/2023 13:10:00,79.43,-38.11,8.13,,,,,
4605,08/13/2023 13:20:00,79.52,-38.25,8.13,,,,,
4606,08/13/2023 13:30:00,79.57,-38.25,8.13,,,,,
4607,08/13/2023 13:40:00,79.66,-38.99,8.15,,,,,
4608,08/13/2023 13:50:00,79.70,-39.67,8.16,,,,,
4609,08/13/2023 14:00:00,79.74,-40.38,8.17,,,,,
4610,08/13/2023 14:10:00,79.79,-41.25,8.19,,,,,
4611,08/13/2023 14:20:00,79.79,-40.78,8.18,,,,,
4612,08/13/2023 14:30:00,79.83,-40.64,8.18,,,,,
4613,08/13/2023 14:40:00,79.88,-41.66,8.20,,,,,
4614,08/13/2023 14:50:00,79.83,-42.00,8.21,,,,,
4615,08/13/2023 15:00:00,79.92,-42.06,8.21,,,,,
4616,08/13/2023 15:10:00,79.92,-42.28,8.21,,,,,
4617,08/13/2023 15:20:00,79.97,-42.52,8.22,,,,,
4618,08/13/2023 15:30:00,79.92,-42.24,8.21,,,,,
4619,08/13/2023 15:40:00,79.92,-41.85,8.20,,,,,
4620,08/13/2023 15:50:00,79.97,-41.99,8.20,,,,,
4621,08/13/2023 16:00:00,79.97,-42.47,8.21,,,,,
4622,08/13/2023 16:10:00,79.97,-42.72,8.22,,,,,
4623,08/13/2023 16:20:00,80.01,-42.74,8.22,,,,,
4624,08/13/2023 16:30:00,80.06,-43.86,8.24,,,,,
4625,08/13/2023 16:40:00,80.01,-42.94,8.22,,,,,
4626,08/13/2023 16:50:00,80.06,-42.69,8.22,,,,,
4627,08/13/2023 17:00:00,79.97,-41.53,8.20,,,,,
4628,08/13/2023 17:10:00,79.97,-41.88,8.20,,,,,
4629,08/13/2023 17:20:00,79.92,-41.39,8.19,,,,,
4630,08/13/2023 17:30:00,79.97,-41.08,8.19,,,,,
4631,08/13/2023 17:40:00,79.92,-40.45,8.17,,,,,
4632,08/13/2023 17:50:00,79.92,-39.89,8.16,,,,,
4633,08/13/2023 18:00:00,79.88,-40.38,8.17,,,,,
4634,08/13/2023 18:10:00,79.88,-40.81,8.18,,,,,
4635,08/13/2023 18:20:00,79.83,-40.14,8.17,,,,,
4636,08/13/2023 18:30:00,79.79,-40.05,8.17,,,,,
4637,08/13/2023 18:40:00,79.74,-39.63,8.16,,,,,
4638,08/13/2023 18:50:00,79.70,-39.50,8.16,,,,,
4639,08/13/2023 19:00:00,79.70,-39.05,8.15,,,,,
4640,08/13/2023 19:10:00,79.66,-39.02,8.15,,,,,
4641,08/13/2023 19:20:00,79.61,-38.67,8.14,,,,,
4642,08/13/2023 19:30:00,79.57,-38.50,8.14,,,,,
4643,08/13/2023 19:40:00,79.52,-38.13,8.13,,,,,
4644,08/13/2023 19:50:00,79.52,-37.50,8.12,,,,,
4645,08/13/2023 20:00:00,79.48,-37.16,8.11,,,,,
4646,08/13/2023 20:10:00,79.43,-37.09,8.11,,,,,
4647,08/13/2023 20:20:00,79.39,-36.75,8.10,,,,,
4648,08/13/2023 20:30:00,79.34,-36.55,8.10,,,,,
4649,08/13/2023 20:40:00,79.30,-36.19,8.09,,,,,
4650,08/13/2023 20:50:00,79.27,-36.00,8.09,,,,,
4651,08/13/2023 21:00:00,79.21,-36.08,8.09,,,,,
4652,08/13/2023 21:10:00,79.18,-35.88,8.08,,,,,
4653,08/13/2023 21:20:00,79.12,-35.49,8.08,,,,,
4654,08/13/2023 21:30:00,79.09,-35.55,8.08,,,,,
4655,08/13/2023 21:40:00,79.03,-35.49,8.08,,,,,
4656,08/13/2023 21:50:00,79.00,-35.28,8.07,,,,,
4657,08/13/2023 22:00:00,78.94,-35.00,8.07,,,,,
4658,08/13/2023 22:10:00,78.91,-34.81,8.06,,,,,
4659,08/13/2023 22:20:00,78.87,-34.64,8.06,,,,,
4660,08/13/2023 22:30:00,78.82,-34.53,8.06,,,,,
4661,08/13/2023 22:40:00,78.82,-34.27,8.05,,,,,
4662,08/13/2023 22:50:00,78.73,-34.36,8.05,,,,,
4663,08/13/2023 23:00:00,78.69,-34.36,8.05,,,,,
4664,08/13/2023 23:10:00,78.64,-34.52,8.06,,,,,
4665,08/13/2023 23:20:00,78.60,-34.20,8.05,,,,,
4666,08/13/2023 23:30:00,78.57,-34.27,8.05,,,,,
4667,08/13/2023 23:40:00,78.51,-34.36,8.05,,,,,
4668,08/13/2023 23:50:00,78.48,-34.34,8.05,,,,,
4669,08/14/2023 00:00:00,78.48,-34.16,8.05,,,,,
4670,08/14/2023 00:10:00,78.42,-33.81,8.04,,,,,
4671,08/14/2023 00:20:00,78.39,-33.61,8.04,,,,,
4672,08/14/2023 00:30:00,78.33,-33.47,8.04,,,,,
4673,08/14/2023 00:40:00,78.30,-33.27,8.03,,,,,
4674,08/14/2023 00:50:00,78.26,-33.34,8.04,,,,,
4675,08/14/2023 01:00:00,78.26,-33.14,8.03,,,,,
4676,08/14/2023 01:10:00,78.21,-32.78,8.02,,,,,
4677,08/14/2023 01:20:00,78.17,-32.24,8.01,,,,,
4678,08/14/2023 01:30:00,78.12,-32.05,8.01,,,,,
4679,08/14/2023 01:40:00,78.12,-32.06,8.01,,,,,
4680,08/14/2023 01:50:00,78.08,-32.00,8.01,,,,,
4681,08/14/2023 02:00:00,78.03,-31.83,8.01,,,,,
4682,08/14/2023 02:10:00,77.99,-31.75,8.00,,,,,
4683,08/14/2023 02:20:00,77.99,-31.50,8.00,,,,,
4684,08/14/2023 02:30:00,77.95,-31.25,7.99,,,,,
4685,08/14/2023 02:40:00,77.90,-31.09,7.99,,,,,
4686,08/14/2023 02:50:00,77.86,-31.25,7.99,,,,,
4687,08/14/2023 03:00:00,77.86,-31.11,7.99,,,,,
4688,08/14/2023 03:10:00,77.81,-31.08,7.99,,,,,
4689,08/14/2023 03:20:00,77.81,-30.84,7.99,,,,,
4690,08/14/2023 03:30:00,77.77,-30.72,7.98,,,,,
4691,08/14/2023 03:40:00,77.72,-30.78,7.98,,,,,
4692,08/14/2023 03:50:00,77.68,-30.52,7.98,,,,,
4693,08/14/2023 04:00:00,77.65,-30.39,7.98,,,,,
4694,08/14/2023 04:10:00,77.59,-30.41,7.98,,,,,
4695,08/14/2023 04:20:00,77.59,-30.27,7.97,,,,,
4696,08/14/2023 04:30:00,77.56,-30.39,7.98,,,,,
4697,08/14/2023 04:40:00,77.50,-29.97,7.97,,,,,
4698,08/14/2023 04:50:00,77.50,-30.16,7.97,,,,,
4699,08/14/2023 05:00:00,77.47,-30.13,7.97,,,,,
4700,08/14/2023 05:10:00,77.47,-30.28,7.97,,,,,
4701,08/14/2023 05:20:00,77.41,-29.99,7.97,,,,,
4702,08/14/2023 05:30:00,77.38,-29.77,7.96,,,,,
4703,08/14/2023 05:40:00,77.38,-29.92,7.97,,,,,
4704,08/14/2023 05:50:00,77.34,-29.78,7.97,,,,,
4705,08/14/2023 06:00:00,77.34,-29.94,7.97,,,,,
4706,08/14/2023 06:10:00,77.29,-29.69,7.96,,,,,
4707,08/14/2023 06:20:00,77.29,-29.95,7.97,,,,,
4708,08/14/2023 06:30:00,77.25,-29.80,7.97,,,,,
4709,08/14/2023 06:40:00,77.25,-29.55,7.96,,,,,
4710,08/14/2023 06:50:00,77.20,-29.69,7.96,,,,,
4711,08/14/2023 07:00:00,77.20,-30.55,7.98,,,,,
4712,08/14/2023 07:10:00,77.20,-29.89,7.97,,,,,
4713,08/14/2023 07:20:00,77.16,-29.78,7.97,,,,,
4714,08/14/2023 07:30:00,77.16,-29.70,7.96,,,,,
4715,08/14/2023 07:40:00,77.11,-29.72,7.96,,,,,
4716,08/14/2023 07:50:00,77.11,-29.75,7.96,,,,,
4717,08/14/2023 08:00:00,77.11,-29.83,7.97,,,,,
4718,08/14/2023 08:10:00,77.11,-29.83,7.97,,,,,
4719,08/14/2023 08:20:00,77.11,-29.67,7.96,,,,,
4720,08/14/2023 08:30:00,77.11,-29.52,7.96,,,,,
4721,08/14/2023 08:40:00,77.16,-29.34,7.96,,,,,
4722,08/14/2023 08:50:00,77.16,-29.50,7.96,,,,,
4723,08/14/2023 09:00:00,77.20,-29.84,7.97,,,,,
4724,08/14/2023 09:10:00,77.20,-29.70,7.96,,,,,
4725,08/14/2023 09:20:00,77.29,-30.70,7.98,,,,,
4726,08/14/2023 09:30:00,77.34,-30.45,7.98,,,,,
4727,08/14/2023 09:40:00,77.38,-30.83,7.99,,,,,
4728,08/14/2023 09:50:00,77.50,-31.69,8.00,,,,,
4729,08/14/2023 10:00:00,77.59,-31.69,8.00,,,,,
4730,08/14/2023 10:10:00,77.68,-32.36,8.02,,,,,
4731,08/14/2023 10:20:00,77.72,-32.66,8.02,,,,,
4732,08/14/2023 10:30:00,77.81,-32.02,8.01,,,,,
4733,08/14/2023 10:40:00,77.90,-32.13,8.01,,,,,
4734,08/14/2023 10:50:00,77.95,-32.55,8.02,,,,,
4735,08/14/2023 11:00:00,78.03,-32.94,8.03,,,,,
4736,08/14/2023 11:10:00,78.08,-32.99,8.03,,,,,
4737,08/14/2023 11:20:00,78.17,-33.63,8.04,,,,,
4738,08/14/2023 11:30:00,78.26,-34.08,8.05,,,,,
4739,08/14/2023 11:40:00,78.30,-33.91,8.05,,,,,
4740,08/14/2023 11:50:00,78.39,-35.06,8.07,,,,,
4741,08/14/2023 12:00:00,78.48,-36.05,8.09,,,,,
4742,08/14/2023 12:10:00,78.57,-37.06,8.11,,,,,
4743,08/14/2023 12:20:00,78.60,-36.55,8.10,,,,,
4744,08/14/2023 12:30:00,78.73,-38.91,8.15,,,,,
4745,08/14/2023 12:40:00,78.73,-39.28,8.15,,,,,
4746,08/14/2023 12:50:00,78.87,-39.52,8.16,,,,,
4747,08/14/2023 13:00:00,78.87,-39.99,8.17,,,,,
4748,08/14/2023 13:10:00,78.87,-39.75,8.16,,,,,
4749,08/14/2023 13:20:00,78.94,-41.24,8.19,,,,,
4750,08/14/2023 13:30:00,79.00,-41.85,8.20,,,,,
4751,08/14/2023 13:40:00,79.03,-42.27,8.21,,,,,
4752,08/14/2023 13:50:00,79.12,-43.06,8.23,,,,,
4753,08/14/2023 14:00:00,79.09,-42.67,8.22,,,,,
4754,08/14/2023 14:10:00,79.18,-42.69,8.22,,,,,
4755,08/14/2023 14:20:00,79.21,-43.35,8.23,,,,,
4756,08/14/2023 14:30:00,79.21,-43.02,8.23,,,,,
4757,08/14/2023 14:40:00,79.27,-43.35,8.23,,,,,
4758,08/14/2023 14:50:00,79.30,-43.81,8.24,,,,,
4759,08/14/2023 15:00:00,79.34,-43.20,8.23,,,,,
4760,08/14/2023 15:10:00,79.34,-43.49,8.24,,,,,
4761,08/14/2023 15:20:00,79.34,-44.05,8.25,,,,,
4762,08/14/2023 15:30:00,79.39,-43.47,8.24,,,,,
4763,08/14/2023 15:40:00,79.43,-43.38,8.23,,,,,
4764,08/14/2023 15:50:00,79.43,-43.16,8.23,,,,,
4765,08/14/2023 16:00:00,79.48,-42.92,8.22,,,,,
4766,08/14/2023 16:10:00,79.48,-43.58,8.24,,,,,
4767,08/14/2023 16:20:00,79.52,-43.80,8.24,,,,,
4768,08/14/2023 16:30:00,79.52,-42.80,8.22,,,,,
4769,08/14/2023 16:40:00,79.52,-43.53,8.24,,,,,
4770,08/14/2023 16:50:00,79.52,-42.66,8.22,,,,,
4771,08/14/2023 17:00:00,79.52,-43.22,8.23,,,,,
4772,08/14/2023 17:10:00,79.48,-42.55,8.22,,,,,
4773,08/14/2023 17:20:00,79.52,-42.94,8.23,,,,,
4774,08/14/2023 17:30:00,79.43,-41.81,8.20,,,,,
4775,08/14/2023 17:40:00,79.43,-42.13,8.21,,,,,
4776,08/14/2023 17:50:00,79.43,-41.35,8.19,,,,,
4777,08/14/2023 18:00:00,79.43,-41.24,8.19,,,,,
4778,08/14/2023 18:10:00,79.39,-40.92,8.18,,,,,
4779,08/14/2023 18:20:00,79.34,-41.27,8.19,,,,,
4780,08/14/2023 18:30:00,79.30,-41.05,8.19,,,,,
4781,08/14/2023 18:40:00,79.30,-40.84,8.18,,,,,
4782,08/14/2023 18:50:00,79.27,-40.44,8.18,,,,,
4783,08/14/2023 19:00:00,79.21,-39.91,8.16,,,,,
4784,08/14/2023 19:10:00,79.18,-39.52,8.16,,,,,
4785,08/14/2023 19:20:00,79.18,-38.81,8.14,,,,,
4786,08/14/2023 19:30:00,79.12,-38.66,8.14,,,,,
4787,08/14/2023 19:40:00,79.12,-38.52,8.14,,,,,
4788,08/14/2023 19:50:00,79.09,-38.30,8.13,,,,,
4789,08/14/2023 20:00:00,79.03,-37.97,8.13,,,,,
4790,08/14/2023 20:10:00,79.00,-37.83,8.12,,,,,
4791,08/14/2023 20:20:00,78.94,-37.34,8.11,,,,,
4792,08/14/2023 20:30:00,78.91,-37.28,8.11,,,,,
4793,08/14/2023 20:40:00,78.87,-37.08,8.11,,,,,
4794,08/14/2023 20:50:00,78.82,-36.84,8.10,,,,,
4795,08/14/2023 21:00:00,78.82,-36.49,8.10,,,,,
4796,08/14/2023 21:10:00,78.78,-36.00,8.09,,,,,
4797,08/14/2023 21:20:00,78.73,-35.89,8.09,,,,,
4798,08/14/2023 21:30:00,78.69,-35.83,8.08,,,,,
4799,08/14/2023 21:40:00,78.64,-35.58,8.08,,,,,
4800,08/14/2023 21:50:00,78.60,-35.45,8.08,,,,,
4801,08/14/2023 22:00:00,78.57,-35.03,8.07,,,,,
4802,08/14/2023 22:10:00,78.51,-34.97,8.07,,,,,
4803,08/14/2023 22:20:00,78.48,-34.80,8.06,,,,,
4804,08/14/2023 22:30:00,78.48,-34.31,8.05,,,,,
4805,08/14/2023 22:40:00,78.42,-34.47,8.06,,,,,
4806,08/14/2023 22:50:00,78.39,-34.66,8.06,,,,,
4807,08/14/2023 23:00:00,78.33,-34.67,8.06,,,,,
4808,08/14/2023 23:10:00,78.30,-34.63,8.06,,,,,
4809,08/14/2023 23:20:00,78.26,-34.34,8.06,,,,,
4810,08/14/2023 23:30:00,78.21,-34.66,8.06,,,,,
4811,08/14/2023 23:40:00,78.17,-34.49,8.06,,,,,
4812,08/14/2023 23:50:00,78.12,-34.95,8.07,,,,,
4813,08/15/2023 00:00:00,78.08,-34.59,8.06,,,,,
4814,08/15/2023 00:10:00,78.03,-34.30,8.05,,,,,
4815,08/15/2023 00:20:00,78.03,-34.30,8.05,,,,,
4816,08/15/2023 00:30:00,77.99,-34.16,8.05,,,,,
4817,08/15/2023 00:40:00,77.95,-34.02,8.05,,,,,
4818,08/15/2023 00:50:00,77.90,-33.83,8.05,,,,,
4819,08/15/2023 01:00:00,77.86,-33.75,8.04,,,,,
4820,08/15/2023 01:10:00,77.81,-33.38,8.04,,,,,
4821,08/15/2023 01:20:00,77.77,-33.30,8.04,,,,,
4822,08/15/2023 01:30:00,77.72,-32.92,8.03,,,,,
4823,08/15/2023 01:40:00,77.68,-32.89,8.03,,,,,
4824,08/15/2023 01:50:00,77.68,-32.47,8.02,,,,,
4825,08/15/2023 02:00:00,77.65,-32.09,8.01,,,,,
4826,08/15/2023 02:10:00,77.65,-32.05,8.01,,,,,
4827,08/15/2023 02:20:00,77.59,-31.78,8.00,,,,,
4828,08/15/2023 02:30:00,77.56,-31.67,8.00,,,,,
4829,08/15/2023 02:40:00,77.56,-31.59,8.00,,,,,
4830,08/15/2023 02:50:00,77.50,-31.58,8.00,,,,,
4831,08/15/2023 03:00:00,77.47,-31.19,7.99,,,,,
4832,08/15/2023 03:10:00,77.41,-31.02,7.99,,,,,
4833,08/15/2023 03:20:00,77.41,-31.13,7.99,,,,,
4834,08/15/2023 03:30:00,77.38,-30.84,7.99,,,,,
4835,08/15/2023 03:40:00,77.34,-30.50,7.98,,,,,
4836,08/15/2023 03:50:00,77.34,-30.72,7.98,,,,,
4837,08/15/2023 04:00:00,77.29,-30.55,7.98,,,,,
4838,08/15/2023 04:10:00,77.29,-30.55,7.98,,,,,
4839,08/15/2023 04:20:00,77.29,-30.42,7.98,,,,,
4840,08/15/2023 04:30:00,77.25,-30.20,7.97,,,,,
4841,08/15/2023 04:40:00,77.20,-30.17,7.97,,,,,
4842,08/15/2023 04:50:00,77.20,-30.28,7.98,,,,,
4843,08/15/2023 05:00:00,77.16,-29.97,7.97,,,,,
4844,08/15/2023 05:10:00,77.11,-30.03,7.97,,,,,
4845,08/15/2023 05:20:00,77.11,-29.70,7.96,,,,,
4846,08/15/2023 05:30:00,77.11,-29.64,7.96,,,,,
4847,08/15/2023 05:40:00,77.07,-29.77,7.97,,,,,
4848,08/15/2023 05:50:00,77.07,-30.05,7.97,,,,,
4849,08/15/2023 06:00:00,77.07,-29.59,7.96,,,,,
4850,08/15/2023 06:10:00,77.07,-29.59,7.96,,,,,
4851,08/15/2023 06:20:00,77.04,-29.44,7.96,,,,,
4852,08/15/2023 06:30:00,77.04,-29.41,7.96,,,,,
4853,08/15/2023 06:40:00,76.98,-29.31,7.96,,,,,
4854,08/15/2023 06:50:00,76.98,-29.33,7.96,,,,,
4855,08/15/2023 07:00:00,76.95,-29.03,7.95,,,,,
4856,08/15/2023 07:10:00,76.95,-29.33,7.96,,,,,
4857,08/15/2023 07:20:00,76.95,-29.36,7.96,,,,,
4858,08/15/2023 07:30:00,76.95,-29.41,7.96,,,,,
4859,08/15/2023 07:40:00,76.89,-29.42,7.96,,,,,
4860,08/15/2023 07:50:00,76.89,-29.28,7.96,,,,,
4861,08/15/2023 08:00:00,76.89,-29.34,7.96,,,,,
4862,08/15/2023 08:10:00,76.89,-29.31,7.96,,,,,
4863,08/15/2023 08:20:00,76.89,-29.19,7.95,,,,,
4864,08/15/2023 08:30:00,76.89,-29.31,7.96,,,,,
4865,08/15/2023 08:40:00,76.95,-29.27,7.96,,,,,
4866,08/15/2023 08:50:00,76.98,-29.06,7.95,,,,,
4867,08/15/2023 09:00:00,76.98,-29.19,7.95,,,,,
4868,08/15/2023 09:10:00,77.04,-29.27,7.96,,,,,
4869,08/15/2023 09:20:00,77.07,-29.36,7.96,,,,,
4870,08/15/2023 09:30:00,77.11,-29.45,7.96,,,,,
4871,08/15/2023 09:40:00,77.20,-30.42,7.98,,,,,
4872,08/15/2023 09:50:00,77.25,-30.83,7.99,,,,,
4873,08/15/2023 10:00:00,77.34,-31.11,7.99,,,,,
4874,08/15/2023 10:10:00,77.47,-32.58,8.02,,,,,
4875,08/15/2023 10:20:00,77.56,-33.27,8.03,,,,,
4876,08/15/2023 10:30:00,77.59,-32.47,8.02,,,,,
4877,08/15/2023 10:40:00,77.68,-32.74,8.02,,,,,
4878,08/15/2023 10:50:00,77.77,-33.30,8.04,,,,,
4879,08/15/2023 11:00:00,77.86,-33.45,8.04,,,,,
4880,08/15/2023 11:10:00,77.99,-34.11,8.05,,,,,
4881,08/15/2023 11:20:00,78.08,-35.13,8.07,,,,,
4882,08/15/2023 11:30:00,78.12,-34.97,8.07,,,,,
4883,08/15/2023 11:40:00,78.21,-34.53,8.06,,,,,
4884,08/15/2023 11:50:00,78.33,-35.34,8.08,,,,,
4885,08/15/2023 12:00:00,78.42,-36.24,8.09,,,,,
4886,08/15/2023 12:10:00,78.57,-37.08,8.11,,,,,
4887,08/15/2023 12:20:00,78.69,-37.92,8.13,,,,,
4888,08/15/2023 12:30:00,78.73,-38.42,8.14,,,,,
4889,08/15/2023 12:40:00,78.87,-40.36,8.17,,,,,
4890,08/15/2023 12:50:00,78.94,-40.47,8.18,,,,,
4891,08/15/2023 13:00:00,79.03,-40.81,8.18,,,,,
4892,08/15/2023 13:10:00,79.12,-41.63,8.20,,,,,
4893,08/15/2023 13:20:00,79.21,-42.45,8.22,,,,,
4894,08/15/2023 13:30:00,79.27,-42.08,8.21,,,,,
4895,08/15/2023 13:40:00,79.27,-41.66,8.20,,,,,
4896,08/15/2023 13:50:00,79.39,-43.05,8.23,,,,,
4897,08/15/2023 14:00:00,79.48,-44.44,8.26,,,,,
4898,08/15/2023 14:10:00,79.39,-41.99,8.21,,,,,
4899,08/15/2023 14:20:00,79.48,-43.41,8.23,,,,,
4900,08/15/2023 14:30:00,79.52,-44.33,8.25,,,,,
4901,08/15/2023 14:40:00,79.57,-45.24,8.27,,,,,
4902,08/15/2023 14:50:00,79.52,-45.17,8.27,,,,,
4903,08/15/2023 15:00:00,79.61,-45.56,8.28,,,,,
4904,08/15/2023 15:10:00,79.66,-45.63,8.28,,,,,
4905,08/15/2023 15:20:00,79.61,-45.31,8.27,,,,,
4906,08/15/2023 15:30:00,79.61,-44.69,8.26,,,,,
4907,08/15/2023 15:40:00,79.70,-44.61,8.26,,,,,
4908,08/15/2023 15:50:00,79.74,-44.70,8.26,,,,,
4909,08/15/2023 16:00:00,79.70,-44.55,8.26,,,,,
4910,08/15/2023 16:10:00,79.70,-44.20,8.25,,,,,
4911,08/15/2023 16:20:00,79.74,-45.16,8.27,,,,,
4912,08/15/2023 16:30:00,79.74,-44.50,8.26,,,,,
4913,08/15/2023 16:40:00,79.79,-44.89,8.26,,,,,
4914,08/15/2023 16:50:00,79.70,-43.81,8.24,,,,,
4915,08/15/2023 17:00:00,79.70,-44.00,8.25,,,,,
4916,08/15/2023 17:10:00,79.70,-44.19,8.25,,,,,
4917,08/15/2023 17:20:00,79.66,-43.49,8.24,,,,,
4918,08/15/2023 17:30:00,79.66,-43.22,8.23,,,,,
4919,08/15/2023 17:40:00,79.66,-43.25,8.23,,,,,
4920,08/15/2023 17:50:00,79.66,-42.94,8.22,,,,,
4921,08/15/2023 18:00:00,79.66,-42.78,8.22,,,,,
4922,08/15/2023 18:10:00,79.66,-42.70,8.22,,,,,
4923,08/15/2023 18:20:00,79.61,-41.78,8.20,,,,,
4924,08/15/2023 18:30:00,79.57,-41.63,8.20,,,,,
4925,08/15/2023 18:40:00,79.57,-41.30,8.19,,,,,
4926,08/15/2023 18:50:00,79.52,-41.27,8.19,,,,,
4927,08/15/2023 19:00:00,79.52,-40.58,8.18,,,,,
4928,08/15/2023 19:10:00,79.48,-40.45,8.18,,,,,
4929,08/15/2023 19:20:00,79.43,-40.03,8.17,,,,,
4930,08/15/2023 19:30:00,79.34,-39.55,8.16,,,,,
4931,08/15/2023 19:40:00,79.34,-39.16,8.15,,,,,
4932,08/15/2023 19:50:00,79.30,-38.64,8.14,,,,,
4933,08/15/2023 20:00:00,79.27,-38.47,8.14,,,,,
4934,08/15/2023 20:10:00,79.21,-38.11,8.13,,,,,
4935,08/15/2023 20:20:00,79.21,-38.00,8.13,,,,,
4936,08/15/2023 20:30:00,79.18,-37.08,8.11,,,,,
4937,08/15/2023 20:40:00,79.12,-36.77,8.10,,,,,
4938,08/15/2023 20:50:00,79.09,-36.66,8.10,,,,,
4939,08/15/2023 21:00:00,79.09,-36.59,8.10,,,,,
4940,08/15/2023 21:10:00,79.03,-36.42,8.10,,,,,
4941,08/15/2023 21:20:00,79.00,-36.38,8.09,,,,,
4942,08/15/2023 21:30:00,78.94,-36.11,8.09,,,,,
4943,08/15/2023 21:40:00,78.91,-35.88,8.08,,,,,
4944,08/15/2023 21:50:00,78.87,-35.69,8.08,,,,,
4945,08/15/2023 22:00:00,78.82,-35.74,8.08,,,,,
4946,08/15/2023 22:10:00,78.78,-35.47,8.08,,,,,
4947,08/15/2023 22:20:00,78.73,-35.17,8.07,,,,,
4948,08/15/2023 22:30:00,78.69,-34.88,8.06,,,,,
4949,08/15/2023 22:40:00,78.64,-34.95,8.07,,,,,
4950,08/15/2023 22:50:00,78.60,-34.80,8.06,,,,,
4951,08/15/2023 23:00:00,78.57,-34.31,8.05,,,,,
4952,08/15/2023 23:10:00,78.51,-34.83,8.06,,,,,
4953,08/15/2023 23:20:00,78.48,-34.47,8.06,,,,,
4954,08/15/2023 23:30:00,78.42,-34.44,8.06,,,,,
4955,08/15/2023 23:40:00,78.39,-34.19,8.05,,,,,
4956,08/15/2023 23:50:00,78.33,-34.03,8.05,,,,,
4957,08/16/2023 00:00:00,78.33,-33.81,8.04,,,,,
4958,08/16/2023 00:10:00,78.30,-33.97,8.05,,,,,
4959,08/16/2023 00:20:00,78.26,-33.72,8.04,,,,,
4960,08/16/2023 00:30:00,78.26,-33.17,8.03,,,,,
4961,08/16/2023 00:40:00,78.21,-33.05,8.03,,,,,
4962,08/16/2023 00:50:00,78.17,-32.97,8.03,,,,,
4963,08/16/2023 01:00:00,78.17,-33.16,8.03,,,,,
4964,08/16/2023 01:10:00,78.12,-32.78,8.02,,,,,
4965,08/16/2023 01:20:00,78.12,-32.75,8.02,,,,,
4966,08/16/2023 01:30:00,78.08,-32.80,8.02,,,,,
4967,08/16/2023 01:40:00,78.03,-32.28,8.01,,,,,
4968,08/16/2023 01:50:00,77.99,-31.97,8.01,,,,,
4969,08/16/2023 02:00:00,77.99,-32.05,8.01,,,,,
4970,08/16/2023 02:10:00,77.95,-31.97,8.01,,,,,
4971,08/16/2023 02:20:00,77.90,-31.78,8.00,,,,,
4972,08/16/2023 02:30:00,77.90,-31.92,8.01,,,,,
4973,08/16/2023 02:40:00,77.86,-31.53,8.00,,,,,
4974,08/16/2023 02:50:00,77.86,-31.55,8.00,,,,,
4975,08/16/2023 03:00:00,77.81,-31.34,8.00,,,,,
4976,08/16/2023 03:10:00,77.81,-31.17,7.99,,,,,
4977,08/16/2023 03:20:00,77.77,-31.45,8.00,,,,,
4978,08/16/2023 03:30:00,77.72,-31.33,8.00,,,,,
4979,08/16/2023 03:40:00,77.68,-31.25,7.99,,,,,
4980,08/16/2023 03:50:00,77.65,-30.95,7.99,,,,,
4981,08/16/2023 04:00:00,77.65,-30.95,7.99,,,,,
4982,08/16/2023 04:10:00,77.65,-30.78,7.98,,,,,
4983,08/16/2023 04:20:00,77.65,-30.70,7.98,,,,,
4984,08/16/2023 04:30:00,77.59,-30.58,7.98,,,,,
4985,08/16/2023 04:40:00,77.59,-30.56,7.98,,,,,
4986,08/16/2023 04:50:00,77.56,-30.50,7.98,,,,,
4987,08/16/2023 05:00:00,77.56,-30.14,7.97,,,,,
4988,08/16/2023 05:10:00,77.50,-30.16,7.97,,,,,
4989,08/16/2023 05:20:00,77.50,-30.52,7.98,,,,,
4990,08/16/2023 05:30:00,77.47,-30.22,7.97,,,,,
4991,08/16/2023 05:40:00,77.47,-30.09,7.97,,,,,
4992,08/16/2023 05:50:00,77.41,-29.95,7.97,,,,,
4993,08/16/2023 06:00:00,77.41,-29.94,7.97,,,,,
4994,08/16/2023 06:10:00,77.38,-30.28,7.98,,,,,
4995,08/16/2023 06:20:00,77.38,-30.14,7.97,,,,,
4996,08/16/2023 06:30:00,77.38,-30.08,7.97,,,,,
4997,08/16/2023 06:40:00,77.34,-29.80,7.97,,,,,
4998,08/16/2023 06:50:00,77.34,-29.80,7.97,,,,,
4999,08/16/2023 07:00:00,77.34,-29.84,7.97,,,,,
5000,08/16/2023 07:10:00,77.29,-29.88,7.97,,,,,
5001,08/16/2023 07:20:00,77.29,-29.99,7.97,,,,,
5002,08/16/2023 07:30:00,77.29,-30.00,7.97,,,,,
5003,08/16/2023 07:40:00,77.29,-29.80,7.97,,,,,
5004,08/16/2023 07:50:00,77.25,-29.91,7.97,,,,,
5005,08/16/2023 08:00:00,77.25,-29.97,7.97,,,,,
5006,08/16/2023 08:10:00,77.25,-30.00,7.97,,,,,
5007,08/16/2023 08:20:00,77.29,-29.70,7.96,,,,,
5008,08/16/2023 08:30:00,77.29,-29.52,7.96,,,,,
5009,08/16/2023 08:40:00,77.29,-29.58,7.96,,,,,
5010,08/16/2023 08:50:00,77.29,-29.69,7.96,,,,,
5011,08/16/2023 09:00:00,77.34,-29.67,7.96,,,,,
