#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH),Button Down,Button Up,Host Connected,Stopped,End of File
3759,03/07/2023 03:20:00,22.73,-23.89,7.45,,,,,
3760,03/07/2023 03:30:00,22.75,-24.22,7.46,,,,,
3761,03/07/2023 03:40:00,22.75,-23.89,7.45,,,,,
3762,03/07/2023 03:50:00,22.75,-23.34,7.44,,,,,
3763,03/07/2023 04:00:00,22.75,-23.36,7.44,,,,,
3764,03/07/2023 04:10:00,22.75,-23.49,7.44,,,,,
3765,03/07/2023 04:20:00,22.75,-23.53,7.44,,,,,
3766,03/07/2023 04:30:00,22.75,-24.00,7.45,,,,,
3767,03/07/2023 04:40:00,22.73,-23.45,7.44,,,,,
3768,03/07/2023 04:50:00,22.73,-22.81,7.43,,,,,
3769,03/07/2023 05:00:00,22.73,-23.38,7.44,,,,,
3770,03/07/2023 05:10:00,22.73,-22.91,7.43,,,,,
3771,03/07/2023 05:20:00,22.70,-23.03,7.43,,,,,
3772,03/07/2023 05:30:00,22.70,-22.89,7.43,,,,,
3773,03/07/2023 05:40:00,22.70,-23.44,7.44,,,,,
3774,03/07/2023 05:50:00,22.68,-23.03,7.43,,,,,
3775,03/07/2023 06:00:00,22.66,-22.77,7.43,,,,,
3776,03/07/2023 06:10:00,22.66,-22.74,7.43,,,,,
3777,03/07/2023 06:20:00,22.66,-22.83,7.43,,,,,
3778,03/07/2023 06:30:00,22.63,-22.44,7.42,,,,,
3779,03/07/2023 06:40:00,22.63,-22.66,7.43,,,,,
3780,03/07/2023 06:50:00,22.61,-22.61,7.43,,,,,
3781,03/07/2023 07:00:00,22.61,-22.75,7.43,,,,,
3782,03/07/2023 07:10:00,22.61,-23.13,7.44,,,,,
3783,03/07/2023 07:20:00,22.61,-24.72,7.47,,,,,
3784,03/07/2023 07:30:00,22.61,-24.91,7.47,,,,,
3785,03/07/2023 07:40:00,22.61,-25.74,7.49,,,,,
3786,03/07/2023 07:50:00,22.58,-26.47,7.50,,,,,
3787,03/07/2023 08:00:00,22.56,-28.45,7.54,,,,,
3788,03/07/2023 08:10:00,22.56,-32.49,7.61,,,,,
3789,03/07/2023 08:20:00,22.56,-32.25,7.61,,,,,
3790,03/07/2023 08:30:00,22.56,-33.58,7.63,,,,,
3791,03/07/2023 08:40:00,22.54,-36.24,7.68,,,,,
3792,03/07/2023 08:50:00,22.54,-37.53,7.70,,,,,
3793,03/07/2023 09:00:00,22.51,-38.88,7.73,,,,,
3794,03/07/2023 09:10:00,22.51,-44.77,7.84,,,,,
3795,03/07/2023 09:20:00,22.54,-45.11,7.85,,,,,
3796,03/07/2023 09:30:00,22.54,-43.19,7.81,,,,,
3797,03/07/2023 09:40:00,22.54,-45.80,7.86,,,,,
3798,03/07/2023 09:50:00,22.54,-48.77,7.91,,,,,
3799,03/07/2023 10:00:00,22.54,-50.61,7.95,,,,,
3800,03/07/2023 10:10:00,22.54,-50.22,7.94,,,,,
3801,03/07/2023 10:20:00,22.51,-50.45,7.95,,,,,
3802,03/07/2023 10:30:00,22.51,-58.25,8.09,,,,,
3803,03/07/2023 10:40:00,22.56,-63.53,8.19,,,,,
3804,03/07/2023 10:50:00,22.66,-62.42,8.17,,,,,
3805,03/07/2023 11:00:00,22.66,-59.91,8.12,,,,,
3806,03/07/2023 11:10:00,22.68,-66.64,8.25,,,,,
3807,03/07/2023 11:20:00,22.73,-70.74,8.32,,,,,
3808,03/07/2023 11:30:00,22.75,-73.81,8.38,,,,,
3809,03/07/2023 11:40:00,22.82,-72.50,8.36,,,,,
3810,03/07/2023 11:50:00,22.85,-73.38,8.37,,,,,
3811,03/07/2023 12:00:00,22.87,-77.19,8.44,,,,,
3812,03/07/2023 12:10:00,22.90,-76.60,8.43,,,,,
3813,03/07/2023 12:20:00,22.97,-81.02,8.51,,,,,
3814,03/07/2023 12:30:00,23.02,-80.74,8.51,,,,,
3815,03/07/2023 12:40:00,23.04,-80.88,8.51,,,,,
3816,03/07/2023 12:50:00,23.09,-85.67,8.60,,,,,
3817,03/07/2023 13:00:00,23.11,-89.94,8.68,,,,,
3818,03/07/2023 13:10:00,23.11,-87.67,8.64,,,,,
3819,03/07/2023 13:20:00,23.14,-85.10,8.59,,,,,
3820,03/07/2023 13:30:00,23.14,-85.66,8.60,,,,,
3821,03/07/2023 13:40:00,23.14,-88.83,8.66,,,,,
3822,03/07/2023 13:50:00,23.16,-94.08,8.75,,,,,
3823,03/07/2023 14:00:00,23.18,-96.82,8.81,,,,,
3824,03/07/2023 14:10:00,23.21,-97.80,8.82,,,,,
3825,03/07/2023 14:20:00,23.23,-102.11,8.90,,,,,
3826,03/07/2023 14:30:00,23.28,-104.96,8.96,,,,,
3827,03/07/2023 14:40:00,23.28,-106.86,8.99,,,,,
3828,03/07/2023 14:50:00,23.30,-109.18,9.03,,,,,
3829,03/07/2023 15:00:00,23.28,-101.74,8.90,,,,,
3830,03/07/2023 15:10:00,23.26,-98.44,8.84,,,,,
3831,03/07/2023 15:20:00,23.30,-93.14,8.74,,,,,
3832,03/07/2023 15:30:00,23.28,-89.28,8.66,,,,,
3833,03/07/2023 15:40:00,23.26,-80.85,8.51,,,,,
3834,03/07/2023 15:50:00,23.23,-75.56,8.41,,,,,
3835,03/07/2023 16:00:00,23.21,-69.66,8.30,,,,,
3836,03/07/2023 16:10:00,23.21,-69.56,8.30,,,,,
3837,03/07/2023 16:20:00,23.21,-70.71,8.32,,,,,
3838,03/07/2023 16:30:00,23.21,-71.42,8.33,,,,,
3839,03/07/2023 16:40:00,23.21,-72.21,8.35,,,,,
3840,03/07/2023 16:50:00,23.21,-67.47,8.26,,,,,
3841,03/07/2023 17:00:00,23.21,-65.74,8.23,,,,,
3842,03/07/2023 17:10:00,23.18,-61.49,8.15,,,,,
3843,03/07/2023 17:20:00,23.18,-58.77,8.10,,,,,
3844,03/07/2023 17:30:00,23.16,-54.30,8.02,,,,,
3845,03/07/2023 17:40:00,23.16,-52.24,7.98,,,,,
3846,03/07/2023 17:50:00,23.16,-50.52,7.94,,,,,
3847,03/07/2023 18:00:00,23.14,-48.83,7.91,,,,,
3848,03/07/2023 18:10:00,23.14,-46.83,7.88,,,,,
3849,03/07/2023 18:20:00,23.11,-43.60,7.82,,,,,
3850,03/07/2023 18:30:00,23.11,-40.92,7.77,,,,,
3851,03/07/2023 18:40:00,23.09,-38.92,7.73,,,,,
3852,03/07/2023 18:50:00,23.09,-36.84,7.69,,,,,
3853,03/07/2023 19:00:00,23.09,-35.25,7.66,,,,,
3854,03/07/2023 19:10:00,23.06,-34.03,7.64,,,,,
3855,03/07/2023 19:20:00,23.06,-33.20,7.62,,,,,
3856,03/07/2023 19:30:00,23.04,-32.58,7.61,,,,,
3857,03/07/2023 19:40:00,23.02,-32.08,7.60,,,,,
3858,03/07/2023 19:50:00,22.99,-31.41,7.59,,,,,
3859,03/07/2023 20:00:00,22.94,-31.61,7.59,,,,,
3860,03/07/2023 20:10:00,22.92,-31.83,7.60,,,,,
3861,03/07/2023 20:20:00,22.90,-31.77,7.60,,,,,
3862,03/07/2023 20:30:00,22.87,-31.47,7.59,,,,,
3863,03/07/2023 20:40:00,22.85,-31.34,7.59,,,,,
3864,03/07/2023 20:50:00,22.85,-31.17,7.59,,,,,
3865,03/07/2023 21:00:00,22.82,-31.14,7.59,,,,,
3866,03/07/2023 21:10:00,22.82,-31.05,7.58,,,,,
3867,03/07/2023 21:20:00,22.80,-30.92,7.58,,,,,
3868,03/07/2023 21:30:00,22.78,-30.92,7.58,,,,,
3869,03/07/2023 21:40:00,22.78,-30.99,7.58,,,,,
3870,03/07/2023 21:50:00,22.75,-30.52,7.57,,,,,
3871,03/07/2023 22:00:00,22.75,-30.97,7.58,,,,,
3872,03/07/2023 22:10:00,22.73,-31.16,7.59,,,,,
3873,03/07/2023 22:20:00,22.70,-30.83,7.58,,,,,
3874,03/07/2023 22:30:00,22.70,-30.83,7.58,,,,,
3875,03/07/2023 22:40:00,22.68,-30.63,7.58,,,,,
3876,03/07/2023 22:50:00,22.66,-30.67,7.58,,,,,
3877,03/07/2023 23:00:00,22.63,-30.63,7.58,,,,,
3878,03/07/2023 23:10:00,22.63,-30.55,7.57,,,,,
3879,03/07/2023 23:20:00,22.61,-30.72,7.58,,,,,
3880,03/07/2023 23:30:00,22.61,-30.30,7.57,,,,,
3881,03/07/2023 23:40:00,22.58,-30.53,7.57,,,,,
3882,03/07/2023 23:50:00,22.58,-30.03,7.57,,,,,
3883,03/08/2023 00:00:00,22.58,-30.33,7.57,,,,,
3884,03/08/2023 00:10:00,22.61,-30.06,7.57,,,,,
3885,03/08/2023 00:20:00,22.61,-30.24,7.57,,,,,
3886,03/08/2023 00:30:00,22.58,-30.27,7.57,,,,,
3887,03/08/2023 00:40:00,22.56,-30.24,7.57,,,,,
3888,03/08/2023 00:50:00,22.56,-30.34,7.57,,,,,
3889,03/08/2023 01:00:00,22.56,-29.67,7.56,,,,,
3890,03/08/2023 01:10:00,22.54,-29.50,7.56,,,,,
3891,03/08/2023 01:20:00,22.51,-29.11,7.55,,,,,
3892,03/08/2023 01:30:00,22.51,-28.56,7.54,,,,,
3893,03/08/2023 01:40:00,22.49,-28.77,7.54,,,,,
3894,03/08/2023 01:50:00,22.49,-28.34,7.53,,,,,
3895,03/08/2023 02:00:00,22.49,-28.27,7.53,,,,,
3896,03/08/2023 02:10:00,22.49,-28.14,7.53,,,,,
3897,03/08/2023 02:20:00,22.47,-27.72,7.52,,,,,
3898,03/08/2023 02:30:00,22.47,-27.50,7.52,,,,,
3899,03/08/2023 02:40:00,22.47,-27.53,7.52,,,,,
3900,03/08/2023 02:50:00,22.47,-27.69,7.52,,,,,
3901,03/08/2023 03:00:00,22.47,-27.42,7.52,,,,,
3902,03/08/2023 03:10:00,22.47,-27.61,7.52,,,,,
3903,03/08/2023 03:20:00,22.49,-26.89,7.51,,,,,
3904,03/08/2023 03:30:00,22.49,-26.88,7.51,,,,,
3905,03/08/2023 03:40:00,22.49,-26.45,7.50,,,,,
3906,03/08/2023 03:50:00,22.49,-26.49,7.50,,,,,
3907,03/08/2023 04:00:00,22.49,-26.17,7.49,,,,,
3908,03/08/2023 04:10:00,22.49,-26.34,7.50,,,,,
3909,03/08/2023 04:20:00,22.49,-26.14,7.49,,,,,
3910,03/08/2023 04:30:00,22.49,-25.66,7.48,,,,,
3911,03/08/2023 04:40:00,22.49,-25.28,7.48,,,,,
3912,03/08/2023 04:50:00,22.51,-25.20,7.48,,,,,
3913,03/08/2023 05:00:00,22.51,-24.72,7.47,,,,,
3914,03/08/2023 05:10:00,22.49,-25.06,7.47,,,,,
3915,03/08/2023 05:20:00,22.49,-24.94,7.47,,,,,
3916,03/08/2023 05:30:00,22.49,-24.94,7.47,,,,,
3917,03/08/2023 05:40:00,22.47,-24.67,7.47,,,,,
3918,03/08/2023 05:50:00,22.47,-24.53,7.46,,,,,
3919,03/08/2023 06:00:00,22.49,-25.22,7.48,,,,,
3920,03/08/2023 06:10:00,22.49,-24.75,7.47,,,,,
3921,03/08/2023 06:20:00,22.49,-24.41,7.46,,,,,
3922,03/08/2023 06:30:00,22.47,-24.16,7.46,,,,,
3923,03/08/2023 06:40:00,22.47,-24.17,7.46,,,,,
3924,03/08/2023 06:50:00,22.47,-24.31,7.46,,,,,
3925,03/08/2023 07:00:00,22.49,-24.84,7.47,,,,,
3926,03/08/2023 07:10:00,22.49,-26.66,7.50,,,,,
3927,03/08/2023 07:20:00,22.49,-29.53,7.56,,,,,
3928,03/08/2023 07:30:00,22.49,-28.64,7.54,,,,,
3929,03/08/2023 07:40:00,22.47,-30.91,7.58,,,,,
3930,03/08/2023 07:50:00,22.49,-33.72,7.63,,,,,
3931,03/08/2023 08:00:00,22.51,-37.00,7.70,,,,,
3932,03/08/2023 08:10:00,22.56,-39.84,7.75,,,,,
3933,03/08/2023 08:20:00,22.54,-40.34,7.76,,,,,
3934,03/08/2023 08:30:00,22.54,-43.58,7.82,,,,,
3935,03/08/2023 08:40:00,22.58,-47.41,7.89,,,,,
3936,03/08/2023 08:50:00,22.61,-52.60,7.99,,,,,
3937,03/08/2023 09:00:00,22.61,-56.11,8.05,,,,,
3938,03/08/2023 09:10:00,22.63,-55.00,8.03,,,,,
3939,03/08/2023 09:20:00,22.61,-56.75,8.06,,,,,
3940,03/08/2023 09:30:00,22.63,-57.78,8.08,,,,,
3941,03/08/2023 09:40:00,22.61,-62.49,8.17,,,,,
3942,03/08/2023 09:50:00,22.58,-57.86,8.08,,,,,
3943,03/08/2023 10:00:00,22.63,-60.66,8.14,,,,,
3944,03/08/2023 10:10:00,22.58,-55.92,8.05,,,,,
3945,03/08/2023 10:20:00,22.63,-58.30,8.09,,,,,
3946,03/08/2023 10:30:00,22.63,-58.91,8.10,,,,,
3947,03/08/2023 10:40:00,22.68,-59.85,8.12,,,,,
3948,03/08/2023 10:50:00,22.68,-63.71,8.19,,,,,
3949,03/08/2023 11:00:00,22.68,-70.31,8.32,,,,,
3950,03/08/2023 11:10:00,22.75,-68.85,8.29,,,,,
3951,03/08/2023 11:20:00,22.78,-64.35,8.20,,,,,
3952,03/08/2023 11:30:00,22.70,-60.36,8.13,,,,,
3953,03/08/2023 11:40:00,22.70,-56.75,8.06,,,,,
3954,03/08/2023 11:50:00,22.70,-56.14,8.05,,,,,
3955,03/08/2023 12:00:00,22.78,-56.08,8.05,,,,,
3956,03/08/2023 12:10:00,22.82,-61.03,8.14,,,,,
3957,03/08/2023 12:20:00,22.90,-66.46,8.24,,,,,
3958,03/08/2023 12:30:00,22.92,-67.77,8.27,,,,,
3959,03/08/2023 12:40:00,22.97,-73.94,8.38,,,,,
3960,03/08/2023 12:50:00,22.99,-79.63,8.49,,,,,
3961,03/08/2023 13:00:00,23.02,-86.44,8.61,,,,,
3962,03/08/2023 13:10:00,23.04,-89.03,8.66,,,,,
3963,03/08/2023 13:20:00,23.06,-89.69,8.67,,,,,
3964,03/08/2023 13:30:00,23.09,-91.05,8.70,,,,,
3965,03/08/2023 13:40:00,23.09,-92.02,8.72,,,,,
3966,03/08/2023 13:50:00,23.11,-92.53,8.73,,,,,
3967,03/08/2023 14:00:00,23.14,-98.53,8.84,,,,,
3968,03/08/2023 14:10:00,23.18,-97.92,8.83,,,,,
3969,03/08/2023 14:20:00,23.14,-100.69,8.88,,,,,
3970,03/08/2023 14:30:00,23.16,-104.63,8.95,,,,,
3971,03/08/2023 14:40:00,23.21,-109.71,9.04,,,,,
3972,03/08/2023 14:50:00,23.23,-116.88,9.18,,,,,
3973,03/08/2023 15:00:00,23.26,-119.50,9.23,,,,,
3974,03/08/2023 15:10:00,23.23,-116.58,9.17,,,,,
3975,03/08/2023 15:20:00,23.23,-120.71,9.25,,,,,
3976,03/08/2023 15:30:00,23.26,-118.27,9.20,,,,,
3977,03/08/2023 15:40:00,23.26,-117.33,9.19,,,,,
3978,03/08/2023 15:50:00,23.26,-116.99,9.18,,,,,
3979,03/08/2023 16:00:00,23.21,-96.64,8.80,,,,,
3980,03/08/2023 16:10:00,23.18,-90.02,8.68,,,,,
3981,03/08/2023 16:20:00,23.18,-84.00,8.57,,,,,
3982,03/08/2023 16:30:00,23.14,-75.46,8.41,,,,,
3983,03/08/2023 16:40:00,23.11,-71.60,8.34,,,,,
3984,03/08/2023 16:50:00,23.09,-64.74,8.21,,,,,
3985,03/08/2023 17:00:00,23.06,-63.05,8.18,,,,,
3986,03/08/2023 17:10:00,23.06,-61.10,8.14,,,,,
3987,03/08/2023 17:20:00,23.06,-59.33,8.11,,,,,
3988,03/08/2023 17:30:00,23.04,-58.66,8.10,,,,,
3989,03/08/2023 17:40:00,23.04,-55.17,8.03,,,,,
3990,03/08/2023 17:50:00,23.02,-52.80,7.99,,,,,
3991,03/08/2023 18:00:00,22.99,-50.61,7.95,,,,,
3992,03/08/2023 18:10:00,22.97,-49.13,7.92,,,,,
3993,03/08/2023 18:20:00,22.94,-46.38,7.87,,,,,
3994,03/08/2023 18:30:00,22.90,-44.44,7.83,,,,,
3995,03/08/2023 18:40:00,22.87,-42.35,7.79,,,,,
3996,03/08/2023 18:50:00,22.85,-40.64,7.76,,,,,
3997,03/08/2023 19:00:00,22.82,-39.27,7.74,,,,,
3998,03/08/2023 19:10:00,22.78,-38.59,7.72,,,,,
3999,03/08/2023 19:20:00,22.75,-37.61,7.71,,,,,
4000,03/08/2023 19:30:00,22.73,-37.22,7.70,,,,,
4001,03/08/2023 19:40:00,22.70,-36.66,7.69,,,,,
4002,03/08/2023 19:50:00,22.66,-35.78,7.67,,,,,
4003,03/08/2023 20:00:00,22.63,-35.28,7.66,,,,,
4004,03/08/2023 20:10:00,22.61,-34.80,7.65,,,,,
4005,03/08/2023 20:20:00,22.58,-34.53,7.65,,,,,
4006,03/08/2023 20:30:00,22.58,-34.28,7.64,,,,,
4007,03/08/2023 20:40:00,22.56,-33.58,7.63,,,,,
4008,03/08/2023 20:50:00,22.56,-32.95,7.62,,,,,
4009,03/08/2023 21:00:00,22.54,-32.92,7.62,,,,,
4010,03/08/2023 21:10:00,22.51,-32.77,7.62,,,,,
4011,03/08/2023 21:20:00,22.51,-32.09,7.60,,,,,
4012,03/08/2023 21:30:00,22.49,-32.22,7.61,,,,,
4013,03/08/2023 21:40:00,22.47,-31.97,7.60,,,,,
4014,03/08/2023 21:50:00,22.44,-32.53,7.61,,,,,
4015,03/08/2023 22:00:00,22.42,-32.42,7.61,,,,,
4016,03/08/2023 22:10:00,22.39,-31.74,7.60,,,,,
4017,03/08/2023 22:20:00,22.37,-31.70,7.60,,,,,
4018,03/08/2023 22:30:00,22.37,-31.24,7.59,,,,,
4019,03/08/2023 22:40:00,22.35,-30.75,7.58,,,,,
4020,03/08/2023 22:50:00,22.35,-31.02,7.58,,,,,
4021,03/08/2023 23:00:00,22.32,-30.30,7.57,,,,,
4022,03/08/2023 23:10:00,22.32,-29.89,7.56,,,,,
4023,03/08/2023 23:20:00,22.30,-30.19,7.57,,,,,
4024,03/08/2023 23:30:00,22.27,-30.08,7.57,,,,,
4025,03/08/2023 23:40:00,22.27,-29.77,7.56,,,,,
4026,03/08/2023 23:50:00,22.25,-29.38,7.55,,,,,
4027,03/09/2023 00:00:00,22.25,-29.44,7.55,,,,,
4028,03/09/2023 00:10:00,22.23,-29.09,7.55,,,,,
4029,03/09/2023 00:20:00,22.23,-28.97,7.55,,,,,
4030,03/09/2023 00:30:00,22.23,-28.72,7.54,,,,,
4031,03/09/2023 00:40:00,22.23,-28.16,7.53,,,,,
4032,03/09/2023 00:50:00,22.20,-28.30,7.53,,,,,
4033,03/09/2023 01:00:00,22.18,-27.95,7.53,,,,,
4034,03/09/2023 01:10:00,22.18,-28.33,7.53,,,,,
4035,03/09/2023 01:20:00,22.15,-27.55,7.52,,,,,
4036,03/09/2023 01:30:00,22.15,-27.39,7.52,,,,,
4037,03/09/2023 01:40:00,22.13,-26.81,7.51,,,,,
4038,03/09/2023 01:50:00,22.13,-26.69,7.50,,,,,
4039,03/09/2023 02:00:00,22.13,-26.45,7.50,,,,,
4040,03/09/2023 02:10:00,22.13,-26.09,7.49,,,,,
4041,03/09/2023 02:20:00,22.13,-25.92,7.49,,,,,
4042,03/09/2023 02:30:00,22.13,-25.75,7.49,,,,,
4043,03/09/2023 02:40:00,22.11,-25.88,7.49,,,,,
4044,03/09/2023 02:50:00,22.08,-25.67,7.48,,,,,
4045,03/09/2023 03:00:00,22.08,-24.88,7.47,,,,,
4046,03/09/2023 03:10:00,22.08,-25.42,7.48,,,,,
4047,03/09/2023 03:20:00,22.06,-25.39,7.48,,,,,
4048,03/09/2023 03:30:00,22.06,-26.30,7.50,,,,,
4049,03/09/2023 03:40:00,22.06,-25.91,7.49,,,,,
4050,03/09/2023 03:50:00,22.06,-25.77,7.49,,,,,
4051,03/09/2023 04:00:00,22.06,-26.00,7.49,,,,,
4052,03/09/2023 04:10:00,22.06,-25.59,7.48,,,,,
4053,03/09/2023 04:20:00,22.06,-25.14,7.47,,,,,
4054,03/09/2023 04:30:00,22.06,-25.24,7.48,,,,,
4055,03/09/2023 04:40:00,22.06,-24.95,7.47,,,,,
4056,03/09/2023 04:50:00,22.06,-25.22,7.48,,,,,
4057,03/09/2023 05:00:00,22.03,-24.91,7.47,,,,,
4058,03/09/2023 05:10:00,22.03,-24.22,7.46,,,,,
4059,03/09/2023 05:20:00,22.06,-24.52,7.46,,,,,
4060,03/09/2023 05:30:00,22.03,-24.31,7.46,,,,,
4061,03/09/2023 05:40:00,22.03,-23.81,7.45,,,,,
4062,03/09/2023 05:50:00,22.01,-24.34,7.46,,,,,
4063,03/09/2023 06:00:00,22.01,-24.20,7.46,,,,,
4064,03/09/2023 06:10:00,22.03,-24.14,7.46,,,,,
4065,03/09/2023 06:20:00,22.01,-24.52,7.46,,,,,
4066,03/09/2023 06:30:00,22.01,-24.02,7.45,,,,,
4067,03/09/2023 06:40:00,21.99,-23.70,7.45,,,,,
4068,03/09/2023 06:50:00,22.01,-23.52,7.44,,,,,
4069,03/09/2023 07:00:00,22.01,-24.13,7.46,,,,,
4070,03/09/2023 07:10:00,22.01,-24.74,7.47,,,,,
4071,03/09/2023 07:20:00,22.01,-26.42,7.50,,,,,
4072,03/09/2023 07:30:00,22.01,-27.25,7.51,,,,,
4073,03/09/2023 07:40:00,22.01,-28.61,7.54,,,,,
4074,03/09/2023 07:50:00,22.01,-29.19,7.55,,,,,
4075,03/09/2023 08:00:00,21.99,-30.13,7.57,,,,,
4076,03/09/2023 08:10:00,21.99,-32.83,7.62,,,,,
4077,03/09/2023 08:20:00,21.99,-33.13,7.62,,,,,
4078,03/09/2023 08:30:00,21.96,-33.81,7.64,,,,,
4079,03/09/2023 08:40:00,21.99,-34.52,7.65,,,,,
4080,03/09/2023 08:50:00,21.99,-35.22,7.66,,,,,
4081,03/09/2023 09:00:00,21.99,-35.78,7.67,,,,,
4082,03/09/2023 09:10:00,21.96,-36.28,7.68,,,,,
4083,03/09/2023 09:20:00,21.96,-37.42,7.70,,,,,
4084,03/09/2023 09:30:00,21.96,-37.77,7.71,,,,,
4085,03/09/2023 09:40:00,21.99,-35.17,7.66,,,,,
4086,03/09/2023 09:50:00,21.99,-34.19,7.64,,,,,
4087,03/09/2023 10:00:00,22.01,-37.27,7.70,,,,,
4088,03/09/2023 10:10:00,22.01,-39.25,7.74,,,,,
4089,03/09/2023 10:20:00,22.01,-41.66,7.78,,,,,
4090,03/09/2023 10:30:00,22.01,-42.89,7.81,,,,,
4091,03/09/2023 10:40:00,22.01,-44.14,7.83,,,,,
4092,03/09/2023 10:50:00,22.03,-45.08,7.85,,,,,
4093,03/09/2023 11:00:00,22.03,-45.20,7.85,,,,,
4094,03/09/2023 11:10:00,22.06,-45.44,7.85,,,,,
4095,03/09/2023 11:20:00,22.06,-46.24,7.87,,,,,
4096,03/09/2023 11:30:00,22.06,-47.53,7.89,,,,,
4097,03/09/2023 11:40:00,22.06,-48.75,7.92,,,,,
4098,03/09/2023 11:50:00,22.08,-50.55,7.95,,,,,
4099,03/09/2023 12:00:00,22.13,-50.33,7.94,,,,,
4100,03/09/2023 12:10:00,22.15,-53.10,8.00,,,,,
4101,03/09/2023 12:20:00,22.18,-63.46,8.19,,,,,
4102,03/09/2023 12:30:00,22.23,-69.52,8.30,,,,,
4103,03/09/2023 12:40:00,22.32,-82.61,8.55,,,,,
4104,03/09/2023 12:50:00,22.37,-89.82,8.68,,,,,
4105,03/09/2023 13:00:00,22.44,-94.71,8.77,,,,,
4106,03/09/2023 13:10:00,22.49,-95.05,8.78,,,,,
4107,03/09/2023 13:20:00,22.49,-89.63,8.68,,,,,
4108,03/09/2023 13:30:00,22.51,-90.02,8.68,,,,,
4109,03/09/2023 13:40:00,22.56,-91.75,8.71,,,,,
4110,03/09/2023 13:50:00,22.58,-92.05,8.72,,,,,
4111,03/09/2023 14:00:00,22.61,-95.13,8.78,,,,,
4112,03/09/2023 14:10:00,22.66,-95.10,8.78,,,,,
4113,03/09/2023 14:20:00,22.68,-101.32,8.89,,,,,
4114,03/09/2023 14:30:00,22.68,-93.82,8.75,,,,,
4115,03/09/2023 14:40:00,22.70,-105.43,8.97,,,,,
4116,03/09/2023 14:50:00,22.75,-113.77,9.12,,,,,
4117,03/09/2023 15:00:00,22.82,-120.55,9.25,,,,,
4118,03/09/2023 15:10:00,22.80,-112.77,9.10,,,,,
4119,03/09/2023 15:20:00,22.85,-122.57,9.29,,,,,
4120,03/09/2023 15:30:00,22.90,-122.78,9.29,,,,,
4121,03/09/2023 15:40:00,22.90,-124.14,9.32,,,,,
4122,03/09/2023 15:50:00,22.90,-118.57,9.21,,,,,
4123,03/09/2023 16:00:00,22.85,-99.60,8.86,,,,,
4124,03/09/2023 16:10:00,22.82,-92.83,8.73,,,,,
4125,03/09/2023 16:20:00,22.80,-89.02,8.66,,,,,
4126,03/09/2023 16:30:00,22.78,-85.61,8.60,,,,,
4127,03/09/2023 16:40:00,22.73,-81.94,8.53,,,,,
4128,03/09/2023 16:50:00,22.73,-75.81,8.42,,,,,
4129,03/09/2023 17:00:00,22.70,-72.49,8.36,,,,,
4130,03/09/2023 17:10:00,22.70,-70.33,8.32,,,,,
4131,03/09/2023 17:20:00,22.68,-68.49,8.28,,,,,
4132,03/09/2023 17:30:00,22.66,-67.85,8.27,,,,,
4133,03/09/2023 17:40:00,22.66,-66.86,8.25,,,,,
4134,03/09/2023 17:50:00,22.63,-63.86,8.20,,,,,
4135,03/09/2023 18:00:00,22.58,-61.47,8.15,,,,,
4136,03/09/2023 18:10:00,22.58,-60.02,8.12,,,,,
4137,03/09/2023 18:20:00,22.56,-58.25,8.09,,,,,
4138,03/09/2023 18:30:00,22.54,-55.02,8.03,,,,,
4139,03/09/2023 18:40:00,22.51,-51.81,7.97,,,,,
4140,03/09/2023 18:50:00,22.49,-48.69,7.91,,,,,
4141,03/09/2023 19:00:00,22.47,-46.02,7.86,,,,,
4142,03/09/2023 19:10:00,22.47,-44.25,7.83,,,,,
4143,03/09/2023 19:20:00,22.44,-42.66,7.80,,,,,
4144,03/09/2023 19:30:00,22.44,-41.27,7.77,,,,,
4145,03/09/2023 19:40:00,22.42,-40.22,7.76,,,,,
4146,03/09/2023 19:50:00,22.39,-39.16,7.74,,,,,
4147,03/09/2023 20:00:00,22.37,-38.28,7.72,,,,,
4148,03/09/2023 20:10:00,22.37,-37.24,7.70,,,,,
4149,03/09/2023 20:20:00,22.35,-36.63,7.69,,,,,
4150,03/09/2023 20:30:00,22.35,-35.92,7.68,,,,,
4151,03/09/2023 20:40:00,22.32,-35.22,7.66,,,,,
4152,03/09/2023 20:50:00,22.32,-34.16,7.64,,,,,
4153,03/09/2023 21:00:00,22.30,-33.36,7.63,,,,,
4154,03/09/2023 21:10:00,22.27,-32.31,7.61,,,,,
4155,03/09/2023 21:20:00,22.25,-32.00,7.60,,,,,
4156,03/09/2023 21:30:00,22.23,-31.69,7.60,,,,,
4157,03/09/2023 21:40:00,22.23,-31.30,7.59,,,,,
4158,03/09/2023 21:50:00,22.20,-31.27,7.59,,,,,
4159,03/09/2023 22:00:00,22.18,-30.66,7.58,,,,,
4160,03/09/2023 22:10:00,22.18,-30.03,7.57,,,,,
4161,03/09/2023 22:20:00,22.15,-29.58,7.56,,,,,
4162,03/09/2023 22:30:00,22.13,-29.38,7.55,,,,,
4163,03/09/2023 22:40:00,22.13,-28.84,7.54,,,,,
4164,03/09/2023 22:50:00,22.11,-28.45,7.54,,,,,
4165,03/09/2023 23:00:00,22.08,-28.49,7.54,,,,,
4166,03/09/2023 23:10:00,22.08,-27.89,7.53,,,,,
4167,03/09/2023 23:20:00,22.06,-27.74,7.52,,,,,
