#,Date-Time (HST),Temperature   (°C),Millivolts   (mv),pH   (pH),Started,Button Down,Button Up,Host Connected,End of File
6122,09/11/2025 13:10:00,29.07,-82.92,8.48,,,,,
6123,09/11/2025 13:20:00,29.14,-82.64,8.48,,,,,
6124,09/11/2025 13:30:00,29.09,-73.00,8.30,,,,,
6125,09/11/2025 13:40:00,29.16,-72.00,8.28,,,,,
6126,09/11/2025 13:50:00,29.19,-63.60,8.12,,,,,
6127,09/11/2025 14:00:00,29.21,-58.33,8.02,,,,,
6128,09/11/2025 14:10:00,29.24,-53.30,7.93,,,,,
6129,09/11/2025 14:20:00,29.26,-53.20,7.92,,,,,
6130,09/11/2025 14:30:00,29.29,-54.30,7.94,,,,,
6131,09/11/2025 14:40:00,29.26,-52.60,7.91,,,,,
6132,09/11/2025 14:50:00,29.26,-53.16,7.92,,,,,
6133,09/11/2025 15:00:00,29.26,-54.00,7.94,,,,,
6134,09/11/2025 15:10:00,29.29,-49.97,7.86,,,,,
6135,09/11/2025 15:20:00,29.31,-45.92,7.79,,,,,
6136,09/11/2025 15:30:00,29.36,-42.80,7.73,,,,,
6137,09/11/2025 15:40:00,29.39,-42.08,7.72,,,,,
6138,09/11/2025 15:50:00,29.39,-40.75,7.69,,,,,
6139,09/11/2025 16:00:00,29.41,-41.06,7.70,,,,,
6140,09/11/2025 16:10:00,29.44,-40.06,7.68,,,,,
6141,09/11/2025 16:20:00,29.46,-39.67,7.67,,,,,
6142,09/11/2025 16:30:00,29.44,-38.34,7.65,,,,,
6143,09/11/2025 16:40:00,29.41,-38.05,7.64,,,,,
6144,09/11/2025 16:50:00,29.39,-38.55,7.65,,,,,
6145,09/11/2025 17:00:00,29.39,-39.83,7.67,,,,,
6146,09/11/2025 17:10:00,29.39,-38.33,7.65,,,,,
6147,09/11/2025 17:20:00,29.36,-38.63,7.65,,,,,
6148,09/11/2025 17:30:00,29.34,-38.55,7.65,,,,,
6149,09/11/2025 17:40:00,29.31,-37.95,7.64,,,,,
6150,09/11/2025 17:50:00,29.26,-36.89,7.62,,,,,
6151,09/11/2025 18:00:00,29.21,-36.45,7.61,,,,,
6152,09/11/2025 18:10:00,29.19,-35.70,7.60,,,,,
6153,09/11/2025 18:20:00,29.14,-35.42,7.59,,,,,
6154,09/11/2025 18:30:00,29.11,-34.99,7.58,,,,,
6155,09/11/2025 18:40:00,29.09,-34.00,7.57,,,,,
6156,09/11/2025 18:50:00,29.07,-33.88,7.56,,,,,
6157,09/11/2025 19:00:00,29.04,-32.52,7.54,,,,,
6158,09/11/2025 19:10:00,29.02,-32.11,7.53,,,,,
6159,09/11/2025 19:20:00,28.99,-31.72,7.52,,,,,
6160,09/11/2025 19:30:00,28.94,-30.99,7.51,,,,,
6161,09/11/2025 19:40:00,28.89,-30.88,7.51,,,,,
6162,09/11/2025 19:50:00,28.87,-30.66,7.50,,,,,
6163,09/11/2025 20:00:00,28.82,-30.16,7.49,,,,,
6164,09/11/2025 20:10:00,28.82,-29.33,7.48,,,,,
6165,09/11/2025 20:20:00,28.77,-29.61,7.48,,,,,
6166,09/11/2025 20:30:00,28.74,-29.28,7.48,,,,,
6167,09/11/2025 20:40:00,28.72,-28.72,7.47,,,,,
6168,09/11/2025 20:50:00,28.69,-29.00,7.47,,,,,
6169,09/11/2025 21:00:00,28.67,-28.91,7.47,,,,,
6170,09/11/2025 21:10:00,28.64,-28.44,7.46,,,,,
6171,09/11/2025 21:20:00,28.62,-28.20,7.46,,,,,
6172,09/11/2025 21:30:00,28.59,-28.00,7.45,,,,,
6173,09/11/2025 21:40:00,28.57,-28.11,7.46,,,,,
6174,09/11/2025 21:50:00,28.52,-27.89,7.45,,,,,
6175,09/11/2025 22:00:00,28.49,-27.89,7.45,,,,,
6176,09/11/2025 22:10:00,28.44,-27.92,7.45,,,,,
6177,09/11/2025 22:20:00,28.42,-27.74,7.45,,,,,
6178,09/11/2025 22:30:00,28.39,-27.67,7.45,,,,,
6179,09/11/2025 22:40:00,28.39,-27.75,7.45,,,,,
6180,09/11/2025 22:50:00,28.34,-27.63,7.45,,,,,
6181,09/11/2025 23:00:00,28.32,-27.67,7.45,,,,,
6182,09/11/2025 23:10:00,28.30,-27.77,7.45,,,,,
6183,09/11/2025 23:20:00,28.25,-27.64,7.45,,,,,
6184,09/11/2025 23:30:00,28.20,-27.58,7.45,,,,,
6185,09/11/2025 23:40:00,28.17,-27.45,7.44,,,,,
6186,09/11/2025 23:50:00,28.15,-27.36,7.44,,,,,
6187,09/12/2025 00:00:00,28.12,-27.38,7.44,,,,,
6188,09/12/2025 00:10:00,28.10,-27.34,7.44,,,,,
6189,09/12/2025 00:20:00,28.10,-27.47,7.44,,,,,
6190,09/12/2025 00:30:00,28.05,-27.59,7.45,,,,,
6191,09/12/2025 00:40:00,28.02,-27.53,7.45,,,,,
6192,09/12/2025 00:50:00,28.00,-27.55,7.45,,,,,
6193,09/12/2025 01:00:00,27.97,-27.50,7.45,,,,,
6194,09/12/2025 01:10:00,27.95,-27.47,7.44,,,,,
6195,09/12/2025 01:20:00,27.95,-27.31,7.44,,,,,
6196,09/12/2025 01:30:00,27.95,-27.19,7.44,,,,,
6197,09/12/2025 01:40:00,27.92,-27.24,7.44,,,,,
6198,09/12/2025 01:50:00,27.87,-27.17,7.44,,,,,
6199,09/12/2025 02:00:00,27.85,-27.31,7.44,,,,,
6200,09/12/2025 02:10:00,27.83,-27.27,7.44,,,,,
6201,09/12/2025 02:20:00,27.78,-27.34,7.44,,,,,
6202,09/12/2025 02:30:00,27.78,-27.30,7.44,,,,,
6203,09/12/2025 02:40:00,27.75,-27.27,7.44,,,,,
6204,09/12/2025 02:50:00,27.73,-27.20,7.44,,,,,
6205,09/12/2025 03:00:00,27.70,-27.16,7.44,,,,,
6206,09/12/2025 03:10:00,27.68,-27.13,7.44,,,,,
6207,09/12/2025 03:20:00,27.65,-27.11,7.44,,,,,
6208,09/12/2025 03:30:00,27.63,-27.06,7.44,,,,,
6209,09/12/2025 03:40:00,27.60,-27.08,7.44,,,,,
6210,09/12/2025 03:50:00,27.58,-27.09,7.44,,,,,
6211,09/12/2025 04:00:00,27.55,-27.13,7.44,,,,,
6212,09/12/2025 04:10:00,27.53,-27.11,7.44,,,,,
6213,09/12/2025 04:20:00,27.51,-27.17,7.44,,,,,
6214,09/12/2025 04:30:00,27.48,-27.17,7.44,,,,,
6215,09/12/2025 04:40:00,27.46,-27.19,7.44,,,,,
6216,09/12/2025 04:50:00,27.43,-27.19,7.44,,,,,
6217,09/12/2025 05:00:00,27.41,-27.22,7.44,,,,,
6218,09/12/2025 05:10:00,27.38,-27.19,7.44,,,,,
6219,09/12/2025 05:20:00,27.36,-27.19,7.44,,,,,
6220,09/12/2025 05:30:00,27.33,-27.16,7.44,,,,,
6221,09/12/2025 05:40:00,27.33,-27.11,7.44,,,,,
6222,09/12/2025 05:50:00,27.28,-27.03,7.44,,,,,
6223,09/12/2025 06:00:00,27.26,-27.17,7.44,,,,,
6224,09/12/2025 06:10:00,27.23,-27.30,7.44,,,,,
6225,09/12/2025 06:20:00,27.21,-27.41,7.44,,,,,
6226,09/12/2025 06:30:00,27.19,-27.45,7.45,,,,,
6227,09/12/2025 06:40:00,27.16,-27.41,7.44,,,,,
6228,09/12/2025 06:50:00,27.14,-27.38,7.44,,,,,
6229,09/12/2025 07:00:00,27.14,-27.31,7.44,,,,,
6230,09/12/2025 07:10:00,27.09,-27.33,7.44,,,,,
6231,09/12/2025 07:20:00,27.04,-27.39,7.44,,,,,
6232,09/12/2025 07:30:00,26.99,-27.58,7.45,,,,,
6233,09/12/2025 07:40:00,26.94,-27.69,7.45,,,,,
6234,09/12/2025 07:50:00,26.94,-27.59,7.45,,,,,
6235,09/12/2025 08:00:00,26.92,-27.75,7.45,,,,,
6236,09/12/2025 08:10:00,26.89,-27.92,7.45,,,,,
6237,09/12/2025 08:20:00,26.89,-29.63,7.49,,,,,
6238,09/12/2025 08:30:00,26.92,-45.28,7.78,,,,,
6239,09/12/2025 08:40:00,26.96,-52.45,7.92,,,,,
6240,09/12/2025 08:50:00,26.94,-53.38,7.93,,,,,
6241,09/12/2025 09:00:00,26.89,-47.45,7.82,,,,,
6242,09/12/2025 09:10:00,26.94,-54.69,7.96,,,,,
6243,09/12/2025 09:20:00,26.94,-60.89,8.08,,,,,
6244,09/12/2025 09:30:00,26.96,-59.05,8.04,,,,,
6245,09/12/2025 09:40:00,27.01,-62.56,8.11,,,,,
6246,09/12/2025 09:50:00,27.04,-66.35,8.18,,,,,
6247,09/12/2025 10:00:00,27.09,-65.66,8.17,,,,,
6248,09/12/2025 10:10:00,27.14,-64.33,8.14,,,,,
6249,09/12/2025 10:20:00,27.21,-66.13,8.17,,,,,
6250,09/12/2025 10:30:00,27.28,-67.08,8.19,,,,,
6251,09/12/2025 10:40:00,27.43,-68.77,8.22,,,,,
6252,09/12/2025 10:50:00,27.51,-69.71,8.24,,,,,
6253,09/12/2025 11:00:00,27.60,-72.81,8.30,,,,,
6254,09/12/2025 11:10:00,27.68,-73.00,8.30,,,,,
6255,09/12/2025 11:20:00,27.83,-75.46,8.35,,,,,
6256,09/12/2025 11:30:00,27.95,-73.72,8.31,,,,,
6257,09/12/2025 11:40:00,28.05,-68.56,8.22,,,,,
6258,09/12/2025 11:50:00,28.17,-76.11,8.36,,,,,
6259,09/12/2025 12:00:00,28.27,-82.82,8.48,,,,,
6260,09/12/2025 12:10:00,28.34,-81.27,8.45,,,,,
6261,09/12/2025 12:20:00,28.39,-80.91,8.45,,,,,
6262,09/12/2025 12:30:00,28.44,-81.19,8.45,,,,,
6263,09/12/2025 12:40:00,28.49,-80.77,8.44,,,,,
6264,09/12/2025 12:50:00,28.62,-85.08,8.52,,,,,
6265,09/12/2025 13:00:00,28.69,-84.53,8.51,,,,,
6266,09/12/2025 13:10:00,28.74,-87.19,8.56,,,,,
6267,09/12/2025 13:20:00,28.79,-88.17,8.58,,,,,
6268,09/12/2025 13:30:00,28.87,-84.91,8.52,,,,,
6269,09/12/2025 13:40:00,28.82,-74.55,8.33,,,,,
6270,09/12/2025 13:50:00,28.79,-66.41,8.17,,,,,
6271,09/12/2025 14:00:00,28.84,-60.33,8.06,,,,,
6272,09/12/2025 14:10:00,28.89,-55.30,7.96,,,,,
6273,09/12/2025 14:20:00,28.99,-52.33,7.91,,,,,
6274,09/12/2025 14:30:00,29.07,-58.42,8.02,,,,,
6275,09/12/2025 14:40:00,29.09,-59.69,8.05,,,,,
6276,09/12/2025 14:50:00,29.11,-59.06,8.03,,,,,
6277,09/12/2025 15:00:00,29.21,-55.86,7.97,,,,,
6278,09/12/2025 15:10:00,29.26,-50.81,7.88,,,,,
6279,09/12/2025 15:20:00,29.26,-47.55,7.82,,,,,
6280,09/12/2025 15:30:00,29.29,-45.47,7.78,,,,,
6281,09/12/2025 15:40:00,29.31,-44.50,7.76,,,,,
6282,09/12/2025 15:50:00,29.29,-44.02,7.75,,,,,
6283,09/12/2025 16:00:00,29.26,-43.25,7.74,,,,,
6284,09/12/2025 16:10:00,29.29,-42.38,7.72,,,,,
6285,09/12/2025 16:20:00,29.26,-41.56,7.71,,,,,
6286,09/12/2025 16:30:00,29.26,-40.25,7.68,,,,,
6287,09/12/2025 16:40:00,29.19,-40.92,7.69,,,,,
6288,09/12/2025 16:50:00,29.19,-40.89,7.69,,,,,
6289,09/12/2025 17:00:00,29.16,-40.78,7.69,,,,,
6290,09/12/2025 17:10:00,29.16,-39.38,7.67,,,,,
6291,09/12/2025 17:20:00,29.16,-39.28,7.66,,,,,
6292,09/12/2025 17:30:00,29.11,-39.50,7.67,,,,,
6293,09/12/2025 17:40:00,29.09,-39.13,7.66,,,,,
6294,09/12/2025 17:50:00,29.04,-38.69,7.65,,,,,
6295,09/12/2025 18:00:00,28.99,-38.30,7.65,,,,,
6296,09/12/2025 18:10:00,28.94,-38.31,7.65,,,,,
6297,09/12/2025 18:20:00,28.92,-37.30,7.63,,,,,
6298,09/12/2025 18:30:00,28.89,-36.49,7.61,,,,,
6299,09/12/2025 18:40:00,28.84,-35.33,7.59,,,,,
6300,09/12/2025 18:50:00,28.79,-35.20,7.59,,,,,
6301,09/12/2025 19:00:00,28.79,-34.55,7.58,,,,,
6302,09/12/2025 19:10:00,28.77,-35.20,7.59,,,,,
6303,09/12/2025 19:20:00,28.69,-34.17,7.57,,,,,
6304,09/12/2025 19:30:00,28.67,-33.59,7.56,,,,,
6305,09/12/2025 19:40:00,28.64,-32.19,7.53,,,,,
6306,09/12/2025 19:50:00,28.59,-32.17,7.53,,,,,
6307,09/12/2025 20:00:00,28.54,-31.66,7.52,,,,,
6308,09/12/2025 20:10:00,28.52,-31.06,7.51,,,,,
6309,09/12/2025 20:20:00,28.49,-31.03,7.51,,,,,
6310,09/12/2025 20:30:00,28.44,-30.89,7.51,,,,,
6311,09/12/2025 20:40:00,28.42,-30.94,7.51,,,,,
6312,09/12/2025 20:50:00,28.39,-29.86,7.49,,,,,
6313,09/12/2025 21:00:00,28.37,-30.31,7.50,,,,,
6314,09/12/2025 21:10:00,28.34,-30.14,7.49,,,,,
6315,09/12/2025 21:20:00,28.30,-30.70,7.50,,,,,
6316,09/12/2025 21:30:00,28.27,-29.67,7.49,,,,,
6317,09/12/2025 21:40:00,28.25,-29.58,7.48,,,,,
6318,09/12/2025 21:50:00,28.22,-29.53,7.48,,,,,
6319,09/12/2025 22:00:00,28.17,-29.81,7.49,,,,,
6320,09/12/2025 22:10:00,28.15,-29.24,7.48,,,,,
6321,09/12/2025 22:20:00,28.10,-28.91,7.47,,,,,
6322,09/12/2025 22:30:00,28.07,-28.72,7.47,,,,,
6323,09/12/2025 22:40:00,28.05,-28.94,7.47,,,,,
6324,09/12/2025 22:50:00,28.02,-28.75,7.47,,,,,
6325,09/12/2025 23:00:00,27.97,-28.63,7.47,,,,,
6326,09/12/2025 23:10:00,27.95,-28.30,7.46,,,,,
6327,09/12/2025 23:20:00,27.92,-28.41,7.46,,,,,
6328,09/12/2025 23:30:00,27.87,-28.22,7.46,,,,,
6329,09/12/2025 23:40:00,27.85,-28.22,7.46,,,,,
6330,09/12/2025 23:50:00,27.83,-28.16,7.46,,,,,
6331,09/13/2025 00:00:00,27.80,-28.05,7.46,,,,,
6332,09/13/2025 00:10:00,27.78,-28.27,7.46,,,,,
6333,09/13/2025 00:20:00,27.75,-28.08,7.46,,,,,
6334,09/13/2025 00:30:00,27.70,-28.13,7.46,,,,,
6335,09/13/2025 00:40:00,27.68,-28.20,7.46,,,,,
6336,09/13/2025 00:50:00,27.65,-28.17,7.46,,,,,
6337,09/13/2025 01:00:00,27.60,-28.11,7.46,,,,,
6338,09/13/2025 01:10:00,27.58,-27.95,7.45,,,,,
6339,09/13/2025 01:20:00,27.55,-27.84,7.45,,,,,
6340,09/13/2025 01:30:00,27.51,-27.78,7.45,,,,,
6341,09/13/2025 01:40:00,27.48,-27.77,7.45,,,,,
6342,09/13/2025 01:50:00,27.46,-27.80,7.45,,,,,
6343,09/13/2025 02:00:00,27.43,-27.83,7.45,,,,,
6344,09/13/2025 02:10:00,27.43,-27.67,7.45,,,,,
6345,09/13/2025 02:20:00,27.38,-27.66,7.45,,,,,
6346,09/13/2025 02:30:00,27.38,-27.59,7.45,,,,,
6347,09/13/2025 02:40:00,27.36,-27.49,7.45,,,,,
6348,09/13/2025 02:50:00,27.33,-27.36,7.44,,,,,
6349,09/13/2025 03:00:00,27.31,-27.55,7.45,,,,,
6350,09/13/2025 03:10:00,27.28,-27.44,7.45,,,,,
6351,09/13/2025 03:20:00,27.26,-27.47,7.45,,,,,
6352,09/13/2025 03:30:00,27.21,-27.49,7.45,,,,,
6353,09/13/2025 03:40:00,27.19,-27.41,7.44,,,,,
6354,09/13/2025 03:50:00,27.16,-27.38,7.44,,,,,
6355,09/13/2025 04:00:00,27.09,-27.58,7.45,,,,,
6356,09/13/2025 04:10:00,27.06,-27.44,7.45,,,,,
6357,09/13/2025 04:20:00,27.04,-27.36,7.44,,,,,
6358,09/13/2025 04:30:00,27.01,-27.39,7.44,,,,,
6359,09/13/2025 04:40:00,26.96,-27.59,7.45,,,,,
6360,09/13/2025 04:50:00,26.96,-27.42,7.45,,,,,
6361,09/13/2025 05:00:00,26.94,-27.34,7.44,,,,,
6362,09/13/2025 05:10:00,26.92,-27.33,7.44,,,,,
6363,09/13/2025 05:20:00,26.89,-27.53,7.45,,,,,
6364,09/13/2025 05:30:00,26.87,-27.56,7.45,,,,,
6365,09/13/2025 05:40:00,26.87,-27.42,7.45,,,,,
6366,09/13/2025 05:50:00,26.82,-27.38,7.44,,,,,
6367,09/13/2025 06:00:00,26.77,-27.49,7.45,,,,,
6368,09/13/2025 06:10:00,26.77,-27.36,7.44,,,,,
6369,09/13/2025 06:20:00,26.72,-27.53,7.45,,,,,
6370,09/13/2025 06:30:00,26.70,-27.44,7.45,,,,,
6371,09/13/2025 06:40:00,26.67,-27.39,7.45,,,,,
6372,09/13/2025 06:50:00,26.65,-27.56,7.45,,,,,
6373,09/13/2025 07:00:00,26.62,-27.78,7.45,,,,,
6374,09/13/2025 07:10:00,26.60,-27.83,7.45,,,,,
6375,09/13/2025 07:20:00,26.60,-27.86,7.45,,,,,
6376,09/13/2025 07:30:00,26.57,-28.02,7.46,,,,,
6377,09/13/2025 07:40:00,26.55,-28.16,7.46,,,,,
6378,09/13/2025 07:50:00,26.55,-28.52,7.47,,,,,
6379,09/13/2025 08:00:00,26.52,-28.33,7.46,,,,,
6380,09/13/2025 08:10:00,26.55,-28.55,7.47,,,,,
6381,09/13/2025 08:20:00,26.55,-33.70,7.56,,,,,
6382,09/13/2025 08:30:00,26.57,-44.88,7.78,,,,,
6383,09/13/2025 08:40:00,26.60,-46.14,7.80,,,,,
6384,09/13/2025 08:50:00,26.62,-48.91,7.85,,,,,
6385,09/13/2025 09:00:00,26.65,-55.00,7.97,,,,,
6386,09/13/2025 09:10:00,26.60,-49.67,7.87,,,,,
6387,09/13/2025 09:20:00,26.57,-53.08,7.93,,,,,
6388,09/13/2025 09:30:00,26.60,-51.67,7.90,,,,,
6389,09/13/2025 09:40:00,26.67,-54.85,7.96,,,,,
6390,09/13/2025 09:50:00,26.72,-52.10,7.91,,,,,
6391,09/13/2025 10:00:00,26.72,-43.85,7.76,,,,,
6392,09/13/2025 10:10:00,26.82,-52.99,7.93,,,,,
6393,09/13/2025 10:20:00,26.87,-56.64,8.00,,,,,
6394,09/13/2025 10:30:00,26.89,-48.91,7.85,,,,,
6395,09/13/2025 10:40:00,26.94,-52.55,7.92,,,,,
6396,09/13/2025 10:50:00,27.04,-63.81,8.13,,,,,
6397,09/13/2025 11:00:00,27.16,-69.66,8.24,,,,,
6398,09/13/2025 11:10:00,27.21,-65.94,8.17,,,,,
6399,09/13/2025 11:20:00,27.38,-72.31,8.29,,,,,
6400,09/13/2025 11:30:00,27.46,-73.86,8.32,,,,,
6401,09/13/2025 11:40:00,27.58,-74.63,8.33,,,,,
6402,09/13/2025 11:50:00,27.73,-77.47,8.39,,,,,
6403,09/13/2025 12:00:00,27.87,-80.08,8.43,,,,,
6404,09/13/2025 12:10:00,27.97,-81.94,8.47,,,,,
6405,09/13/2025 12:20:00,28.07,-83.21,8.49,,,,,
6406,09/13/2025 12:30:00,28.20,-84.00,8.51,,,,,
6407,09/13/2025 12:40:00,28.32,-84.57,8.52,,,,,
6408,09/13/2025 12:50:00,28.42,-85.58,8.53,,,,,
6409,09/13/2025 13:00:00,28.52,-82.94,8.48,,,,,
6410,09/13/2025 13:10:00,28.64,-85.75,8.54,,,,,
6411,09/13/2025 13:20:00,28.69,-83.02,8.48,,,,,
6412,09/13/2025 13:30:00,28.77,-81.85,8.46,,,,,
6413,09/13/2025 13:40:00,28.74,-68.85,8.22,,,,,
6414,09/13/2025 13:50:00,28.72,-61.99,8.09,,,,,
6415,09/13/2025 14:00:00,28.77,-57.08,8.00,,,,,
6416,09/13/2025 14:10:00,28.82,-52.50,7.91,,,,,
6417,09/13/2025 14:20:00,28.84,-50.16,7.87,,,,,
6418,09/13/2025 14:30:00,28.97,-54.19,7.94,,,,,
6419,09/13/2025 14:40:00,28.99,-51.99,7.90,,,,,
6420,09/13/2025 14:50:00,29.02,-51.80,7.90,,,,,
6421,09/13/2025 15:00:00,29.09,-50.17,7.87,,,,,
6422,09/13/2025 15:10:00,29.11,-46.99,7.81,,,,,
6423,09/13/2025 15:20:00,29.14,-44.89,7.77,,,,,
6424,09/13/2025 15:30:00,29.19,-44.30,7.76,,,,,
6425,09/13/2025 15:40:00,29.21,-42.69,7.73,,,,,
6426,09/13/2025 15:50:00,29.24,-42.08,7.72,,,,,
6427,09/13/2025 16:00:00,29.24,-40.95,7.70,,,,,
6428,09/13/2025 16:10:00,29.24,-40.63,7.69,,,,,
6429,09/13/2025 16:20:00,29.26,-39.84,7.67,,,,,
6430,09/13/2025 16:30:00,29.29,-39.97,7.68,,,,,
6431,09/13/2025 16:40:00,29.29,-39.14,7.66,,,,,
6432,09/13/2025 16:50:00,29.26,-38.69,7.65,,,,,
6433,09/13/2025 17:00:00,29.24,-38.31,7.65,,,,,
6434,09/13/2025 17:10:00,29.19,-37.77,7.64,,,,,
6435,09/13/2025 17:20:00,29.19,-37.75,7.64,,,,,
6436,09/13/2025 17:30:00,29.14,-37.39,7.63,,,,,
6437,09/13/2025 17:40:00,29.09,-37.02,7.62,,,,,
6438,09/13/2025 17:50:00,29.04,-36.69,7.62,,,,,
6439,09/13/2025 18:00:00,29.02,-36.61,7.61,,,,,
6440,09/13/2025 18:10:00,28.94,-36.33,7.61,,,,,
6441,09/13/2025 18:20:00,28.92,-35.56,7.59,,,,,
6442,09/13/2025 18:30:00,28.87,-35.00,7.58,,,,,
6443,09/13/2025 18:40:00,28.82,-34.33,7.57,,,,,
6444,09/13/2025 18:50:00,28.77,-33.49,7.56,,,,,
6445,09/13/2025 19:00:00,28.74,-32.61,7.54,,,,,
6446,09/13/2025 19:10:00,28.69,-32.06,7.53,,,,,
6447,09/13/2025 19:20:00,28.64,-31.95,7.53,,,,,
6448,09/13/2025 19:30:00,28.59,-31.50,7.52,,,,,
6449,09/13/2025 19:40:00,28.57,-30.45,7.50,,,,,
6450,09/13/2025 19:50:00,28.52,-30.56,7.50,,,,,
6451,09/13/2025 20:00:00,28.47,-30.97,7.51,,,,,
6452,09/13/2025 20:10:00,28.44,-30.99,7.51,,,,,
6453,09/13/2025 20:20:00,28.39,-30.45,7.50,,,,,
6454,09/13/2025 20:30:00,28.34,-29.95,7.49,,,,,
6455,09/13/2025 20:40:00,28.30,-30.06,7.49,,,,,
6456,09/13/2025 20:50:00,28.22,-30.17,7.50,,,,,
6457,09/13/2025 21:00:00,28.17,-29.92,7.49,,,,,
6458,09/13/2025 21:10:00,28.15,-29.50,7.48,,,,,
6459,09/13/2025 21:20:00,28.10,-29.67,7.49,,,,,
6460,09/13/2025 21:30:00,28.05,-29.38,7.48,,,,,
6461,09/13/2025 21:40:00,28.00,-29.50,7.48,,,,,
6462,09/13/2025 21:50:00,27.95,-29.63,7.49,,,,,
6463,09/13/2025 22:00:00,27.90,-29.31,7.48,,,,,
6464,09/13/2025 22:10:00,27.87,-28.86,7.47,,,,,
6465,09/13/2025 22:20:00,27.83,-29.58,7.48,,,,,
6466,09/13/2025 22:30:00,27.80,-28.91,7.47,,,,,
6467,09/13/2025 22:40:00,27.75,-28.95,7.47,,,,,
6468,09/13/2025 22:50:00,27.73,-28.74,7.47,,,,,
6469,09/13/2025 23:00:00,27.70,-28.72,7.47,,,,,
6470,09/13/2025 23:10:00,27.68,-28.72,7.47,,,,,
6471,09/13/2025 23:20:00,27.65,-28.70,7.47,,,,,
6472,09/13/2025 23:30:00,27.63,-28.72,7.47,,,,,
6473,09/13/2025 23:40:00,27.60,-28.53,7.47,,,,,
6474,09/13/2025 23:50:00,27.58,-28.53,7.47,,,,,
6475,09/14/2025 00:00:00,27.55,-28.49,7.46,,,,,
6476,09/14/2025 00:10:00,27.53,-28.39,7.46,,,,,
6477,09/14/2025 00:20:00,27.51,-28.33,7.46,,,,,
6478,09/14/2025 00:30:00,27.48,-28.22,7.46,,,,,
6479,09/14/2025 00:40:00,27.46,-28.11,7.46,,,,,
6480,09/14/2025 00:50:00,27.43,-28.27,7.46,,,,,
6481,09/14/2025 01:00:00,27.41,-28.17,7.46,,,,,
6482,09/14/2025 01:10:00,27.38,-28.09,7.46,,,,,
6483,09/14/2025 01:20:00,27.36,-28.05,7.46,,,,,
6484,09/14/2025 01:30:00,27.33,-27.91,7.45,,,,,
6485,09/14/2025 01:40:00,27.31,-27.94,7.45,,,,,
6486,09/14/2025 01:50:00,27.28,-27.83,7.45,,,,,
6487,09/14/2025 02:00:00,27.26,-27.75,7.45,,,,,
6488,09/14/2025 02:10:00,27.26,-27.74,7.45,,,,,
6489,09/14/2025 02:20:00,27.21,-27.80,7.45,,,,,
6490,09/14/2025 02:30:00,27.19,-27.88,7.45,,,,,
6491,09/14/2025 02:40:00,27.19,-27.84,7.45,,,,,
6492,09/14/2025 02:50:00,27.16,-27.80,7.45,,,,,
6493,09/14/2025 03:00:00,27.14,-27.75,7.45,,,,,
6494,09/14/2025 03:10:00,27.11,-27.67,7.45,,,,,
6495,09/14/2025 03:20:00,27.06,-27.75,7.45,,,,,
6496,09/14/2025 03:30:00,27.06,-27.67,7.45,,,,,
6497,09/14/2025 03:40:00,27.04,-27.59,7.45,,,,,
6498,09/14/2025 03:50:00,27.01,-27.63,7.45,,,,,
6499,09/14/2025 04:00:00,26.96,-27.49,7.45,,,,,
6500,09/14/2025 04:10:00,26.94,-27.55,7.45,,,,,
6501,09/14/2025 04:20:00,26.89,-27.53,7.45,,,,,
6502,09/14/2025 04:30:00,26.87,-27.66,7.45,,,,,
6503,09/14/2025 04:40:00,26.84,-27.77,7.45,,,,,
6504,09/14/2025 04:50:00,26.82,-27.66,7.45,,,,,
6505,09/14/2025 05:00:00,26.79,-27.77,7.45,,,,,
6506,09/14/2025 05:10:00,26.79,-27.59,7.45,,,,,
6507,09/14/2025 05:20:00,26.77,-27.44,7.45,,,,,
6508,09/14/2025 05:30:00,26.74,-27.59,7.45,,,,,
6509,09/14/2025 05:40:00,26.72,-27.56,7.45,,,,,
6510,09/14/2025 05:50:00,26.70,-27.45,7.45,,,,,
6511,09/14/2025 06:00:00,26.70,-27.39,7.45,,,,,
6512,09/14/2025 06:10:00,26.67,-27.38,7.44,,,,,
6513,09/14/2025 06:20:00,26.65,-27.53,7.45,,,,,
6514,09/14/2025 06:30:00,26.62,-27.66,7.45,,,,,
6515,09/14/2025 06:40:00,26.60,-27.55,7.45,,,,,
6516,09/14/2025 06:50:00,26.57,-27.47,7.45,,,,,
6517,09/14/2025 07:00:00,26.55,-27.50,7.45,,,,,
6518,09/14/2025 07:10:00,26.55,-27.24,7.44,,,,,
6519,09/14/2025 07:20:00,26.52,-27.31,7.44,,,,,
6520,09/14/2025 07:30:00,26.50,-27.55,7.45,,,,,
6521,09/14/2025 07:40:00,26.48,-27.59,7.45,,,,,
6522,09/14/2025 07:50:00,26.45,-27.52,7.45,,,,,
6523,09/14/2025 08:00:00,26.40,-28.53,7.47,,,,,
6524,09/14/2025 08:10:00,26.40,-29.02,7.48,,,,,
6525,09/14/2025 08:20:00,26.38,-29.03,7.48,,,,,
6526,09/14/2025 08:30:00,26.35,-28.52,7.47,,,,,
6527,09/14/2025 08:40:00,26.38,-28.72,7.47,,,,,
6528,09/14/2025 08:50:00,26.35,-29.20,7.48,,,,,
6529,09/14/2025 09:00:00,26.35,-28.88,7.47,,,,,
6530,09/14/2025 09:10:00,26.35,-30.53,7.50,,,,,
6531,09/14/2025 09:20:00,26.35,-38.05,7.65,,,,,
