#,Date et heure (HST),Température   (°C),Millivolts   (mv),pH   (pH),Démarré,Bouton Bas,Bouton Haut,Hôte connecté,Arrêté,Fin du fichier
6477,01/06/2025 02:20:00,23.09,-36.49,7.32,,,,,,
6478,01/06/2025 02:30:00,23.09,-36.59,7.32,,,,,,
6479,01/06/2025 02:40:00,23.09,-36.78,7.33,,,,,,
6480,01/06/2025 02:50:00,23.09,-36.78,7.33,,,,,,
6481,01/06/2025 03:00:00,23.09,-36.80,7.33,,,,,,
6482,01/06/2025 03:10:00,23.09,-36.45,7.32,,,,,,
6483,01/06/2025 03:20:00,23.09,-36.33,7.32,,,,,,
6484,01/06/2025 03:30:00,23.09,-36.66,7.32,,,,,,
6485,01/06/2025 03:40:00,23.09,-36.95,7.33,,,,,,
6486,01/06/2025 03:50:00,23.09,-36.78,7.33,,,,,,
6487,01/06/2025 04:00:00,23.09,-36.44,7.32,,,,,,
6488,01/06/2025 04:10:00,23.09,-36.64,7.32,,,,,,
6489,01/06/2025 04:20:00,23.09,-36.88,7.33,,,,,,
6490,01/06/2025 04:30:00,23.09,-36.89,7.33,,,,,,
6491,01/06/2025 04:40:00,23.09,-36.61,7.32,,,,,,
6492,01/06/2025 04:50:00,23.09,-36.31,7.32,,,,,,
6493,01/06/2025 05:00:00,23.09,-36.19,7.32,,,,,,
6494,01/06/2025 05:10:00,23.09,-36.09,7.31,,,,,,
6495,01/06/2025 05:20:00,23.09,-36.30,7.32,,,,,,
6496,01/06/2025 05:30:00,23.09,-36.20,7.32,,,,,,
6497,01/06/2025 05:40:00,23.09,-36.16,7.31,,,,,,
6498,01/06/2025 05:50:00,23.09,-36.16,7.31,,,,,,
6499,01/06/2025 06:00:00,23.09,-36.20,7.32,,,,,,
6500,01/06/2025 06:10:00,23.09,-36.17,7.32,,,,,,
6501,01/06/2025 06:20:00,23.09,-36.30,7.32,,,,,,
6502,01/06/2025 06:30:00,23.09,-36.00,7.31,,,,,,
6503,01/06/2025 06:40:00,23.11,-36.20,7.32,,,,,,
6504,01/06/2025 06:50:00,23.11,-36.06,7.31,,,,,,
6505,01/06/2025 07:00:00,23.11,-36.11,7.31,,,,,,
6506,01/06/2025 07:10:00,23.11,-36.08,7.31,,,,,,
6507,01/06/2025 07:20:00,23.11,-36.69,7.32,,,,,,
6508,01/06/2025 07:30:00,23.11,-36.74,7.33,,,,,,
6509,01/06/2025 07:40:00,23.11,-36.92,7.33,,,,,,
6510,01/06/2025 07:50:00,23.11,-37.41,7.34,,,,,,
6511,01/06/2025 08:00:00,23.14,-37.67,7.34,,,,,,
6512,01/06/2025 08:10:00,23.14,-39.05,7.37,,,,,,
6513,01/06/2025 08:20:00,23.16,-39.61,7.38,,,,,,
6514,01/06/2025 08:30:00,23.16,-38.81,7.36,,,,,,
6515,01/06/2025 08:40:00,23.16,-39.03,7.37,,,,,,
6516,01/06/2025 08:50:00,23.16,-39.77,7.38,,,,,,
6517,01/06/2025 09:00:00,23.18,-40.02,7.38,,,,,,
6518,01/06/2025 09:10:00,23.18,-40.39,7.39,,,,,,
6519,01/06/2025 09:20:00,23.18,-40.72,7.40,,,,,,
6520,01/06/2025 09:30:00,23.21,-41.69,7.41,,,,,,
6521,01/06/2025 09:40:00,23.26,-49.30,7.55,,,,,,
6522,01/06/2025 09:50:00,23.23,-43.50,7.44,,,,,,
6523,01/06/2025 10:00:00,23.26,-44.60,7.46,,,,,,
6524,01/06/2025 10:10:00,23.26,-42.85,7.43,,,,,,
6525,01/06/2025 10:20:00,23.28,-49.30,7.55,,,,,,
6526,01/06/2025 10:30:00,23.40,-53.17,7.62,,,,,,
6527,01/06/2025 10:40:00,23.28,-49.38,7.55,,,,,,
6528,01/06/2025 10:50:00,23.28,-48.00,7.52,,,,,,
6529,01/06/2025 11:00:00,23.30,-48.10,7.53,,,,,,
6530,01/06/2025 11:10:00,23.30,-49.35,7.55,,,,,,
6531,01/06/2025 11:20:00,23.30,-50.00,7.56,,,,,,
6532,01/06/2025 11:30:00,23.33,-51.72,7.59,,,,,,
6533,01/06/2025 11:40:00,23.35,-60.47,7.74,,,,,,
6534,01/06/2025 11:50:00,23.30,-52.03,7.60,,,,,,
6535,01/06/2025 12:00:00,23.35,-61.22,7.76,,,,,,
6536,01/06/2025 12:10:00,23.35,-57.41,7.69,,,,,,
6537,01/06/2025 12:20:00,23.35,-57.13,7.69,,,,,,
6538,01/06/2025 12:30:00,23.42,-60.13,7.74,,,,,,
6539,01/06/2025 12:40:00,23.69,-67.86,7.87,,,,,,
6540,01/06/2025 12:50:00,23.66,-64.91,7.82,,,,,,
6541,01/06/2025 13:00:00,23.86,-76.66,8.03,,,,,,
6542,01/06/2025 13:10:00,23.95,-71.53,7.94,,,,,,
6543,01/06/2025 13:20:00,23.91,-78.55,8.06,,,,,,
6544,01/06/2025 13:30:00,24.03,-80.60,8.10,,,,,,
6545,01/06/2025 13:40:00,23.86,-72.88,7.96,,,,,,
6546,01/06/2025 13:50:00,23.86,-66.11,7.84,,,,,,
6547,01/06/2025 14:00:00,23.81,-68.72,7.89,,,,,,
6548,01/06/2025 14:10:00,23.83,-66.02,7.84,,,,,,
6549,01/06/2025 14:20:00,23.86,-61.06,7.75,,,,,,
6550,01/06/2025 14:30:00,23.76,-64.35,7.81,,,,,,
6551,01/06/2025 14:40:00,23.50,-54.63,7.64,,,,,,
6552,01/06/2025 14:50:00,23.45,-51.66,7.59,,,,,,
6553,01/06/2025 15:00:00,23.40,-46.35,7.49,,,,,,
6554,01/06/2025 15:10:00,23.40,-49.30,7.55,,,,,,
6555,01/06/2025 15:20:00,23.40,-48.30,7.53,,,,,,
6556,01/06/2025 15:30:00,23.40,-47.33,7.51,,,,,,
6557,01/06/2025 15:40:00,23.42,-51.89,7.59,,,,,,
6558,01/06/2025 15:50:00,23.40,-49.63,7.55,,,,,,
6559,01/06/2025 16:00:00,23.38,-52.02,7.59,,,,,,
6560,01/06/2025 16:10:00,23.38,-48.13,7.53,,,,,,
6561,01/06/2025 16:20:00,23.38,-51.49,7.59,,,,,,
6562,01/06/2025 16:30:00,23.38,-52.20,7.60,,,,,,
6563,01/06/2025 16:40:00,23.33,-45.36,7.48,,,,,,
6564,01/06/2025 16:50:00,23.33,-43.47,7.44,,,,,,
6565,01/06/2025 17:00:00,23.30,-44.14,7.46,,,,,,
6566,01/06/2025 17:10:00,23.28,-44.30,7.46,,,,,,
6567,01/06/2025 17:20:00,23.26,-44.56,7.46,,,,,,
6568,01/06/2025 17:30:00,23.26,-44.14,7.46,,,,,,
6569,01/06/2025 17:40:00,23.23,-42.91,7.43,,,,,,
6570,01/06/2025 17:50:00,23.23,-41.45,7.41,,,,,,
6571,01/06/2025 18:00:00,23.21,-39.89,7.38,,,,,,
6572,01/06/2025 18:10:00,23.18,-38.45,7.36,,,,,,
6573,01/06/2025 18:20:00,23.18,-38.27,7.35,,,,,,
6574,01/06/2025 18:30:00,23.16,-38.28,7.35,,,,,,
6575,01/06/2025 18:40:00,23.16,-37.88,7.35,,,,,,
6576,01/06/2025 18:50:00,23.16,-37.83,7.34,,,,,,
6577,01/06/2025 19:00:00,23.16,-37.50,7.34,,,,,,
6578,01/06/2025 19:10:00,23.14,-37.59,7.34,,,,,,
6579,01/06/2025 19:20:00,23.14,-37.53,7.34,,,,,,
6580,01/06/2025 19:30:00,23.14,-37.19,7.33,,,,,,
6581,01/06/2025 19:40:00,23.14,-36.95,7.33,,,,,,
6582,01/06/2025 19:50:00,23.11,-36.72,7.32,,,,,,
6583,01/06/2025 20:00:00,23.11,-36.88,7.33,,,,,,
6584,01/06/2025 20:10:00,23.11,-36.81,7.33,,,,,,
6585,01/06/2025 20:20:00,23.09,-36.64,7.32,,,,,,
6586,01/06/2025 20:30:00,23.09,-36.56,7.32,,,,,,
6587,01/06/2025 20:40:00,23.09,-36.44,7.32,,,,,,
6588,01/06/2025 20:50:00,23.09,-36.42,7.32,,,,,,
6589,01/06/2025 21:00:00,23.09,-36.25,7.32,,,,,,
6590,01/06/2025 21:10:00,23.09,-36.22,7.32,,,,,,
6591,01/06/2025 21:20:00,23.09,-36.16,7.31,,,,,,
6592,01/06/2025 21:30:00,23.09,-35.83,7.31,,,,,,
6593,01/06/2025 21:40:00,23.09,-35.94,7.31,,,,,,
6594,01/06/2025 21:50:00,23.09,-35.80,7.31,,,,,,
6595,01/06/2025 22:00:00,23.09,-35.97,7.31,,,,,,
6596,01/06/2025 22:10:00,23.09,-35.97,7.31,,,,,,
6597,01/06/2025 22:20:00,23.09,-35.99,7.31,,,,,,
6598,01/06/2025 22:30:00,23.09,-36.11,7.31,,,,,,
6599,01/06/2025 22:40:00,23.09,-36.14,7.31,,,,,,
6600,01/06/2025 22:50:00,23.09,-35.81,7.31,,,,,,
6601,01/06/2025 23:00:00,23.09,-35.92,7.31,,,,,,
6602,01/06/2025 23:10:00,23.09,-36.13,7.31,,,,,,
6603,01/06/2025 23:20:00,23.09,-35.84,7.31,,,,,,
6604,01/06/2025 23:30:00,23.09,-35.89,7.31,,,,,,
6605,01/06/2025 23:40:00,23.09,-36.06,7.31,,,,,,
6606,01/06/2025 23:50:00,23.09,-36.47,7.32,,,,,,
6607,01/07/2025 00:00:00,23.09,-35.83,7.31,,,,,,
6608,01/07/2025 00:10:00,23.09,-36.19,7.32,,,,,,
6609,01/07/2025 00:20:00,23.09,-36.05,7.31,,,,,,
6610,01/07/2025 00:30:00,23.11,-35.74,7.31,,,,,,
6611,01/07/2025 00:40:00,23.11,-36.02,7.31,,,,,,
6612,01/07/2025 00:50:00,23.11,-36.14,7.31,,,,,,
6613,01/07/2025 01:00:00,23.11,-36.06,7.31,,,,,,
6614,01/07/2025 01:10:00,23.11,-36.22,7.32,,,,,,
6615,01/07/2025 01:20:00,23.11,-36.36,7.32,,,,,,
6616,01/07/2025 01:30:00,23.11,-36.16,7.31,,,,,,
6617,01/07/2025 01:40:00,23.11,-36.03,7.31,,,,,,
6618,01/07/2025 01:50:00,23.11,-36.08,7.31,,,,,,
6619,01/07/2025 02:00:00,23.11,-36.08,7.31,,,,,,
6620,01/07/2025 02:10:00,23.11,-35.92,7.31,,,,,,
6621,01/07/2025 02:20:00,23.11,-36.09,7.31,,,,,,
6622,01/07/2025 02:30:00,23.11,-36.11,7.31,,,,,,
6623,01/07/2025 02:40:00,23.11,-36.24,7.32,,,,,,
6624,01/07/2025 02:50:00,23.11,-36.42,7.32,,,,,,
6625,01/07/2025 03:00:00,23.11,-36.02,7.31,,,,,,
6626,01/07/2025 03:10:00,23.11,-36.27,7.32,,,,,,
6627,01/07/2025 03:20:00,23.11,-36.16,7.31,,,,,,
6628,01/07/2025 03:30:00,23.11,-36.03,7.31,,,,,,
6629,01/07/2025 03:40:00,23.11,-35.47,7.30,,,,,,
6630,01/07/2025 03:50:00,23.11,-35.58,7.30,,,,,,
6631,01/07/2025 04:00:00,23.11,-35.75,7.31,,,,,,
6632,01/07/2025 04:10:00,23.11,-35.59,7.30,,,,,,
6633,01/07/2025 04:20:00,23.11,-35.83,7.31,,,,,,
6634,01/07/2025 04:30:00,23.11,-35.95,7.31,,,,,,
6635,01/07/2025 04:40:00,23.11,-35.99,7.31,,,,,,
6636,01/07/2025 04:50:00,23.11,-35.86,7.31,,,,,,
6637,01/07/2025 05:00:00,23.11,-35.64,7.31,,,,,,
6638,01/07/2025 05:10:00,23.11,-35.47,7.30,,,,,,
6639,01/07/2025 05:20:00,23.11,-35.81,7.31,,,,,,
6640,01/07/2025 05:30:00,23.11,-35.95,7.31,,,,,,
6641,01/07/2025 05:40:00,23.11,-36.20,7.32,,,,,,
6642,01/07/2025 05:50:00,23.11,-36.11,7.31,,,,,,
6643,01/07/2025 06:00:00,23.11,-36.19,7.32,,,,,,
6644,01/07/2025 06:10:00,23.09,-35.91,7.31,,,,,,
6645,01/07/2025 06:20:00,23.09,-36.16,7.31,,,,,,
6646,01/07/2025 06:30:00,23.09,-36.14,7.31,,,,,,
6647,01/07/2025 06:40:00,23.09,-36.19,7.32,,,,,,
6648,01/07/2025 06:50:00,23.09,-36.30,7.32,,,,,,
6649,01/07/2025 07:00:00,23.09,-35.92,7.31,,,,,,
6650,01/07/2025 07:10:00,23.09,-35.86,7.31,,,,,,
6651,01/07/2025 07:20:00,23.09,-36.14,7.31,,,,,,
6652,01/07/2025 07:30:00,23.11,-36.50,7.32,,,,,,
6653,01/07/2025 07:40:00,23.11,-36.63,7.32,,,,,,
6654,01/07/2025 07:50:00,23.11,-37.09,7.33,,,,,,
6655,01/07/2025 08:00:00,23.11,-38.61,7.36,,,,,,
6656,01/07/2025 08:10:00,23.14,-38.89,7.36,,,,,,
6657,01/07/2025 08:20:00,23.14,-39.81,7.38,,,,,,
6658,01/07/2025 08:30:00,23.14,-39.24,7.37,,,,,,
6659,01/07/2025 08:40:00,23.14,-43.64,7.45,,,,,,
6660,01/07/2025 08:50:00,23.16,-44.97,7.47,,,,,,
6661,01/07/2025 09:00:00,23.16,-44.78,7.47,,,,,,
6662,01/07/2025 09:10:00,23.18,-45.33,7.48,,,,,,
6663,01/07/2025 09:20:00,23.18,-46.05,7.49,,,,,,
6664,01/07/2025 09:30:00,23.21,-47.88,7.52,,,,,,
6665,01/07/2025 09:40:00,23.21,-47.14,7.51,,,,,,
6666,01/07/2025 09:50:00,23.21,-44.50,7.46,,,,,,
6667,01/07/2025 10:00:00,23.28,-56.20,7.67,,,,,,
6668,01/07/2025 10:10:00,23.23,-50.50,7.57,,,,,,
6669,01/07/2025 10:20:00,23.28,-58.20,7.70,,,,,,
6670,01/07/2025 10:30:00,23.35,-61.10,7.76,,,,,,
6671,01/07/2025 10:40:00,23.28,-58.06,7.70,,,,,,
6672,01/07/2025 10:50:00,23.30,-62.02,7.77,,,,,,
6673,01/07/2025 11:00:00,23.28,-55.25,7.65,,,,,,
6674,01/07/2025 11:10:00,23.30,-56.39,7.67,,,,,,
6675,01/07/2025 11:20:00,23.30,-56.97,7.68,,,,,,
6676,01/07/2025 11:30:00,23.30,-55.36,7.65,,,,,,
6677,01/07/2025 11:40:00,23.35,-62.11,7.77,,,,,,
6678,01/07/2025 11:50:00,23.40,-67.36,7.87,,,,,,
6679,01/07/2025 12:00:00,23.38,-62.35,7.78,,,,,,
6680,01/07/2025 12:10:00,23.38,-65.42,7.83,,,,,,
6681,01/07/2025 12:20:00,23.42,-70.89,7.93,,,,,,
6682,01/07/2025 12:30:00,23.50,-73.53,7.97,,,,,,
6683,01/07/2025 12:40:00,23.52,-78.81,8.07,,,,,,
6684,01/07/2025 12:50:00,23.66,-80.97,8.11,,,,,,
6685,01/07/2025 13:00:00,23.52,-73.10,7.97,,,,,,
6686,01/07/2025 13:10:00,23.74,-85.72,8.19,,,,,,
6687,01/07/2025 13:20:00,23.79,-84.21,8.16,,,,,,
6688,01/07/2025 13:30:00,23.83,-88.07,8.23,,,,,,
6689,01/07/2025 13:40:00,23.69,-77.88,8.05,,,,,,
6690,01/07/2025 13:50:00,23.71,-78.39,8.06,,,,,,
6691,01/07/2025 14:00:00,23.66,-78.81,8.07,,,,,,
6692,01/07/2025 14:10:00,23.83,-82.41,8.13,,,,,,
6693,01/07/2025 14:20:00,23.88,-81.21,8.11,,,,,,
6694,01/07/2025 14:30:00,23.86,-82.21,8.13,,,,,,
6695,01/07/2025 14:40:00,23.62,-69.49,7.90,,,,,,
6696,01/07/2025 14:50:00,23.57,-67.00,7.86,,,,,,
6697,01/07/2025 15:00:00,23.47,-56.52,7.67,,,,,,
6698,01/07/2025 15:10:00,23.47,-63.56,7.80,,,,,,
6699,01/07/2025 15:20:00,23.47,-63.64,7.80,,,,,,
6700,01/07/2025 15:30:00,23.47,-66.55,7.85,,,,,,
6701,01/07/2025 15:40:00,23.50,-65.30,7.83,,,,,,
6702,01/07/2025 15:50:00,23.47,-65.52,7.83,,,,,,
6703,01/07/2025 16:00:00,23.40,-57.66,7.69,,,,,,
6704,01/07/2025 16:10:00,23.38,-53.39,7.62,,,,,,
6705,01/07/2025 16:20:00,23.38,-55.30,7.65,,,,,,
6706,01/07/2025 16:30:00,23.35,-53.80,7.63,,,,,,
6707,01/07/2025 16:40:00,23.33,-48.49,7.53,,,,,,
6708,01/07/2025 16:50:00,23.33,-49.83,7.56,,,,,,
6709,01/07/2025 17:00:00,23.30,-48.27,7.53,,,,,,
6710,01/07/2025 17:10:00,23.28,-44.17,7.46,,,,,,
6711,01/07/2025 17:20:00,23.30,-44.42,7.46,,,,,,
6712,01/07/2025 17:30:00,23.28,-44.14,7.46,,,,,,
6713,01/07/2025 17:40:00,23.26,-41.58,7.41,,,,,,
6714,01/07/2025 17:50:00,23.26,-41.47,7.41,,,,,,
6715,01/07/2025 18:00:00,23.23,-39.97,7.38,,,,,,
6716,01/07/2025 18:10:00,23.21,-38.74,7.36,,,,,,
6717,01/07/2025 18:20:00,23.21,-38.11,7.35,,,,,,
6718,01/07/2025 18:30:00,23.18,-37.83,7.34,,,,,,
6719,01/07/2025 18:40:00,23.18,-37.52,7.34,,,,,,
6720,01/07/2025 18:50:00,23.16,-37.44,7.34,,,,,,
6721,01/07/2025 19:00:00,23.16,-37.19,7.33,,,,,,
6722,01/07/2025 19:10:00,23.14,-37.08,7.33,,,,,,
6723,01/07/2025 19:20:00,23.14,-37.08,7.33,,,,,,
6724,01/07/2025 19:30:00,23.14,-36.81,7.33,,,,,,
6725,01/07/2025 19:40:00,23.11,-37.27,7.33,,,,,,
6726,01/07/2025 19:50:00,23.11,-37.20,7.33,,,,,,
6727,01/07/2025 20:00:00,23.11,-36.97,7.33,,,,,,
6728,01/07/2025 20:10:00,23.11,-37.05,7.33,,,,,,
6729,01/07/2025 20:20:00,23.09,-36.92,7.33,,,,,,
6730,01/07/2025 20:30:00,23.09,-36.63,7.32,,,,,,
6731,01/07/2025 20:40:00,23.09,-36.45,7.32,,,,,,
6732,01/07/2025 20:50:00,23.09,-36.36,7.32,,,,,,
6733,01/07/2025 21:00:00,23.09,-36.09,7.31,,,,,,
6734,01/07/2025 21:10:00,23.06,-36.06,7.31,,,,,,
6735,01/07/2025 21:20:00,23.06,-35.99,7.31,,,,,,
6736,01/07/2025 21:30:00,23.06,-36.00,7.31,,,,,,
6737,01/07/2025 21:40:00,23.06,-35.64,7.31,,,,,,
6738,01/07/2025 21:50:00,23.06,-35.66,7.31,,,,,,
6739,01/07/2025 22:00:00,23.06,-35.52,7.30,,,,,,
6740,01/07/2025 22:10:00,23.06,-35.44,7.30,,,,,,
6741,01/07/2025 22:20:00,23.06,-35.41,7.30,,,,,,
6742,01/07/2025 22:30:00,23.06,-35.38,7.30,,,,,,
6743,01/07/2025 22:40:00,23.06,-35.17,7.30,,,,,,
6744,01/07/2025 22:50:00,23.06,-35.38,7.30,,,,,,
6745,01/07/2025 23:00:00,23.06,-35.27,7.30,,,,,,
6746,01/07/2025 23:10:00,23.06,-35.19,7.30,,,,,,
6747,01/07/2025 23:20:00,23.06,-35.34,7.30,,,,,,
6748,01/07/2025 23:30:00,23.09,-35.25,7.30,,,,,,
6749,01/07/2025 23:40:00,23.09,-35.20,7.30,,,,,,
6750,01/07/2025 23:50:00,23.09,-35.30,7.30,,,,,,
6751,01/08/2025 00:00:00,23.09,-35.28,7.30,,,,,,
6752,01/08/2025 00:10:00,23.09,-35.24,7.30,,,,,,
6753,01/08/2025 00:20:00,23.09,-35.42,7.30,,,,,,
6754,01/08/2025 00:30:00,23.09,-35.33,7.30,,,,,,
6755,01/08/2025 00:40:00,23.09,-35.44,7.30,,,,,,
6756,01/08/2025 00:50:00,23.11,-35.61,7.31,,,,,,
6757,01/08/2025 01:00:00,23.11,-35.53,7.30,,,,,,
6758,01/08/2025 01:10:00,23.11,-35.50,7.30,,,,,,
6759,01/08/2025 01:20:00,23.11,-35.59,7.30,,,,,,
6760,01/08/2025 01:30:00,23.11,-35.78,7.31,,,,,,
6761,01/08/2025 01:40:00,23.14,-35.24,7.30,,,,,,
6762,01/08/2025 01:50:00,23.14,-35.42,7.30,,,,,,
6763,01/08/2025 02:00:00,23.14,-35.49,7.30,,,,,,
6764,01/08/2025 02:10:00,23.14,-35.53,7.30,,,,,,
6765,01/08/2025 02:20:00,23.14,-35.78,7.31,,,,,,
6766,01/08/2025 02:30:00,23.14,-35.69,7.31,,,,,,
6767,01/08/2025 02:40:00,23.14,-36.02,7.31,,,,,,
6768,01/08/2025 02:50:00,23.14,-35.99,7.31,,,,,,
6769,01/08/2025 03:00:00,23.14,-35.99,7.31,,,,,,
6770,01/08/2025 03:10:00,23.14,-35.92,7.31,,,,,,
6771,01/08/2025 03:20:00,23.14,-35.75,7.31,,,,,,
6772,01/08/2025 03:30:00,23.14,-35.86,7.31,,,,,,
6773,01/08/2025 03:40:00,23.14,-36.13,7.31,,,,,,
6774,01/08/2025 03:50:00,23.14,-36.34,7.32,,,,,,
6775,01/08/2025 04:00:00,23.14,-36.30,7.32,,,,,,
6776,01/08/2025 04:10:00,23.14,-36.36,7.32,,,,,,
6777,01/08/2025 04:20:00,23.14,-36.38,7.32,,,,,,
6778,01/08/2025 04:30:00,23.11,-36.52,7.32,,,,,,
6779,01/08/2025 04:40:00,23.11,-36.72,7.32,,,,,,
6780,01/08/2025 04:50:00,23.11,-36.78,7.33,,,,,,
6781,01/08/2025 05:00:00,23.09,-36.74,7.33,,,,,,
6782,01/08/2025 05:10:00,23.09,-36.75,7.33,,,,,,
6783,01/08/2025 05:20:00,23.09,-36.64,7.32,,,,,,
6784,01/08/2025 05:30:00,23.09,-36.52,7.32,,,,,,
6785,01/08/2025 05:40:00,23.09,-36.95,7.33,,,,,,
6786,01/08/2025 05:50:00,23.09,-36.80,7.33,,,,,,
6787,01/08/2025 06:00:00,23.09,-36.77,7.33,,,,,,
6788,01/08/2025 06:10:00,23.09,-36.69,7.32,,,,,,
6789,01/08/2025 06:20:00,23.09,-36.70,7.32,,,,,,
6790,01/08/2025 06:30:00,23.06,-36.72,7.32,,,,,,
6791,01/08/2025 06:40:00,23.06,-36.47,7.32,,,,,,
6792,01/08/2025 06:50:00,23.06,-36.09,7.31,,,,,,
6793,01/08/2025 07:00:00,23.06,-36.03,7.31,,,,,,
6794,01/08/2025 07:10:00,23.06,-36.08,7.31,,,,,,
6795,01/08/2025 07:20:00,23.06,-36.31,7.32,,,,,,
6796,01/08/2025 07:30:00,23.06,-36.55,7.32,,,,,,
6797,01/08/2025 07:40:00,23.06,-37.03,7.33,,,,,,
6798,01/08/2025 07:50:00,23.06,-37.09,7.33,,,,,,
6799,01/08/2025 08:00:00,23.06,-37.47,7.34,,,,,,
6800,01/08/2025 08:10:00,23.06,-38.30,7.35,,,,,,
6801,01/08/2025 08:20:00,23.09,-38.80,7.36,,,,,,
6802,01/08/2025 08:30:00,23.09,-39.27,7.37,,,,,,
6803,01/08/2025 08:40:00,23.09,-40.38,7.39,,,,,,
6804,01/08/2025 08:50:00,23.09,-40.09,7.38,,,,,,
6805,01/08/2025 09:00:00,23.09,-41.72,7.41,,,,,,
6806,01/08/2025 09:10:00,23.09,-41.67,7.41,,,,,,
6807,01/08/2025 09:20:00,23.11,-45.55,7.48,,,,,,
6808,01/08/2025 09:30:00,23.11,-49.03,7.54,,,,,,
6809,01/08/2025 09:40:00,23.11,-47.06,7.51,,,,,,
6810,01/08/2025 09:50:00,23.11,-46.61,7.50,,,,,,
6811,01/08/2025 10:00:00,23.16,-51.80,7.59,,,,,,
6812,01/08/2025 10:10:00,23.16,-53.56,7.62,,,,,,
6813,01/08/2025 10:20:00,23.18,-54.80,7.64,,,,,,
6814,01/08/2025 10:30:00,23.18,-56.67,7.68,,,,,,
6815,01/08/2025 10:40:00,23.18,-57.61,7.69,,,,,,
6816,01/08/2025 10:50:00,23.23,-60.24,7.74,,,,,,
6817,01/08/2025 11:00:00,23.28,-64.99,7.82,,,,,,
6818,01/08/2025 11:10:00,23.26,-63.33,7.79,,,,,,
6819,01/08/2025 11:20:00,23.30,-66.00,7.84,,,,,,
6820,01/08/2025 11:30:00,23.30,-67.78,7.87,,,,,,
6821,01/08/2025 11:40:00,23.33,-64.99,7.82,,,,,,
6822,01/08/2025 11:50:00,23.33,-66.19,7.85,,,,,,
6823,01/08/2025 12:00:00,23.35,-64.13,7.81,,,,,,
6824,01/08/2025 12:10:00,23.33,-62.24,7.78,,,,,,
6825,01/08/2025 12:20:00,23.33,-62.41,7.78,,,,,,
6826,01/08/2025 12:30:00,23.35,-66.46,7.85,,,,,,
6827,01/08/2025 12:40:00,23.30,-63.42,7.80,,,,,,
6828,01/08/2025 12:50:00,23.33,-66.08,7.84,,,,,,
6829,01/08/2025 13:00:00,23.38,-78.74,8.07,,,,,,
6830,01/08/2025 13:10:00,23.71,-86.88,8.21,,,,,,
6831,01/08/2025 13:20:00,23.66,-87.49,8.22,,,,,,
6832,01/08/2025 13:30:00,23.69,-84.46,8.17,,,,,,
6833,01/08/2025 13:40:00,23.71,-86.77,8.21,,,,,,
6834,01/08/2025 13:50:00,23.83,-90.17,8.27,,,,,,
6835,01/08/2025 14:00:00,23.91,-90.97,8.28,,,,,,
6836,01/08/2025 14:10:00,23.86,-87.42,8.22,,,,,,
6837,01/08/2025 14:20:00,23.91,-89.39,8.25,,,,,,
6838,01/08/2025 14:30:00,23.74,-81.50,8.11,,,,,,
6839,01/08/2025 14:40:00,23.54,-65.75,7.84,,,,,,
6840,01/08/2025 14:50:00,23.47,-65.02,7.82,,,,,,
6841,01/08/2025 15:00:00,23.47,-67.17,7.86,,,,,,
6842,01/08/2025 15:10:00,23.45,-66.64,7.85,,,,,,
6843,01/08/2025 15:20:00,23.45,-66.89,7.86,,,,,,
6844,01/08/2025 15:30:00,23.45,-67.50,7.87,,,,,,
6845,01/08/2025 15:40:00,23.40,-64.24,7.81,,,,,,
6846,01/08/2025 15:50:00,23.40,-64.83,7.82,,,,,,
6847,01/08/2025 16:00:00,23.38,-63.74,7.80,,,,,,
6848,01/08/2025 16:10:00,23.35,-63.46,7.80,,,,,,
6849,01/08/2025 16:20:00,23.35,-60.86,7.75,,,,,,
6850,01/08/2025 16:30:00,23.33,-59.83,7.73,,,,,,
6851,01/08/2025 16:40:00,23.33,-57.44,7.69,,,,,,
6852,01/08/2025 16:50:00,23.30,-55.69,7.66,,,,,,
6853,01/08/2025 17:00:00,23.28,-51.85,7.59,,,,,,
6854,01/08/2025 17:10:00,23.26,-48.58,7.53,,,,,,
6855,01/08/2025 17:20:00,23.23,-47.33,7.51,,,,,,
6856,01/08/2025 17:30:00,23.23,-45.88,7.49,,,,,,
6857,01/08/2025 17:40:00,23.21,-44.27,7.46,,,,,,
6858,01/08/2025 17:50:00,23.21,-43.13,7.44,,,,,,
6859,01/08/2025 18:00:00,23.18,-40.86,7.40,,,,,,
6860,01/08/2025 18:10:00,23.16,-39.45,7.37,,,,,,
6861,01/08/2025 18:20:00,23.16,-38.67,7.36,,,,,,
6862,01/08/2025 18:30:00,23.14,-38.14,7.35,,,,,,
6863,01/08/2025 18:40:00,23.14,-38.09,7.35,,,,,,
6864,01/08/2025 18:50:00,23.14,-37.50,7.34,,,,,,
6865,01/08/2025 19:00:00,23.11,-37.41,7.34,,,,,,
6866,01/08/2025 19:10:00,23.11,-37.69,7.34,,,,,,
6867,01/08/2025 19:20:00,23.11,-37.55,7.34,,,,,,
6868,01/08/2025 19:30:00,23.11,-36.99,7.33,,,,,,
6869,01/08/2025 19:40:00,23.09,-37.31,7.34,,,,,,
6870,01/08/2025 19:50:00,23.09,-37.08,7.33,,,,,,
6871,01/08/2025 20:00:00,23.09,-36.67,7.32,,,,,,
6872,01/08/2025 20:10:00,23.06,-36.92,7.33,,,,,,
6873,01/08/2025 20:20:00,23.06,-37.03,7.33,,,,,,
