Date	Time	DO conc (mg/L) c:1 2	Temp (°C) c:2	Coupler Attached	Stopped	End Of File
15-10-22	08:40:00	0.21	25.96			
15-10-22	08:50:00	0.60	25.98			
15-10-22	09:00:00	0.86	26.02			
15-10-22	09:10:00	0.79	26.06			
15-10-22	09:20:00	0.52	26.10			
15-10-22	09:30:00	0.89	26.14			
15-10-22	09:40:00	0.90	26.18			
15-10-22	09:50:00	0.58	26.24			
15-10-22	10:00:00	0.87	26.30			
15-10-22	10:10:00	0.99	26.34			
15-10-22	10:20:00	0.56	26.40			
15-10-22	10:30:00	0.90	26.44			
15-10-22	10:40:00	1.23	26.48			
15-10-22	10:50:00	1.03	26.56			
15-10-22	11:00:00	0.41	26.60			
15-10-22	11:10:00	0.80	26.64			
15-10-22	11:20:00	0.64	26.64			
15-10-22	11:30:00	0.42	26.64			
15-10-22	11:40:00	0.99	26.72			
15-10-22	11:50:00	0.69	26.74			
15-10-22	12:00:00	0.67	26.72			
15-10-22	12:10:00	0.59	26.72			
15-10-22	12:20:00	0.79	26.72			
15-10-22	12:30:00	1.16	26.76			
15-10-22	12:40:00	1.12	26.78			
15-10-22	12:50:00	1.24	26.78			
15-10-22	13:00:00	1.92	26.80			
15-10-22	13:10:00	2.22	26.82			
15-10-22	13:20:00	2.22	26.86			
15-10-22	13:30:00	1.59	26.92			
15-10-22	13:40:00	1.76	26.94			
15-10-22	13:50:00	2.23	26.98			
15-10-22	14:00:00	1.33	26.96			
15-10-22	14:10:00	1.24	26.94			
15-10-22	14:20:00	1.09	26.92			
15-10-22	14:30:00	1.08	26.90			
15-10-22	14:40:00	1.02	26.90			
15-10-22	14:50:00	1.10	26.88			
15-10-22	15:00:00	1.47	26.88			
15-10-22	15:10:00	1.10	26.88			
15-10-22	15:20:00	1.21	26.86			
15-10-22	15:30:00	1.18	26.86			
15-10-22	15:40:00	1.67	26.84			
15-10-22	15:50:00	1.40	26.82			
15-10-22	16:00:00	1.31	26.80			
15-10-22	16:10:00	1.66	26.78			
15-10-22	16:20:00	1.31	26.78			
15-10-22	16:30:00	1.98	26.76			
15-10-22	16:40:00	1.91	26.76			
15-10-22	16:50:00	1.72	26.74			
15-10-22	17:00:00	1.56	26.72			
15-10-22	17:10:00	1.64	26.70			
15-10-22	17:20:00	1.88	26.68			
15-10-22	17:30:00	1.71	26.66			
15-10-22	17:40:00	1.81	26.64			
15-10-22	17:50:00	1.83	26.62			
15-10-22	18:00:00	1.56	26.60			
15-10-22	18:10:00	1.62	26.58			
15-10-22	18:20:00	1.10	26.56			
15-10-22	18:30:00	1.27	26.54			
15-10-22	18:40:00	0.82	26.52			
15-10-22	18:50:00	1.05	26.50			
15-10-22	19:00:00	1.19	26.48			
15-10-22	19:10:00	1.00	26.46			
15-10-22	19:20:00	1.15	26.44			
15-10-22	19:30:00	1.20	26.42			
15-10-22	19:40:00	1.43	26.38			
15-10-22	19:50:00	1.31	26.36			
15-10-22	20:00:00	1.19	26.34			
15-10-22	20:10:00	1.24	26.32			
15-10-22	20:20:00	1.09	26.30			
15-10-22	20:30:00	1.20	26.28			
15-10-22	20:40:00	1.33	26.26			
15-10-22	20:50:00	0.99	26.24			
15-10-22	21:00:00	0.92	26.22			
15-10-22	21:10:00	0.85	26.20			
15-10-22	21:20:00	1.01	26.18			
15-10-22	21:30:00	1.05	26.16			
15-10-22	21:40:00	0.92	26.14			
15-10-22	21:50:00	1.02	26.12			
15-10-22	22:00:00	0.78	26.10			
15-10-22	22:10:00	0.89	26.06			
15-10-22	22:20:00	0.79	26.04			
15-10-22	22:30:00	0.77	26.02			
15-10-22	22:40:00	0.68	26.00			
15-10-22	22:50:00	0.67	25.98			
15-10-22	23:00:00	0.78	25.94			
15-10-22	23:10:00	0.69	25.92			
15-10-22	23:20:00	0.77	25.92			
15-10-22	23:30:00	0.86	25.90			
15-10-22	23:40:00	0.80	25.88			
15-10-22	23:50:00	0.78	25.88			
16-10-22	00:00:00	0.79	25.86			
16-10-22	00:10:00	0.81	25.84			
16-10-22	00:20:00	0.99	25.82			
16-10-22	00:30:00	0.96	25.82			
16-10-22	00:40:00	0.91	25.82			
16-10-22	00:50:00	0.91	25.80			
16-10-22	01:00:00	0.71	25.80			
16-10-22	01:10:00	0.80	25.80			
16-10-22	01:20:00	0.75	25.78			
16-10-22	01:30:00	0.70	25.76			
16-10-22	01:40:00	0.60	25.76			
16-10-22	01:50:00	0.64	25.76			
16-10-22	02:00:00	0.78	25.74			
16-10-22	02:10:00	0.64	25.74			
16-10-22	02:20:00	0.52	25.74			
16-10-22	02:30:00	0.43	25.72			
16-10-22	02:40:00	0.49	25.72			
16-10-22	02:50:00	0.30	25.70			
16-10-22	03:00:00	0.44	25.70			
16-10-22	03:10:00	0.26	25.68			
16-10-22	03:20:00	0.40	25.66			
16-10-22	03:30:00	0.27	25.66			
16-10-22	03:40:00	0.62	25.64			
16-10-22	03:50:00	0.58	25.64			
16-10-22	04:00:00	0.35	25.62			
16-10-22	04:10:00	0.24	25.62			
16-10-22	04:20:00	0.22	25.60			
16-10-22	04:30:00	0.25	25.60			
16-10-22	04:40:00	0.19	25.58			
16-10-22	04:50:00	0.16	25.58			
16-10-22	05:00:00	0.09	25.56			
16-10-22	05:10:00	0.12	25.56			
16-10-22	05:20:00	0.16	25.54			
16-10-22	05:30:00	0.27	25.52			
16-10-22	05:40:00	0.14	25.52			
16-10-22	05:50:00	0.12	25.50			
16-10-22	06:00:00	0.18	25.50			
16-10-22	06:10:00	0.25	25.48			
16-10-22	06:20:00	0.22	25.48			
16-10-22	06:30:00	0.12	25.46			
16-10-22	06:40:00	0.16	25.46			
16-10-22	06:50:00	0.23	25.44			
16-10-22	07:00:00	0.14	25.44			
16-10-22	07:10:00	0.11	25.44			
16-10-22	07:20:00	0.12	25.44			
16-10-22	07:30:00	0.07	25.44			
16-10-22	07:40:00	0.12	25.42			
16-10-22	07:50:00	0.04	25.42			
16-10-22	08:00:00	0.12	25.42			
16-10-22	08:10:00	0.18	25.42			
16-10-22	08:20:00	0.16	25.44			
16-10-22	08:30:00	0.08	25.46			
16-10-22	08:40:00	0.12	25.46			
16-10-22	08:50:00	0.07	25.46			
16-10-22	09:00:00	0.23	25.46			
16-10-22	09:10:00	0.65	25.48			
16-10-22	09:20:00	0.89	25.52			
16-10-22	09:30:00	0.23	25.54			
16-10-22	09:40:00	0.52	25.58			
16-10-22	09:50:00	0.42	25.62			
16-10-22	10:00:00	0.44	25.66			
16-10-22	10:10:00	0.68	25.70			
16-10-22	10:20:00	1.09	25.78			
16-10-22	10:30:00	0.85	25.88			
16-10-22	10:40:00	1.00	25.90			
16-10-22	10:50:00	0.67	25.90			
16-10-22	11:00:00	0.77	25.92			
16-10-22	11:10:00	0.92	25.96			
16-10-22	11:20:00	0.97	26.02			
16-10-22	11:30:00	1.10	26.00			
16-10-22	11:40:00	1.41	26.06			
16-10-22	11:50:00	1.35	26.08			
16-10-22	12:00:00	1.38	26.10			
16-10-22	12:10:00	1.64	26.10			
16-10-22	12:20:00	1.27	26.10			
16-10-22	12:30:00	1.45	26.10			
16-10-22	12:40:00	1.64	26.12			
16-10-22	12:50:00	1.45	26.14			
16-10-22	13:00:00	1.83	26.16			
16-10-22	13:10:00	1.79	26.18			
16-10-22	13:20:00	2.12	26.18			
16-10-22	13:30:00	2.29	26.26			
16-10-22	13:40:00	2.44	26.30			
16-10-22	13:50:00	2.52	26.30			
16-10-22	14:00:00	2.23	26.28			
16-10-22	14:10:00	2.37	26.26			
16-10-22	14:20:00	2.13	26.26			
16-10-22	14:30:00	1.81	26.24			
16-10-22	14:40:00	1.14	26.24			
16-10-22	14:50:00	1.16	26.24			
16-10-22	15:00:00	1.33	26.24			
16-10-22	15:10:00	1.53	26.24			
16-10-22	15:20:00	1.76	26.26			
16-10-22	15:30:00	1.92	26.26			
16-10-22	15:40:00	2.56	26.28			
16-10-22	15:50:00	1.88	26.28			
16-10-22	16:00:00	1.70	26.28			
16-10-22	16:10:00	1.40	26.30			
16-10-22	16:20:00	1.64	26.30			
16-10-22	16:30:00	1.81	26.32			
16-10-22	16:40:00	2.03	26.32			
16-10-22	16:50:00	1.67	26.32			
16-10-22	17:00:00	1.77	26.32			
16-10-22	17:10:00	1.70	26.32			
16-10-22	17:20:00	2.02	26.32			
16-10-22	17:30:00	2.20	26.32			
16-10-22	17:40:00	1.78	26.32			
16-10-22	17:50:00	2.02	26.32			
16-10-22	18:00:00	2.25	26.32			
16-10-22	18:10:00	2.34	26.30			
16-10-22	18:20:00	1.94	26.28			
16-10-22	18:30:00	1.67	26.28			
16-10-22	18:40:00	1.57	26.26			
16-10-22	18:50:00	1.56	26.24			
16-10-22	19:00:00	1.65	26.24			
16-10-22	19:10:00	1.81	26.22			
16-10-22	19:20:00	1.46	26.20			
16-10-22	19:30:00	1.75	26.18			
16-10-22	19:40:00	1.52	26.16			
16-10-22	19:50:00	1.44	26.16			
16-10-22	20:00:00	1.16	26.14			
16-10-22	20:10:00	1.56	26.14			
16-10-22	20:20:00	1.43	26.12			
16-10-22	20:30:00	1.54	26.10			
16-10-22	20:40:00	1.45	26.08			
16-10-22	20:50:00	1.43	26.08			
16-10-22	21:00:00	1.32	26.06			
16-10-22	21:10:00	1.43	26.04			
16-10-22	21:20:00	1.37	26.02			
16-10-22	21:30:00	1.33	26.02			
16-10-22	21:40:00	1.24	25.98			
16-10-22	21:50:00	1.41	25.98			
16-10-22	22:00:00	1.24	25.94			
16-10-22	22:10:00	1.00	25.92			
16-10-22	22:20:00	1.12	25.90			
16-10-22	22:30:00	1.11	25.88			
16-10-22	22:40:00	0.97	25.86			
16-10-22	22:50:00	0.98	25.84			
16-10-22	23:00:00	0.92	25.82			
16-10-22	23:10:00	0.85	25.80			
16-10-22	23:20:00	1.20	25.80			
16-10-22	23:30:00	1.21	25.78			
16-10-22	23:40:00	1.04	25.78			
16-10-22	23:50:00	1.13	25.76			
17-10-22	00:00:00	1.20	25.74			
17-10-22	00:10:00	0.90	25.74			
17-10-22	00:20:00	0.58	25.72			
17-10-22	00:30:00	0.86	25.70			
17-10-22	00:40:00	1.09	25.70			
17-10-22	00:50:00	0.67	25.68			
17-10-22	01:00:00	0.94	25.68			
17-10-22	01:10:00	0.99	25.68			
17-10-22	01:20:00	0.80	25.66			
17-10-22	01:30:00	0.47	25.66			
17-10-22	01:40:00	0.62	25.64			
17-10-22	01:50:00	0.67	25.64			
17-10-22	02:00:00	0.59	25.62			
17-10-22	02:10:00	0.81	25.60			
17-10-22	02:20:00	0.49	25.60			
17-10-22	02:30:00	0.49	25.60			
17-10-22	02:40:00	0.47	25.58			
17-10-22	02:50:00	0.63	25.58			
17-10-22	03:00:00	0.60	25.56			
17-10-22	03:10:00	0.56	25.54			
17-10-22	03:20:00	0.51	25.54			
17-10-22	03:30:00	0.53	25.52			
17-10-22	03:40:00	0.54	25.52			
17-10-22	03:50:00	0.37	25.50			
17-10-22	04:00:00	0.47	25.50			
17-10-22	04:10:00	0.36	25.48			
17-10-22	04:20:00	0.45	25.48			
17-10-22	04:30:00	0.48	25.46			
17-10-22	04:40:00	0.65	25.46			
17-10-22	04:50:00	0.56	25.44			
17-10-22	05:00:00	0.42	25.44			
17-10-22	05:10:00	0.52	25.42			
17-10-22	05:20:00	0.55	25.40			
17-10-22	05:30:00	0.43	25.40			
17-10-22	05:40:00	0.36	25.38			
17-10-22	05:50:00	0.63	25.38			
17-10-22	06:00:00	0.60	25.36			
17-10-22	06:10:00	0.52	25.36			
17-10-22	06:20:00	0.58	25.34			
17-10-22	06:30:00	0.31	25.34			
17-10-22	06:40:00	0.48	25.34			
17-10-22	06:50:00	0.51	25.32			
17-10-22	07:00:00	0.40	25.32			
17-10-22	07:10:00	0.18	25.32			
17-10-22	07:20:00	0.22	25.30			
17-10-22	07:30:00	0.38	25.30			
17-10-22	07:40:00	0.23	25.30			
17-10-22	07:50:00	0.22	25.30			
17-10-22	08:00:00	0.22	25.30			
17-10-22	08:10:00	0.27	25.28			
17-10-22	08:20:00	0.23	25.30			
17-10-22	08:30:00	0.43	25.30			
17-10-22	08:40:00	0.36	25.32			
17-10-22	08:50:00	0.53	25.34			
17-10-22	09:00:00	0.71	25.38			
17-10-22	09:10:00	0.78	25.42			
17-10-22	09:20:00	0.86	25.48			
17-10-22	09:30:00	0.90	25.54			
17-10-22	09:40:00	1.07	25.58			
17-10-22	09:50:00	0.82	25.64			
17-10-22	10:00:00	0.97	25.70			
17-10-22	10:10:00	0.89	25.74			
17-10-22	10:20:00	1.34	25.82			
17-10-22	10:30:00	1.22	25.90			
17-10-22	10:40:00	1.45	25.94			
17-10-22	10:50:00	1.76	25.98			
17-10-22	11:00:00	1.60	26.04			
17-10-22	11:10:00	1.36	26.08			
17-10-22	11:20:00	1.47	26.12			
17-10-22	11:30:00	1.65	26.14			
17-10-22	11:40:00	1.96	26.18			
17-10-22	11:50:00	2.26	26.20			
17-10-22	12:00:00	1.66	26.20			
17-10-22	12:10:00	1.90	26.20			
17-10-22	12:20:00	1.30	26.16			
17-10-22	12:30:00	1.24	26.16			
17-10-22	12:40:00	1.79	26.18			
17-10-22	12:50:00	1.46	26.20			
17-10-22	13:00:00	1.94	26.22			
17-10-22	13:10:00	2.00	26.22			
17-10-22	13:20:00	1.93	26.24			
17-10-22	13:30:00	2.56	26.32			
17-10-22	13:40:00	2.08	26.34			
17-10-22	13:50:00	2.58	26.32			
17-10-22	14:00:00	2.36	26.34			
17-10-22	14:10:00	2.76	26.36			
17-10-22	14:20:00	2.12	26.36			
17-10-22	14:30:00	1.99	26.34			
17-10-22	14:40:00	2.08	26.34			
17-10-22	14:50:00	2.25	26.32			
17-10-22	15:00:00	1.97	26.32			
17-10-22	15:10:00	1.72	26.32			
17-10-22	15:20:00	1.94	26.34			
17-10-22	15:30:00	2.29	26.36			
17-10-22	15:40:00	2.03	26.36			
17-10-22	15:50:00	2.69	26.38			
17-10-22	16:00:00	2.12	26.38			
17-10-22	16:10:00	2.44	26.38			
17-10-22	16:20:00	2.01	26.36			
17-10-22	16:30:00	2.02	26.36			
17-10-22	16:40:00	2.22	26.36			
17-10-22	16:50:00	1.93	26.36			
17-10-22	17:00:00	1.88	26.36			
17-10-22	17:10:00	2.03	26.36			
17-10-22	17:20:00	2.11	26.36			
17-10-22	17:30:00	2.03	26.36			
17-10-22	17:40:00	1.83	26.34			
17-10-22	17:50:00	1.74	26.34			
17-10-22	18:00:00	2.03	26.32			
17-10-22	18:10:00	1.91	26.30			
17-10-22	18:20:00	1.62	26.30			
17-10-22	18:30:00	1.65	26.28			
17-10-22	18:40:00	1.42	26.26			
17-10-22	18:50:00	1.26	26.26			
17-10-22	19:00:00	1.54	26.24			
17-10-22	19:10:00	1.78	26.24			
17-10-22	19:20:00	1.71	26.22			
17-10-22	19:30:00	1.52	26.22			
17-10-22	19:40:00	1.69	26.20			
17-10-22	19:50:00	1.26	26.20			
17-10-22	20:00:00	1.38	26.18			
17-10-22	20:10:00	1.43	26.16			
17-10-22	20:20:00	1.41	26.14			
17-10-22	20:30:00	1.41	26.12			
17-10-22	20:40:00	1.38	26.08			
17-10-22	20:50:00	1.45	26.06			
17-10-22	21:00:00	1.43	26.04			
17-10-22	21:10:00	1.32	26.04			
17-10-22	21:20:00	1.40	26.00			
17-10-22	21:30:00	1.34	25.98			
17-10-22	21:40:00	1.15	25.96			
17-10-22	21:50:00	1.27	25.94			
17-10-22	22:00:00	1.29	25.94			
17-10-22	22:10:00	1.20	25.92			
17-10-22	22:20:00	1.15	25.92			
17-10-22	22:30:00	1.23	25.90			
17-10-22	22:40:00	1.31	25.90			
17-10-22	22:50:00	0.97	25.88			
17-10-22	23:00:00	0.81	25.88			
17-10-22	23:10:00	1.07	25.86			
17-10-22	23:20:00	1.19	25.86			
17-10-22	23:30:00	1.12	25.86			
17-10-22	23:40:00	0.82	25.84			
17-10-22	23:50:00	0.87	25.82			
18-10-22	00:00:00	0.85	25.82			
18-10-22	00:10:00	0.93	25.80			
18-10-22	00:20:00	0.89	25.80			
18-10-22	00:30:00	0.85	25.80			
18-10-22	00:40:00	0.77	25.78			
18-10-22	00:50:00	0.52	25.78			
18-10-22	01:00:00	0.58	25.78			
18-10-22	01:10:00	0.48	25.76			
18-10-22	01:20:00	0.82	25.74			
18-10-22	01:30:00	0.65	25.74			
18-10-22	01:40:00	0.78	25.72			
18-10-22	01:50:00	0.85	25.70			
18-10-22	02:00:00	0.48	25.70			
18-10-22	02:10:00	0.41	25.68			
18-10-22	02:20:00	0.55	25.68			
18-10-22	02:30:00	0.62	25.68			
18-10-22	02:40:00	0.41	25.66			
18-10-22	02:50:00	0.66	25.64			
18-10-22	03:00:00	0.67	25.62			
18-10-22	03:10:00	0.63	25.62			
18-10-22	03:20:00	0.37	25.60			
18-10-22	03:30:00	0.32	25.60			
18-10-22	03:40:00	0.47	25.60			
18-10-22	03:50:00	0.45	25.58			
18-10-22	04:00:00	0.62	25.56			
18-10-22	04:10:00	0.65	25.54			
18-10-22	04:20:00	0.45	25.54			
18-10-22	04:30:00	0.54	25.52			
18-10-22	04:40:00	0.56	25.50			
18-10-22	04:50:00	0.41	25.50			
18-10-22	05:00:00	0.41	25.48			
18-10-22	05:10:00	0.54	25.48			
18-10-22	05:20:00	0.30	25.48			
18-10-22	05:30:00	0.18	25.46			
18-10-22	05:40:00	0.43	25.44			
18-10-22	05:50:00	0.26	25.42			
18-10-22	06:00:00	0.31	25.42			
18-10-22	06:10:00	0.36	25.40			
18-10-22	06:20:00	0.30	25.38			
18-10-22	06:30:00	0.47	25.36			
18-10-22	06:40:00	0.27	25.34			
18-10-22	06:50:00	0.24	25.34			
18-10-22	07:00:00	0.21	25.34			
18-10-22	07:10:00	0.18	25.34			
18-10-22	07:20:00	0.23	25.32			
18-10-22	07:30:00	0.23	25.32			
18-10-22	07:40:00	0.24	25.30			
18-10-22	07:50:00	0.03	25.30			
18-10-22	08:00:00	0.03	25.30			
18-10-22	08:10:00	0.04	25.30			
18-10-22	08:20:00	0.01	25.34			
18-10-22	08:30:00	0.01	25.36			
18-10-22	08:40:00	0.08	25.38			
18-10-22	08:50:00	0.12	25.36			
18-10-22	09:00:00	0.79	25.38			
18-10-22	09:10:00	0.70	25.42			
18-10-22	09:20:00	1.15	25.46			
18-10-22	09:30:00	0.65	25.52			
18-10-22	09:40:00	0.92	25.58			
18-10-22	09:50:00	0.91	25.64			
18-10-22	10:00:00	0.80	25.68			
18-10-22	10:10:00	0.86	25.76			
18-10-22	10:20:00	0.97	25.82			
18-10-22	10:30:00	1.21	25.88			
18-10-22	10:40:00	1.41	25.92			
18-10-22	10:50:00	1.72	26.00			
18-10-22	11:00:00	1.40	26.06			
18-10-22	11:10:00	1.46	26.12			
18-10-22	11:20:00	1.14	26.12			
18-10-22	11:30:00	1.25	26.20			
18-10-22	11:40:00	1.40	26.26			
18-10-22	11:50:00	1.63	26.28			
18-10-22	12:00:00	1.45	26.30			
18-10-22	12:10:00	1.04	26.26			
18-10-22	12:20:00	1.45	26.28			
18-10-22	12:30:00	1.04	26.30			
18-10-22	12:40:00	1.32	26.32			
18-10-22	12:50:00	1.31	26.34			
18-10-22	13:00:00	1.32	26.38			
18-10-22	13:10:00	1.10	26.40			
18-10-22	13:20:00	2.15	26.46			
18-10-22	13:30:00	2.82	26.54			
18-10-22	13:40:00	3.16	26.58			
18-10-22	13:50:00	2.82	26.56			
18-10-22	14:00:00	2.61	26.54			
18-10-22	14:10:00	3.05	26.58			
18-10-22	14:20:00	2.00	26.58			
18-10-22	14:30:00	2.07	26.58			
18-10-22	14:40:00	1.79	26.58			
18-10-22	14:50:00	1.92	26.58			
18-10-22	15:00:00	1.80	26.60			
18-10-22	15:10:00	2.08	26.64			
18-10-22	15:20:00	1.86	26.64			
18-10-22	15:30:00	2.19	26.66			
18-10-22	15:40:00	2.22	26.66			
18-10-22	15:50:00	2.16	26.66			
18-10-22	16:00:00	1.86	26.66			
18-10-22	16:10:00	1.98	26.66			
18-10-22	16:20:00	1.75	26.66			
18-10-22	16:30:00	1.82	26.68			
18-10-22	16:40:00	1.93	26.70			
18-10-22	16:50:00	1.59	26.72			
18-10-22	17:00:00	2.08	26.72			
18-10-22	17:10:00	2.34	26.72			
18-10-22	17:20:00	2.05	26.74			
18-10-22	17:30:00	1.91	26.76			
18-10-22	17:40:00	1.71	26.76			
18-10-22	17:50:00	1.81	26.76			
18-10-22	18:00:00	1.69	26.76			
18-10-22	18:10:00	1.43	26.76			
18-10-22	18:20:00	1.26	26.76			
18-10-22	18:30:00	1.01	26.74			
18-10-22	18:40:00	1.48	26.74			
18-10-22	18:50:00	1.24	26.74			
18-10-22	19:00:00	1.18	26.72			
18-10-22	19:10:00	1.09	26.72			
18-10-22	19:20:00	1.41	26.72			
18-10-22	19:30:00	1.54	26.70			
18-10-22	19:40:00	1.03	26.70			
18-10-22	19:50:00	0.77	26.68			
18-10-22	20:00:00	1.22	26.68			
18-10-22	20:10:00	1.27	26.66			
18-10-22	20:20:00	0.97	26.66			
18-10-22	20:30:00	1.04	26.66			
18-10-22	20:40:00	0.87	26.64			
18-10-22	20:50:00	0.89	26.62			
18-10-22	21:00:00	0.62	26.62			
18-10-22	21:10:00	0.89	26.60			
18-10-22	21:20:00	0.77	26.60			
18-10-22	21:30:00	1.25	26.58			
18-10-22	21:40:00	0.53	26.56			
18-10-22	21:50:00	0.70	26.54			
18-10-22	22:00:00	0.73	26.54			
18-10-22	22:10:00	0.80	26.52			
18-10-22	22:20:00	0.93	26.50			
18-10-22	22:30:00	0.54	26.48			
18-10-22	22:40:00	0.83	26.46			
18-10-22	22:50:00	0.48	26.44			
18-10-22	23:00:00	0.46	26.42			
18-10-22	23:10:00	0.49	26.40			
18-10-22	23:20:00	0.53	26.38			
18-10-22	23:30:00	0.40	26.38			
18-10-22	23:40:00	0.42	26.34			
18-10-22	23:50:00	0.55	26.32			
19-10-22	00:00:00	0.44	26.30			
19-10-22	00:10:00	0.68	26.28			
19-10-22	00:20:00	0.44	26.26			
19-10-22	00:30:00	0.76	26.24			
19-10-22	00:40:00	0.57	26.22			
19-10-22	00:50:00	0.45	26.20			
19-10-22	01:00:00	0.27	26.18			
19-10-22	01:10:00	0.30	26.16			
19-10-22	01:20:00	0.32	26.16			
19-10-22	01:30:00	0.45	26.12			
19-10-22	01:40:00	0.54	26.10			
19-10-22	01:50:00	0.47	26.08			
19-10-22	02:00:00	0.45	26.04			
19-10-22	02:10:00	0.56	26.02			
19-10-22	02:20:00	0.67	26.02			
19-10-22	02:30:00	0.49	26.00			
19-10-22	02:40:00	0.55	25.96			
19-10-22	02:50:00	0.64	25.94			
19-10-22	03:00:00	0.43	25.92			
19-10-22	03:10:00	0.57	25.90			
19-10-22	03:20:00	0.56	25.88			
19-10-22	03:30:00	0.45	25.84			
19-10-22	03:40:00	0.57	25.82			
19-10-22	03:50:00	0.59	25.80			
19-10-22	04:00:00	0.54	25.78			
19-10-22	04:10:00	0.62	25.74			
19-10-22	04:20:00	0.54	25.72			
19-10-22	04:30:00	0.51	25.70			
19-10-22	04:40:00	0.58	25.68			
19-10-22	04:50:00	0.60	25.66			
19-10-22	05:00:00	0.53	25.64			
19-10-22	05:10:00	0.46	25.62			
19-10-22	05:20:00	0.43	25.60			
19-10-22	05:30:00	0.33	25.60			
19-10-22	05:40:00	0.47	25.58			
19-10-22	05:50:00	0.52	25.54			
19-10-22	06:00:00	0.45	25.54			
19-10-22	06:10:00	0.51	25.52			
19-10-22	06:20:00	0.43	25.50			
19-10-22	06:30:00	0.34	25.48			
19-10-22	06:40:00	0.34	25.46			
19-10-22	06:50:00	0.36	25.42			
19-10-22	07:00:00	0.41	25.42			
19-10-22	07:10:00	0.36	25.42			
19-10-22	07:20:00	0.12	25.42			
19-10-22	07:30:00	0.29	25.40			
19-10-22	07:40:00	0.26	25.38			
19-10-22	07:50:00	0.30	25.38			
19-10-22	08:00:00	0.41	25.38			
19-10-22	08:10:00	0.26	25.38			
19-10-22	08:20:00	0.32	25.40			
19-10-22	08:30:00	0.34	25.40			
19-10-22	08:40:00	0.47	25.42			
19-10-22	08:50:00	0.32	25.46			
19-10-22	09:00:00	0.29	25.48			
19-10-22	09:10:00	0.57	25.50			
19-10-22	09:20:00	0.76	25.56			
19-10-22	09:30:00	1.12	25.62			
19-10-22	09:40:00	1.47	25.68			
19-10-22	09:50:00	1.41	25.76			
19-10-22	10:00:00	0.86	25.82			
19-10-22	10:10:00	1.01	25.84			
19-10-22	10:20:00	0.85	25.86			
19-10-22	10:30:00	1.26	25.90			
19-10-22	10:40:00	1.24	25.96			
19-10-22	10:50:00	1.75	26.02			
19-10-22	11:00:00	1.46	26.04			
19-10-22	11:10:00	1.19	26.02			
19-10-22	11:20:00	1.37	26.04			
19-10-22	11:30:00	2.86	26.12			
19-10-22	11:40:00	1.94	26.16			
19-10-22	11:50:00	1.38	26.12			
19-10-22	12:00:00	0.81	26.10			
19-10-22	12:10:00	0.77	26.10			
19-10-22	12:20:00	1.20	26.10			
19-10-22	12:30:00	1.33	26.10			
19-10-22	12:40:00	1.48	26.10			
19-10-22	12:50:00	1.13	26.10			
19-10-22	13:00:00	1.47	26.10			
19-10-22	13:10:00	1.57	26.12			
19-10-22	13:20:00	2.15	26.12			
19-10-22	13:30:00	2.77	26.20			
19-10-22	13:40:00	1.56	26.16			
19-10-22	13:50:00	1.29	26.14			
19-10-22	14:00:00	1.12	26.14			
19-10-22	14:10:00	0.76	26.12			
19-10-22	14:20:00	1.07	26.10			
19-10-22	14:30:00	1.35	26.10			
19-10-22	14:40:00	1.55	26.10			
19-10-22	14:50:00	1.64	26.10			
19-10-22	15:00:00	1.80	26.10			
19-10-22	15:10:00	1.59	26.10			
19-10-22	15:20:00	1.63	26.08			
19-10-22	15:30:00	1.52	26.10			
19-10-22	15:40:00	1.69	26.08			
19-10-22	15:50:00	1.91	26.08			
19-10-22	16:00:00	1.45	26.06			
19-10-22	16:10:00	1.58	26.06			
19-10-22	16:20:00	1.65	26.06			
19-10-22	16:30:00	1.80	26.04			
19-10-22	16:40:00	1.90	26.04			
19-10-22	16:50:00	1.55	26.04			
19-10-22	17:00:00	1.78	26.04			
19-10-22	17:10:00	1.68	26.04			
19-10-22	17:20:00	1.86	26.02			
19-10-22	17:30:00	1.89	26.02			
19-10-22	17:40:00	1.81	26.00			
19-10-22	17:50:00	1.60	26.00			
19-10-22	18:00:00	1.53	25.98			
19-10-22	18:10:00	1.34	25.96			
19-10-22	18:20:00	1.12	25.94			
19-10-22	18:30:00	1.13	25.92			
19-10-22	18:40:00	1.23	25.90			
19-10-22	18:50:00	1.22	25.88			
19-10-22	19:00:00	1.08	25.86			
19-10-22	19:10:00	1.14	25.86			
19-10-22	19:20:00	1.22	25.84			
19-10-22	19:30:00	1.24	25.82			
19-10-22	19:40:00	1.03	25.80			
19-10-22	19:50:00	0.85	25.80			
19-10-22	20:00:00	0.91	25.78			
19-10-22	20:10:00	1.09	25.76			
19-10-22	20:20:00	0.85	25.74			
19-10-22	20:30:00	0.67	25.72			
19-10-22	20:40:00	0.75	25.70			
19-10-22	20:50:00	0.89	25.68			
19-10-22	21:00:00	0.79	25.66			
19-10-22	21:10:00	0.88	25.64			
19-10-22	21:20:00	0.69	25.62			
19-10-22	21:30:00	0.77	25.60			
19-10-22	21:40:00	0.83	25.58			
19-10-22	21:50:00	0.82	25.56			
19-10-22	22:00:00	0.81	25.54			
19-10-22	22:10:00	0.57	25.52			
19-10-22	22:20:00	0.47	25.50			
19-10-22	22:30:00	0.52	25.48			
19-10-22	22:40:00	0.45	25.46			
19-10-22	22:50:00	0.40	25.44			
19-10-22	23:00:00	0.26	25.42			
19-10-22	23:10:00	0.26	25.40			
