"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Expired Sensor Cap (LGR S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Coupler Detached (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
5286,06/03/23 14:10:00,-888.88,-888.88,,,,,,
5287,06/03/23 14:20:00,-888.88,-888.88,,,,,,
5288,06/03/23 14:30:00,-888.88,-888.88,,,,,,
5289,06/03/23 14:40:00,-888.88,-888.88,,,,,,
5290,06/03/23 14:50:00,-888.88,-888.88,,,,,,
5291,06/03/23 15:00:00,-888.88,-888.88,,,,,,
5292,06/03/23 15:10:00,-888.88,-888.88,,,,,,
5293,06/03/23 15:20:00,-888.88,-888.88,,,,,,
5294,06/03/23 15:30:00,-888.88,-888.88,,,,,,
5295,06/03/23 15:40:00,-888.88,-888.88,,,,,,
5296,06/03/23 15:50:00,-888.88,-888.88,,,,,,
5297,06/03/23 16:00:00,-888.88,-888.88,,,,,,
5298,06/03/23 16:10:00,-888.88,-888.88,,,,,,
5299,06/03/23 16:20:00,-888.88,-888.88,,,,,,
5300,06/03/23 16:30:00,-888.88,-888.88,,,,,,
5301,06/03/23 16:40:00,-888.88,-888.88,,,,,,
5302,06/03/23 16:50:00,-888.88,-888.88,,,,,,
5303,06/03/23 17:00:00,-888.88,-888.88,,,,,,
5304,06/03/23 17:10:00,-888.88,-888.88,,,,,,
5305,06/03/23 17:20:00,-888.88,-888.88,,,,,,
5306,06/03/23 17:30:00,-888.88,-888.88,,,,,,
5307,06/03/23 17:40:00,-888.88,-888.88,,,,,,
5308,06/03/23 17:50:00,-888.88,-888.88,,,,,,
5309,06/03/23 18:00:00,-888.88,-888.88,,,,,,
5310,06/03/23 18:10:00,-888.88,-888.88,,,,,,
5311,06/03/23 18:20:00,-888.88,-888.88,,,,,,
5312,06/03/23 18:30:00,-888.88,-888.88,,,,,,
5313,06/03/23 18:40:00,-888.88,-888.88,,,,,,
5314,06/03/23 18:50:00,-888.88,-888.88,,,,,,
5315,06/03/23 19:00:00,-888.88,-888.88,,,,,,
5316,06/03/23 19:10:00,-888.88,-888.88,,,,,,
5317,06/03/23 19:20:00,-888.88,-888.88,,,,,,
5318,06/03/23 19:30:00,-888.88,-888.88,,,,,,
5319,06/03/23 19:40:00,-888.88,-888.88,,,,,,
5320,06/03/23 19:50:00,-888.88,-888.88,,,,,,
5321,06/03/23 20:00:00,-888.88,-888.88,,,,,,
5322,06/03/23 20:10:00,-888.88,-888.88,,,,,,
5323,06/03/23 20:20:00,-888.88,-888.88,,,,,,
5324,06/03/23 20:30:00,-888.88,-888.88,,,,,,
5325,06/03/23 20:40:00,-888.88,-888.88,,,,,,
5326,06/03/23 20:50:00,-888.88,-888.88,,,,,,
5327,06/03/23 21:00:00,-888.88,-888.88,,,,,,
5328,06/03/23 21:10:00,-888.88,-888.88,,,,,,
5329,06/03/23 21:20:00,-888.88,-888.88,,,,,,
5330,06/03/23 21:30:00,-888.88,-888.88,,,,,,
5331,06/03/23 21:40:00,-888.88,-888.88,,,,,,
5332,06/03/23 21:50:00,-888.88,-888.88,,,,,,
5333,06/03/23 22:00:00,-888.88,-888.88,,,,,,
5334,06/03/23 22:10:00,-888.88,-888.88,,,,,,
5335,06/03/23 22:20:00,-888.88,-888.88,,,,,,
5336,06/03/23 22:30:00,-888.88,-888.88,,,,,,
5337,06/03/23 22:40:00,-888.88,-888.88,,,,,,
5338,06/03/23 22:50:00,-888.88,-888.88,,,,,,
5339,06/03/23 23:00:00,-888.88,-888.88,,,,,,
5340,06/03/23 23:10:00,-888.88,-888.88,,,,,,
5341,06/03/23 23:20:00,-888.88,-888.88,,,,,,
5342,06/03/23 23:30:00,-888.88,-888.88,,,,,,
5343,06/03/23 23:40:00,-888.88,-888.88,,,,,,
5344,06/03/23 23:50:00,-888.88,-888.88,,,,,,
5345,06/04/23 00:00:00,-888.88,-888.88,,,,,,
5346,06/04/23 00:10:00,-888.88,-888.88,,,,,,
5347,06/04/23 00:20:00,-888.88,-888.88,,,,,,
5348,06/04/23 00:30:00,-888.88,-888.88,,,,,,
5349,06/04/23 00:40:00,-888.88,-888.88,,,,,,
5350,06/04/23 00:50:00,-888.88,-888.88,,,,,,
5351,06/04/23 01:00:00,-888.88,-888.88,,,,,,
5352,06/04/23 01:10:00,-888.88,-888.88,,,,,,
5353,06/04/23 01:20:00,-888.88,-888.88,,,,,,
5354,06/04/23 01:30:00,-888.88,-888.88,,,,,,
5355,06/04/23 01:40:00,-888.88,-888.88,,,,,,
5356,06/04/23 01:50:00,-888.88,-888.88,,,,,,
5357,06/04/23 02:00:00,-888.88,-888.88,,,,,,
5358,06/04/23 02:10:00,-888.88,-888.88,,,,,,
5359,06/04/23 02:20:00,-888.88,-888.88,,,,,,
5360,06/04/23 02:30:00,-888.88,-888.88,,,,,,
5361,06/04/23 02:40:00,-888.88,-888.88,,,,,,
5362,06/04/23 02:50:00,-888.88,-888.88,,,,,,
5363,06/04/23 03:00:00,-888.88,-888.88,,,,,,
5364,06/04/23 03:10:00,-888.88,-888.88,,,,,,
5365,06/04/23 03:20:00,-888.88,-888.88,,,,,,
5366,06/04/23 03:30:00,-888.88,-888.88,,,,,,
5367,06/04/23 03:40:00,-888.88,-888.88,,,,,,
5368,06/04/23 03:50:00,-888.88,-888.88,,,,,,
5369,06/04/23 04:00:00,-888.88,-888.88,,,,,,
5370,06/04/23 04:10:00,-888.88,-888.88,,,,,,
5371,06/04/23 04:20:00,-888.88,-888.88,,,,,,
5372,06/04/23 04:30:00,-888.88,-888.88,,,,,,
5373,06/04/23 04:40:00,-888.88,-888.88,,,,,,
5374,06/04/23 04:50:00,-888.88,-888.88,,,,,,
5375,06/04/23 05:00:00,-888.88,-888.88,,,,,,
5376,06/04/23 05:10:00,-888.88,-888.88,,,,,,
5377,06/04/23 05:20:00,-888.88,-888.88,,,,,,
5378,06/04/23 05:30:00,-888.88,-888.88,,,,,,
5379,06/04/23 05:40:00,-888.88,-888.88,,,,,,
5380,06/04/23 05:50:00,-888.88,-888.88,,,,,,
5381,06/04/23 06:00:00,-888.88,-888.88,,,,,,
5382,06/04/23 06:10:00,-888.88,-888.88,,,,,,
5383,06/04/23 06:20:00,-888.88,-888.88,,,,,,
5384,06/04/23 06:30:00,-888.88,-888.88,,,,,,
5385,06/04/23 06:40:00,-888.88,-888.88,,,,,,
5386,06/04/23 06:50:00,-888.88,-888.88,,,,,,
5387,06/04/23 07:00:00,-888.88,-888.88,,,,,,
5388,06/04/23 07:10:00,-888.88,-888.88,,,,,,
5389,06/04/23 07:20:00,-888.88,-888.88,,,,,,
5390,06/04/23 07:30:00,-888.88,-888.88,,,,,,
5391,06/04/23 07:40:00,-888.88,-888.88,,,,,,
5392,06/04/23 07:50:00,-888.88,-888.88,,,,,,
5393,06/04/23 08:00:00,-888.88,-888.88,,,,,,
5394,06/04/23 08:10:00,-888.88,-888.88,,,,,,
5395,06/04/23 08:20:00,-888.88,-888.88,,,,,,
5396,06/04/23 08:30:00,-888.88,-888.88,,,,,,
5397,06/04/23 08:40:00,-888.88,-888.88,,,,,,
5398,06/04/23 08:50:00,-888.88,-888.88,,,,,,
5399,06/04/23 09:00:00,-888.88,-888.88,,,,,,
5400,06/04/23 09:10:00,-888.88,-888.88,,,,,,
5401,06/04/23 09:20:00,-888.88,-888.88,,,,,,
5402,06/04/23 09:30:00,-888.88,-888.88,,,,,,
5403,06/04/23 09:40:00,-888.88,-888.88,,,,,,
5404,06/04/23 09:50:00,-888.88,-888.88,,,,,,
5405,06/04/23 10:00:00,-888.88,-888.88,,,,,,
5406,06/04/23 10:10:00,-888.88,-888.88,,,,,,
5407,06/04/23 10:20:00,-888.88,-888.88,,,,,,
5408,06/04/23 10:30:00,-888.88,-888.88,,,,,,
5409,06/04/23 10:40:00,-888.88,-888.88,,,,,,
5410,06/04/23 10:50:00,-888.88,-888.88,,,,,,
5411,06/04/23 11:00:00,-888.88,-888.88,,,,,,
5412,06/04/23 11:10:00,-888.88,-888.88,,,,,,
5413,06/04/23 11:20:00,-888.88,-888.88,,,,,,
5414,06/04/23 11:30:00,-888.88,-888.88,,,,,,
5415,06/04/23 11:40:00,-888.88,-888.88,,,,,,
5416,06/04/23 11:50:00,-888.88,-888.88,,,,,,
5417,06/04/23 12:00:00,-888.88,-888.88,,,,,,
5418,06/04/23 12:10:00,-888.88,-888.88,,,,,,
5419,06/04/23 12:20:00,-888.88,-888.88,,,,,,
5420,06/04/23 12:30:00,-888.88,-888.88,,,,,,
5421,06/04/23 12:40:00,-888.88,-888.88,,,,,,
5422,06/04/23 12:50:00,-888.88,-888.88,,,,,,
5423,06/04/23 13:00:00,-888.88,-888.88,,,,,,
5424,06/04/23 13:10:00,-888.88,-888.88,,,,,,
5425,06/04/23 13:20:00,-888.88,-888.88,,,,,,
5426,06/04/23 13:30:00,-888.88,-888.88,,,,,,
5427,06/04/23 13:40:00,-888.88,-888.88,,,,,,
5428,06/04/23 13:50:00,-888.88,-888.88,,,,,,
5429,06/04/23 14:00:00,-888.88,-888.88,,,,,,
5430,06/04/23 14:10:00,-888.88,-888.88,,,,,,
5431,06/04/23 14:20:00,-888.88,-888.88,,,,,,
5432,06/04/23 14:30:00,-888.88,-888.88,,,,,,
5433,06/04/23 14:40:00,-888.88,-888.88,,,,,,
5434,06/04/23 14:50:00,-888.88,-888.88,,,,,,
5435,06/04/23 15:00:00,-888.88,-888.88,,,,,,
5436,06/04/23 15:10:00,-888.88,-888.88,,,,,,
5437,06/04/23 15:20:00,-888.88,-888.88,,,,,,
5438,06/04/23 15:30:00,-888.88,-888.88,,,,,,
5439,06/04/23 15:40:00,-888.88,-888.88,,,,,,
5440,06/04/23 15:50:00,-888.88,-888.88,,,,,,
5441,06/04/23 16:00:00,-888.88,-888.88,,,,,,
5442,06/04/23 16:10:00,-888.88,-888.88,,,,,,
5443,06/04/23 16:20:00,-888.88,-888.88,,,,,,
5444,06/04/23 16:30:00,-888.88,-888.88,,,,,,
5445,06/04/23 16:40:00,-888.88,-888.88,,,,,,
5446,06/04/23 16:50:00,-888.88,-888.88,,,,,,
5447,06/04/23 17:00:00,-888.88,-888.88,,,,,,
5448,06/04/23 17:10:00,-888.88,-888.88,,,,,,
5449,06/04/23 17:20:00,-888.88,-888.88,,,,,,
5450,06/04/23 17:30:00,-888.88,-888.88,,,,,,
5451,06/04/23 17:40:00,-888.88,-888.88,,,,,,
5452,06/04/23 17:50:00,-888.88,-888.88,,,,,,
5453,06/04/23 18:00:00,-888.88,-888.88,,,,,,
5454,06/04/23 18:10:00,-888.88,-888.88,,,,,,
5455,06/04/23 18:20:00,-888.88,-888.88,,,,,,
5456,06/04/23 18:30:00,-888.88,-888.88,,,,,,
5457,06/04/23 18:40:00,-888.88,-888.88,,,,,,
5458,06/04/23 18:50:00,-888.88,-888.88,,,,,,
5459,06/04/23 19:00:00,-888.88,-888.88,,,,,,
5460,06/04/23 19:10:00,-888.88,-888.88,,,,,,
5461,06/04/23 19:20:00,-888.88,-888.88,,,,,,
5462,06/04/23 19:30:00,-888.88,-888.88,,,,,,
5463,06/04/23 19:40:00,-888.88,-888.88,,,,,,
5464,06/04/23 19:50:00,-888.88,-888.88,,,,,,
5465,06/04/23 20:00:00,-888.88,-888.88,,,,,,
5466,06/04/23 20:10:00,-888.88,-888.88,,,,,,
5467,06/04/23 20:20:00,-888.88,-888.88,,,,,,
5468,06/04/23 20:30:00,-888.88,-888.88,,,,,,
5469,06/04/23 20:40:00,-888.88,-888.88,,,,,,
5470,06/04/23 20:50:00,-888.88,-888.88,,,,,,
5471,06/04/23 21:00:00,-888.88,-888.88,,,,,,
5472,06/04/23 21:10:00,-888.88,-888.88,,,,,,
5473,06/04/23 21:20:00,-888.88,-888.88,,,,,,
5474,06/04/23 21:30:00,-888.88,-888.88,,,,,,
5475,06/04/23 21:40:00,-888.88,-888.88,,,,,,
5476,06/04/23 21:50:00,-888.88,-888.88,,,,,,
5477,06/04/23 22:00:00,-888.88,-888.88,,,,,,
5478,06/04/23 22:10:00,-888.88,-888.88,,,,,,
5479,06/04/23 22:20:00,-888.88,-888.88,,,,,,
5480,06/04/23 22:30:00,-888.88,-888.88,,,,,,
5481,06/04/23 22:40:00,-888.88,-888.88,,,,,,
5482,06/04/23 22:50:00,-888.88,-888.88,,,,,,
5483,06/04/23 23:00:00,-888.88,-888.88,,,,,,
5484,06/04/23 23:10:00,-888.88,-888.88,,,,,,
5485,06/04/23 23:20:00,-888.88,-888.88,,,,,,
5486,06/04/23 23:30:00,-888.88,-888.88,,,,,,
5487,06/04/23 23:40:00,-888.88,-888.88,,,,,,
5488,06/04/23 23:50:00,-888.88,-888.88,,,,,,
5489,06/05/23 00:00:00,-888.88,-888.88,,,,,,
5490,06/05/23 00:10:00,-888.88,-888.88,,,,,,
5491,06/05/23 00:20:00,-888.88,-888.88,,,,,,
5492,06/05/23 00:30:00,-888.88,-888.88,,,,,,
5493,06/05/23 00:40:00,-888.88,-888.88,,,,,,
5494,06/05/23 00:50:00,-888.88,-888.88,,,,,,
5495,06/05/23 01:00:00,-888.88,-888.88,,,,,,
5496,06/05/23 01:10:00,-888.88,-888.88,,,,,,
5497,06/05/23 01:20:00,-888.88,-888.88,,,,,,
5498,06/05/23 01:30:00,-888.88,-888.88,,,,,,
5499,06/05/23 01:40:00,-888.88,-888.88,,,,,,
5500,06/05/23 01:50:00,-888.88,-888.88,,,,,,
5501,06/05/23 02:00:00,-888.88,-888.88,,,,,,
5502,06/05/23 02:10:00,-888.88,-888.88,,,,,,
5503,06/05/23 02:20:00,-888.88,-888.88,,,,,,
5504,06/05/23 02:30:00,-888.88,-888.88,,,,,,
5505,06/05/23 02:40:00,-888.88,-888.88,,,,,,
5506,06/05/23 02:50:00,-888.88,-888.88,,,,,,
5507,06/05/23 03:00:00,-888.88,-888.88,,,,,,
5508,06/05/23 03:10:00,-888.88,-888.88,,,,,,
5509,06/05/23 03:20:00,-888.88,-888.88,,,,,,
5510,06/05/23 03:30:00,-888.88,-888.88,,,,,,
5511,06/05/23 03:40:00,-888.88,-888.88,,,,,,
5512,06/05/23 03:50:00,-888.88,-888.88,,,,,,
5513,06/05/23 04:00:00,-888.88,-888.88,,,,,,
5514,06/05/23 04:10:00,-888.88,-888.88,,,,,,
5515,06/05/23 04:20:00,-888.88,-888.88,,,,,,
5516,06/05/23 04:30:00,-888.88,-888.88,,,,,,
5517,06/05/23 04:40:00,-888.88,-888.88,,,,,,
5518,06/05/23 04:50:00,-888.88,-888.88,,,,,,
5519,06/05/23 05:00:00,-888.88,-888.88,,,,,,
5520,06/05/23 05:10:00,-888.88,-888.88,,,,,,
5521,06/05/23 05:20:00,-888.88,-888.88,,,,,,
5522,06/05/23 05:30:00,-888.88,-888.88,,,,,,
5523,06/05/23 05:40:00,-888.88,-888.88,,,,,,
5524,06/05/23 05:50:00,-888.88,-888.88,,,,,,
5525,06/05/23 06:00:00,-888.88,-888.88,,,,,,
5526,06/05/23 06:10:00,-888.88,-888.88,,,,,,
5527,06/05/23 06:20:00,-888.88,-888.88,,,,,,
5528,06/05/23 06:30:00,-888.88,-888.88,,,,,,
5529,06/05/23 06:40:00,-888.88,-888.88,,,,,,
5530,06/05/23 06:50:00,-888.88,-888.88,,,,,,
5531,06/05/23 07:00:00,-888.88,-888.88,,,,,,
5532,06/05/23 07:10:00,-888.88,-888.88,,,,,,
5533,06/05/23 07:20:00,-888.88,-888.88,,,,,,
5534,06/05/23 07:30:00,-888.88,-888.88,,,,,,
5535,06/05/23 07:40:00,-888.88,-888.88,,,,,,
5536,06/05/23 07:50:00,-888.88,-888.88,,,,,,
5537,06/05/23 08:00:00,-888.88,-888.88,,,,,,
5538,06/05/23 08:10:00,-888.88,-888.88,,,,,,
5539,06/05/23 08:20:00,-888.88,-888.88,,,,,,
5540,06/05/23 08:30:00,-888.88,-888.88,,,,,,
5541,06/05/23 08:40:00,-888.88,-888.88,,,,,,
5542,06/05/23 08:50:00,-888.88,-888.88,,,,,,
5543,06/05/23 09:00:00,-888.88,-888.88,,,,,,
5544,06/05/23 09:10:00,-888.88,-888.88,,,,,,
5545,06/05/23 09:20:00,-888.88,-888.88,,,,,,
5546,06/05/23 09:30:00,-888.88,-888.88,,,,,,
5547,06/05/23 09:40:00,-888.88,-888.88,,,,,,
5548,06/05/23 09:50:00,-888.88,-888.88,,,,,,
5549,06/05/23 10:00:00,-888.88,-888.88,,,,,,
5550,06/05/23 10:10:00,-888.88,-888.88,,,,,,
5551,06/05/23 10:20:00,-888.88,-888.88,,,,,,
5552,06/05/23 10:30:00,-888.88,-888.88,,,,,,
5553,06/05/23 10:40:00,-888.88,-888.88,,,,,,
5554,06/05/23 10:50:00,-888.88,-888.88,,,,,,
5555,06/05/23 11:00:00,-888.88,-888.88,,,,,,
5556,06/05/23 11:10:00,-888.88,-888.88,,,,,,
5557,06/05/23 11:20:00,-888.88,-888.88,,,,,,
5558,06/05/23 11:30:00,-888.88,-888.88,,,,,,
5559,06/05/23 11:40:00,-888.88,-888.88,,,,,,
5560,06/05/23 11:50:00,-888.88,-888.88,,,,,,
5561,06/05/23 12:00:00,-888.88,-888.88,,,,,,
5562,06/05/23 12:10:00,-888.88,-888.88,,,,,,
5563,06/05/23 12:20:00,-888.88,-888.88,,,,,,
5564,06/05/23 12:30:00,-888.88,-888.88,,,,,,
5565,06/05/23 12:40:00,-888.88,-888.88,,,,,,
5566,06/05/23 12:50:00,-888.88,-888.88,,,,,,
5567,06/05/23 13:00:00,-888.88,-888.88,,,,,,
5568,06/05/23 13:10:00,-888.88,-888.88,,,,,,
5569,06/05/23 13:20:00,-888.88,-888.88,,,,,,
5570,06/05/23 13:30:00,-888.88,-888.88,,,,,,
5571,06/05/23 13:40:00,-888.88,-888.88,,,,,,
5572,06/05/23 13:50:00,-888.88,-888.88,,,,,,
5573,06/05/23 14:00:00,-888.88,-888.88,,,,,,
5574,06/05/23 14:10:00,-888.88,-888.88,,,,,,
5575,06/05/23 14:17:34,,,,Logged,,,,
5576,06/05/23 14:17:54,,,,,Logged,,,
5577,06/05/23 14:18:14,,,,,Logged,,,
5578,06/05/23 14:20:00,-888.88,-888.88,,,,,,
5579,06/05/23 14:22:49,,,,,,Logged,,
5580,06/05/23 14:30:00,-888.88,-888.88,,,,,,
5581,06/05/23 14:40:00,-888.88,-888.88,,,,,,
5582,06/05/23 14:50:00,-888.88,-888.88,,,,,,
5583,06/05/23 15:00:00,-888.88,-888.88,,,,,,
5584,06/05/23 15:10:00,-888.88,-888.88,,,,,,
5585,06/05/23 15:20:00,-888.88,-888.88,,,,,,
5586,06/05/23 15:30:00,-888.88,-888.88,,,,,,
5587,06/05/23 15:40:00,-888.88,-888.88,,,,,,
5588,06/05/23 15:50:00,-888.88,-888.88,,,,,,
5589,06/05/23 16:00:00,-888.88,-888.88,,,,,,
5590,06/05/23 16:10:00,-888.88,-888.88,,,,,,
5591,06/05/23 16:20:00,-888.88,-888.88,,,,,,
5592,06/05/23 16:30:00,-888.88,-888.88,,,,,,
5593,06/05/23 16:40:00,-888.88,-888.88,,,,,,
5594,06/05/23 16:50:00,-888.88,-888.88,,,,,,
5595,06/05/23 17:00:00,-888.88,-888.88,,,,,,
5596,06/05/23 17:10:00,-888.88,-888.88,,,,,,
5597,06/05/23 17:20:00,-888.88,-888.88,,,,,,
5598,06/05/23 17:30:00,-888.88,-888.88,,,,,,
5599,06/05/23 17:40:00,-888.88,-888.88,,,,,,
5600,06/05/23 17:50:00,-888.88,-888.88,,,,,,
5601,06/05/23 18:00:00,-888.88,-888.88,,,,,,
5602,06/05/23 18:10:00,-888.88,-888.88,,,,,,
5603,06/05/23 18:20:00,-888.88,-888.88,,,,,,
5604,06/05/23 18:30:00,-888.88,-888.88,,,,,,
5605,06/05/23 18:40:00,-888.88,-888.88,,,,,,
5606,06/05/23 18:50:00,-888.88,-888.88,,,,,,
5607,06/05/23 19:00:00,-888.88,-888.88,,,,,,
5608,06/05/23 19:10:00,-888.88,-888.88,,,,,,
5609,06/05/23 19:20:00,-888.88,-888.88,,,,,,
5610,06/05/23 19:30:00,-888.88,-888.88,,,,,,
5611,06/05/23 19:40:00,-888.88,-888.88,,,,,,
5612,06/05/23 19:50:00,-888.88,-888.88,,,,,,
5613,06/05/23 20:00:00,-888.88,-888.88,,,,,,
5614,06/05/23 20:10:00,-888.88,-888.88,,,,,,
5615,06/05/23 20:20:00,-888.88,-888.88,,,,,,
5616,06/05/23 20:30:00,-888.88,-888.88,,,,,,
5617,06/05/23 20:40:00,-888.88,-888.88,,,,,,
5618,06/05/23 20:50:00,-888.88,-888.88,,,,,,
5619,06/05/23 21:00:00,-888.88,-888.88,,,,,,
5620,06/05/23 21:10:00,-888.88,-888.88,,,,,,
5621,06/05/23 21:20:00,-888.88,-888.88,,,,,,
5622,06/05/23 21:30:00,-888.88,-888.88,,,,,,
5623,06/05/23 21:40:00,-888.88,-888.88,,,,,,
5624,06/05/23 21:50:00,-888.88,-888.88,,,,,,
5625,06/05/23 22:00:00,-888.88,-888.88,,,,,,
5626,06/05/23 22:10:00,-888.88,-888.88,,,,,,
5627,06/05/23 22:20:00,-888.88,-888.88,,,,,,
5628,06/05/23 22:30:00,-888.88,-888.88,,,,,,
5629,06/05/23 22:40:00,-888.88,-888.88,,,,,,
5630,06/05/23 22:50:00,-888.88,-888.88,,,,,,
5631,06/05/23 23:00:00,-888.88,-888.88,,,,,,
5632,06/05/23 23:10:00,-888.88,-888.88,,,,,,
5633,06/05/23 23:20:00,-888.88,-888.88,,,,,,
5634,06/05/23 23:30:00,-888.88,-888.88,,,,,,
5635,06/05/23 23:40:00,-888.88,-888.88,,,,,,
5636,06/05/23 23:50:00,-888.88,-888.88,,,,,,
5637,06/06/23 00:00:00,-888.88,-888.88,,,,,,
5638,06/06/23 00:10:00,-888.88,-888.88,,,,,,
5639,06/06/23 00:20:00,-888.88,-888.88,,,,,,
5640,06/06/23 00:30:00,-888.88,-888.88,,,,,,
5641,06/06/23 00:40:00,-888.88,-888.88,,,,,,
5642,06/06/23 00:50:00,-888.88,-888.88,,,,,,
5643,06/06/23 01:00:00,-888.88,-888.88,,,,,,
5644,06/06/23 01:10:00,-888.88,-888.88,,,,,,
5645,06/06/23 01:20:00,-888.88,-888.88,,,,,,
5646,06/06/23 01:30:00,-888.88,-888.88,,,,,,
5647,06/06/23 01:40:00,-888.88,-888.88,,,,,,
5648,06/06/23 01:50:00,-888.88,-888.88,,,,,,
5649,06/06/23 02:00:00,-888.88,-888.88,,,,,,
5650,06/06/23 02:10:00,-888.88,-888.88,,,,,,
5651,06/06/23 02:20:00,-888.88,-888.88,,,,,,
5652,06/06/23 02:30:00,-888.88,-888.88,,,,,,
5653,06/06/23 02:40:00,-888.88,-888.88,,,,,,
5654,06/06/23 02:50:00,-888.88,-888.88,,,,,,
5655,06/06/23 03:00:00,-888.88,-888.88,,,,,,
5656,06/06/23 03:10:00,-888.88,-888.88,,,,,,
5657,06/06/23 03:20:00,-888.88,-888.88,,,,,,
5658,06/06/23 03:30:00,-888.88,-888.88,,,,,,
5659,06/06/23 03:40:00,-888.88,-888.88,,,,,,
5660,06/06/23 03:50:00,-888.88,-888.88,,,,,,
5661,06/06/23 04:00:00,-888.88,-888.88,,,,,,
5662,06/06/23 04:10:00,-888.88,-888.88,,,,,,
5663,06/06/23 04:20:00,-888.88,-888.88,,,,,,
5664,06/06/23 04:30:00,-888.88,-888.88,,,,,,
5665,06/06/23 04:40:00,-888.88,-888.88,,,,,,
5666,06/06/23 04:50:00,-888.88,-888.88,,,,,,
5667,06/06/23 05:00:00,-888.88,-888.88,,,,,,
5668,06/06/23 05:10:00,-888.88,-888.88,,,,,,
5669,06/06/23 05:20:00,-888.88,-888.88,,,,,,
5670,06/06/23 05:30:00,-888.88,-888.88,,,,,,
5671,06/06/23 05:40:00,-888.88,-888.88,,,,,,
5672,06/06/23 05:50:00,-888.88,-888.88,,,,,,
5673,06/06/23 06:00:00,-888.88,-888.88,,,,,,
5674,06/06/23 06:10:00,-888.88,-888.88,,,,,,
5675,06/06/23 06:20:00,-888.88,-888.88,,,,,,
5676,06/06/23 06:30:00,-888.88,-888.88,,,,,,
5677,06/06/23 06:40:00,-888.88,-888.88,,,,,,
5678,06/06/23 06:50:00,-888.88,-888.88,,,,,,
5679,06/06/23 07:00:00,-888.88,-888.88,,,,,,
5680,06/06/23 07:10:00,-888.88,-888.88,,,,,,
5681,06/06/23 07:20:00,-888.88,-888.88,,,,,,
5682,06/06/23 07:30:00,-888.88,-888.88,,,,,,
5683,06/06/23 07:40:00,-888.88,-888.88,,,,,,
5684,06/06/23 07:50:00,-888.88,-888.88,,,,,,
5685,06/06/23 08:00:00,-888.88,-888.88,,,,,,
5686,06/06/23 08:10:00,-888.88,-888.88,,,,,,
5687,06/06/23 08:20:00,-888.88,-888.88,,,,,,
5688,06/06/23 08:30:00,-888.88,-888.88,,,,,,
5689,06/06/23 08:40:00,-888.88,-888.88,,,,,,
5690,06/06/23 08:50:00,-888.88,-888.88,,,,,,
5691,06/06/23 09:00:00,-888.88,-888.88,,,,,,
5692,06/06/23 09:10:00,-888.88,-888.88,,,,,,
5693,06/06/23 09:20:00,-888.88,-888.88,,,,,,
5694,06/06/23 09:30:00,-888.88,-888.88,,,,,,
5695,06/06/23 09:40:00,-888.88,-888.88,,,,,,
5696,06/06/23 09:50:00,-888.88,-888.88,,,,,,
5697,06/06/23 10:00:00,-888.88,-888.88,,,,,,
5698,06/06/23 10:10:00,-888.88,-888.88,,,,,,
5699,06/06/23 10:20:00,-888.88,-888.88,,,,,,
5700,06/06/23 10:30:00,-888.88,-888.88,,,,,,
5701,06/06/23 10:40:00,-888.88,-888.88,,,,,,
5702,06/06/23 10:50:00,-888.88,-888.88,,,,,,
5703,06/06/23 11:00:00,-888.88,-888.88,,,,,,
5704,06/06/23 11:10:00,-888.88,-888.88,,,,,,
5705,06/06/23 11:20:00,-888.88,-888.88,,,,,,
5706,06/06/23 11:30:00,-888.88,-888.88,,,,,,
5707,06/06/23 11:40:00,-888.88,-888.88,,,,,,
5708,06/06/23 11:50:00,-888.88,-888.88,,,,,,
5709,06/06/23 12:00:00,-888.88,-888.88,,,,,,
5710,06/06/23 12:10:00,-888.88,-888.88,,,,,,
5711,06/06/23 12:20:00,-888.88,-888.88,,,,,,
5712,06/06/23 12:30:00,-888.88,-888.88,,,,,,
5713,06/06/23 12:40:00,-888.88,-888.88,,,,,,
5714,06/06/23 12:50:00,-888.88,-888.88,,,,,,
5715,06/06/23 13:00:00,-888.88,-888.88,,,,,,
5716,06/06/23 13:10:00,-888.88,-888.88,,,,,,
5717,06/06/23 13:20:00,-888.88,-888.88,,,,,,
5718,06/06/23 13:30:00,-888.88,-888.88,,,,,,
5719,06/06/23 13:40:00,-888.88,-888.88,,,,,,
5720,06/06/23 13:50:00,-888.88,-888.88,,,,,,
5721,06/06/23 14:00:00,-888.88,-888.88,,,,,,
5722,06/06/23 14:10:00,-888.88,-888.88,,,,,,
5723,06/06/23 14:20:00,-888.88,-888.88,,,,,,
5724,06/06/23 14:30:00,-888.88,-888.88,,,,,,
5725,06/06/23 14:40:00,-888.88,-888.88,,,,,,
5726,06/06/23 14:50:00,-888.88,-888.88,,,,,,
5727,06/06/23 15:00:00,-888.88,-888.88,,,,,,
5728,06/06/23 15:10:00,-888.88,-888.88,,,,,,
5729,06/06/23 15:20:00,-888.88,-888.88,,,,,,
5730,06/06/23 15:30:00,-888.88,-888.88,,,,,,
