"Plot Title: 21446085"
"#","Date Time, GMT-10:00","DO conc, mg/L (LGR S/N: 21446085, SEN S/N: 21446085)","Temp, °C (LGR S/N: 21446085, SEN S/N: 21446085)","Expired Sensor Cap (LGR S/N: 21446085)","Coupler Attached (LGR S/N: 21446085)","Host Connected (LGR S/N: 21446085)","Stopped (LGR S/N: 21446085)","End Of File (LGR S/N: 21446085)"
5278,09/11/25 04:30:00 PM,7.45,24.50,,,,,
5279,09/11/25 04:40:00 PM,7.56,24.42,,,,,
5280,09/11/25 04:50:00 PM,7.94,24.46,,,,,
5281,09/11/25 05:00:00 PM,7.57,24.38,,,,,
5282,09/11/25 05:10:00 PM,7.31,24.32,,,,,
5283,09/11/25 05:20:00 PM,7.33,24.28,,,,,
5284,09/11/25 05:30:00 PM,7.23,24.26,,,,,
5285,09/11/25 05:40:00 PM,7.16,24.22,,,,,
5286,09/11/25 05:50:00 PM,7.14,24.20,,,,,
5287,09/11/25 06:00:00 PM,7.12,24.16,,,,,
5288,09/11/25 06:10:00 PM,7.05,24.12,,,,,
5289,09/11/25 06:20:00 PM,6.93,24.10,,,,,
5290,09/11/25 06:30:00 PM,6.95,24.06,,,,,
5291,09/11/25 06:40:00 PM,6.84,24.04,,,,,
5292,09/11/25 06:50:00 PM,6.82,24.00,,,,,
5293,09/11/25 07:00:00 PM,6.86,23.98,,,,,
5294,09/11/25 07:10:00 PM,6.81,23.96,,,,,
5295,09/11/25 07:20:00 PM,6.79,23.94,,,,,
5296,09/11/25 07:30:00 PM,6.76,23.92,,,,,
5297,09/11/25 07:40:00 PM,6.72,23.90,,,,,
5298,09/11/25 07:50:00 PM,6.71,23.88,,,,,
5299,09/11/25 08:00:00 PM,6.69,23.86,,,,,
5300,09/11/25 08:10:00 PM,6.65,23.86,,,,,
5301,09/11/25 08:20:00 PM,6.68,23.84,,,,,
5302,09/11/25 08:30:00 PM,6.72,23.82,,,,,
5303,09/11/25 08:40:00 PM,6.65,23.82,,,,,
5304,09/11/25 08:50:00 PM,6.65,23.80,,,,,
5305,09/11/25 09:00:00 PM,6.73,23.78,,,,,
5306,09/11/25 09:10:00 PM,6.68,23.78,,,,,
5307,09/11/25 09:20:00 PM,6.65,23.76,,,,,
5308,09/11/25 09:30:00 PM,6.64,23.74,,,,,
5309,09/11/25 09:40:00 PM,6.70,23.74,,,,,
5310,09/11/25 09:50:00 PM,6.67,23.72,,,,,
5311,09/11/25 10:00:00 PM,6.71,23.70,,,,,
5312,09/11/25 10:10:00 PM,6.62,23.70,,,,,
5313,09/11/25 10:20:00 PM,6.68,23.70,,,,,
5314,09/11/25 10:30:00 PM,6.70,23.68,,,,,
5315,09/11/25 10:40:00 PM,6.68,23.66,,,,,
5316,09/11/25 10:50:00 PM,6.73,23.66,,,,,
5317,09/11/25 11:00:00 PM,6.75,23.64,,,,,
5318,09/11/25 11:10:00 PM,6.75,23.62,,,,,
5319,09/11/25 11:20:00 PM,6.74,23.62,,,,,
5320,09/11/25 11:30:00 PM,6.76,23.60,,,,,
5321,09/11/25 11:40:00 PM,6.74,23.60,,,,,
5322,09/11/25 11:50:00 PM,6.71,23.58,,,,,
5323,09/12/25 12:00:00 AM,6.79,23.58,,,,,
5324,09/12/25 12:10:00 AM,6.78,23.56,,,,,
5325,09/12/25 12:20:00 AM,6.77,23.56,,,,,
5326,09/12/25 12:30:00 AM,6.70,23.56,,,,,
5327,09/12/25 12:40:00 AM,6.77,23.54,,,,,
5328,09/12/25 12:50:00 AM,6.78,23.54,,,,,
5329,09/12/25 01:00:00 AM,6.76,23.52,,,,,
5330,09/12/25 01:10:00 AM,6.71,23.52,,,,,
5331,09/12/25 01:20:00 AM,6.72,23.50,,,,,
5332,09/12/25 01:30:00 AM,6.67,23.50,,,,,
5333,09/12/25 01:40:00 AM,6.67,23.48,,,,,
5334,09/12/25 01:50:00 AM,6.57,23.48,,,,,
5335,09/12/25 02:00:00 AM,6.57,23.48,,,,,
5336,09/12/25 02:10:00 AM,6.60,23.48,,,,,
5337,09/12/25 02:20:00 AM,6.55,23.46,,,,,
5338,09/12/25 02:30:00 AM,6.67,23.44,,,,,
5339,09/12/25 02:40:00 AM,6.78,23.44,,,,,
5340,09/12/25 02:50:00 AM,6.68,23.42,,,,,
5341,09/12/25 03:00:00 AM,6.76,23.40,,,,,
5342,09/12/25 03:10:00 AM,6.74,23.40,,,,,
5343,09/12/25 03:20:00 AM,6.89,23.38,,,,,
5344,09/12/25 03:30:00 AM,6.99,23.36,,,,,
5345,09/12/25 03:40:00 AM,6.98,23.38,,,,,
5346,09/12/25 03:50:00 AM,7.09,23.38,,,,,
5347,09/12/25 04:00:00 AM,7.10,23.36,,,,,
5348,09/12/25 04:10:00 AM,7.08,23.38,,,,,
5349,09/12/25 04:20:00 AM,7.06,23.38,,,,,
5350,09/12/25 04:30:00 AM,7.15,23.38,,,,,
5351,09/12/25 04:40:00 AM,7.21,23.38,,,,,
5352,09/12/25 04:50:00 AM,7.26,23.38,,,,,
5353,09/12/25 05:00:00 AM,7.13,23.38,,,,,
5354,09/12/25 05:10:00 AM,7.18,23.38,,,,,
5355,09/12/25 05:20:00 AM,7.15,23.38,,,,,
5356,09/12/25 05:30:00 AM,7.14,23.40,,,,,
5357,09/12/25 05:40:00 AM,7.10,23.38,,,,,
5358,09/12/25 05:50:00 AM,7.08,23.40,,,,,
5359,09/12/25 06:00:00 AM,7.03,23.40,,,,,
5360,09/12/25 06:10:00 AM,7.03,23.40,,,,,
5361,09/12/25 06:20:00 AM,7.04,23.40,,,,,
5362,09/12/25 06:30:00 AM,7.01,23.40,,,,,
5363,09/12/25 06:40:00 AM,6.85,23.42,,,,,
5364,09/12/25 06:50:00 AM,6.87,23.42,,,,,
5365,09/12/25 07:00:00 AM,6.92,23.44,,,,,
5366,09/12/25 07:10:00 AM,6.85,23.68,,,,,
5367,09/12/25 07:20:00 AM,5.99,24.30,,,,,
5368,09/12/25 07:30:00 AM,5.63,25.12,,,,,
5369,09/12/25 07:40:00 AM,5.75,25.24,,,,,
5370,09/12/25 07:50:00 AM,5.77,25.14,,,,,
5371,09/12/25 08:00:00 AM,5.59,25.22,,,,,
5372,09/12/25 08:10:00 AM,5.67,25.38,,,,,
5373,09/12/25 08:20:00 AM,5.82,25.32,,,,,
5374,09/12/25 08:30:00 AM,5.88,25.34,,,,,
5375,09/12/25 08:40:00 AM,5.94,25.36,,,,,
5376,09/12/25 08:50:00 AM,5.96,25.38,,,,,
5377,09/12/25 09:00:00 AM,5.77,25.38,,,,,
5378,09/12/25 09:10:00 AM,5.83,25.18,,,,,
5379,09/12/25 09:20:00 AM,5.88,25.10,,,,,
5380,09/12/25 09:30:00 AM,6.17,25.06,,,,,
5381,09/12/25 09:40:00 AM,6.17,24.98,,,,,
5382,09/12/25 09:50:00 AM,6.32,24.86,,,,,
5383,09/12/25 10:00:00 AM,6.36,24.78,,,,,
5384,09/12/25 10:10:00 AM,6.43,24.68,,,,,
5385,09/12/25 10:20:00 AM,6.48,24.62,,,,,
5386,09/12/25 10:30:00 AM,6.58,24.54,,,,,
5387,09/12/25 10:40:00 AM,6.67,24.52,,,,,
5388,09/12/25 10:50:00 AM,6.72,24.52,,,,,
5389,09/12/25 11:00:00 AM,6.85,24.52,,,,,
5390,09/12/25 11:10:00 AM,6.88,24.50,,,,,
5391,09/12/25 11:20:00 AM,6.96,24.48,,,,,
5392,09/12/25 11:30:00 AM,6.93,24.48,,,,,
5393,09/12/25 11:40:00 AM,7.10,24.50,,,,,
5394,09/12/25 11:50:00 AM,7.07,24.48,,,,,
5395,09/12/25 12:00:00 PM,7.21,24.52,,,,,
5396,09/12/25 12:10:00 PM,7.31,24.60,,,,,
5397,09/12/25 12:20:00 PM,7.33,24.58,,,,,
5398,09/12/25 12:30:00 PM,7.23,24.54,,,,,
5399,09/12/25 12:40:00 PM,7.10,24.50,,,,,
5400,09/12/25 12:50:00 PM,7.25,24.46,,,,,
5401,09/12/25 01:00:00 PM,7.36,24.58,,,,,
5402,09/12/25 01:10:00 PM,7.51,24.78,,,,,
5403,09/12/25 01:20:00 PM,8.00,24.80,,,,,
5404,09/12/25 01:30:00 PM,7.93,24.96,,,,,
5405,09/12/25 01:40:00 PM,7.82,24.98,,,,,
5406,09/12/25 01:50:00 PM,7.66,24.98,,,,,
5407,09/12/25 02:00:00 PM,8.05,24.92,,,,,
5408,09/12/25 02:10:00 PM,7.77,24.94,,,,,
5409,09/12/25 02:20:00 PM,7.68,24.92,,,,,
5410,09/12/25 02:30:00 PM,7.89,24.90,,,,,
5411,09/12/25 02:40:00 PM,7.69,24.92,,,,,
5412,09/12/25 02:50:00 PM,7.71,24.90,,,,,
5413,09/12/25 03:00:00 PM,7.89,24.94,,,,,
5414,09/12/25 03:10:00 PM,8.16,24.98,,,,,
5415,09/12/25 03:20:00 PM,8.28,24.96,,,,,
5416,09/12/25 03:30:00 PM,8.38,24.96,,,,,
5417,09/12/25 03:40:00 PM,8.34,24.90,,,,,
5418,09/12/25 03:50:00 PM,8.37,24.82,,,,,
5419,09/12/25 04:00:00 PM,8.03,24.76,,,,,
5420,09/12/25 04:10:00 PM,8.15,24.74,,,,,
5421,09/12/25 04:20:00 PM,7.96,24.68,,,,,
5422,09/12/25 04:30:00 PM,7.60,24.58,,,,,
5423,09/12/25 04:40:00 PM,7.75,24.52,,,,,
5424,09/12/25 04:50:00 PM,7.94,24.50,,,,,
5425,09/12/25 05:00:00 PM,7.30,24.42,,,,,
5426,09/12/25 05:10:00 PM,7.27,24.36,,,,,
5427,09/12/25 05:20:00 PM,7.19,24.30,,,,,
5428,09/12/25 05:30:00 PM,7.15,24.26,,,,,
5429,09/12/25 05:40:00 PM,7.06,24.26,,,,,
5430,09/12/25 05:50:00 PM,7.05,24.22,,,,,
5431,09/12/25 06:00:00 PM,7.01,24.18,,,,,
5432,09/12/25 06:10:00 PM,6.91,24.16,,,,,
5433,09/12/25 06:20:00 PM,6.87,24.12,,,,,
5434,09/12/25 06:30:00 PM,6.81,24.08,,,,,
5435,09/12/25 06:40:00 PM,6.70,24.06,,,,,
5436,09/12/25 06:50:00 PM,6.70,24.02,,,,,
5437,09/12/25 07:00:00 PM,6.71,23.98,,,,,
5438,09/12/25 07:10:00 PM,6.72,23.96,,,,,
5439,09/12/25 07:20:00 PM,6.66,23.94,,,,,
5440,09/12/25 07:30:00 PM,6.59,23.92,,,,,
5441,09/12/25 07:40:00 PM,6.59,23.88,,,,,
5442,09/12/25 07:50:00 PM,6.61,23.86,,,,,
5443,09/12/25 08:00:00 PM,6.53,23.84,,,,,
5444,09/12/25 08:10:00 PM,6.54,23.82,,,,,
5445,09/12/25 08:20:00 PM,6.61,23.82,,,,,
5446,09/12/25 08:30:00 PM,6.58,23.80,,,,,
5447,09/12/25 08:40:00 PM,6.48,23.78,,,,,
5448,09/12/25 08:50:00 PM,6.50,23.76,,,,,
5449,09/12/25 09:00:00 PM,6.52,23.74,,,,,
5450,09/12/25 09:10:00 PM,6.53,23.74,,,,,
5451,09/12/25 09:20:00 PM,6.48,23.72,,,,,
5452,09/12/25 09:30:00 PM,6.47,23.70,,,,,
5453,09/12/25 09:40:00 PM,6.49,23.70,,,,,
5454,09/12/25 09:50:00 PM,6.46,23.68,,,,,
5455,09/12/25 10:00:00 PM,6.55,23.66,,,,,
5456,09/12/25 10:10:00 PM,6.53,23.66,,,,,
5457,09/12/25 10:20:00 PM,6.54,23.64,,,,,
5458,09/12/25 10:30:00 PM,6.50,23.64,,,,,
5459,09/12/25 10:40:00 PM,6.45,23.62,,,,,
5460,09/12/25 10:50:00 PM,6.46,23.62,,,,,
5461,09/12/25 11:00:00 PM,6.50,23.60,,,,,
5462,09/12/25 11:10:00 PM,6.53,23.58,,,,,
5463,09/12/25 11:20:00 PM,6.49,23.58,,,,,
5464,09/12/25 11:30:00 PM,6.48,23.56,,,,,
5465,09/12/25 11:40:00 PM,6.48,23.56,,,,,
5466,09/12/25 11:50:00 PM,6.48,23.54,,,,,
5467,09/13/25 12:00:00 AM,6.47,23.54,,,,,
5468,09/13/25 12:10:00 AM,6.50,23.52,,,,,
5469,09/13/25 12:20:00 AM,6.51,23.52,,,,,
5470,09/13/25 12:30:00 AM,6.50,23.50,,,,,
5471,09/13/25 12:40:00 AM,6.49,23.50,,,,,
5472,09/13/25 12:50:00 AM,6.51,23.48,,,,,
5473,09/13/25 01:00:00 AM,6.52,23.48,,,,,
5474,09/13/25 01:10:00 AM,6.54,23.46,,,,,
5475,09/13/25 01:20:00 AM,6.53,23.46,,,,,
5476,09/13/25 01:30:00 AM,6.62,23.46,,,,,
5477,09/13/25 01:40:00 AM,6.57,23.44,,,,,
5478,09/13/25 01:50:00 AM,6.52,23.44,,,,,
5479,09/13/25 02:00:00 AM,6.54,23.44,,,,,
5480,09/13/25 02:10:00 AM,6.61,23.42,,,,,
5481,09/13/25 02:20:00 AM,6.65,23.40,,,,,
5482,09/13/25 02:30:00 AM,6.60,23.40,,,,,
5483,09/13/25 02:40:00 AM,6.71,23.40,,,,,
5484,09/13/25 02:50:00 AM,6.64,23.38,,,,,
5485,09/13/25 03:00:00 AM,6.64,23.38,,,,,
5486,09/13/25 03:10:00 AM,6.66,23.36,,,,,
5487,09/13/25 03:20:00 AM,6.66,23.36,,,,,
5488,09/13/25 03:30:00 AM,6.66,23.36,,,,,
5489,09/13/25 03:40:00 AM,6.64,23.36,,,,,
5490,09/13/25 03:50:00 AM,6.66,23.34,,,,,
5491,09/13/25 04:00:00 AM,6.67,23.34,,,,,
5492,09/13/25 04:10:00 AM,6.64,23.34,,,,,
5493,09/13/25 04:20:00 AM,6.57,23.34,,,,,
5494,09/13/25 04:30:00 AM,6.48,23.34,,,,,
5495,09/13/25 04:40:00 AM,6.62,23.34,,,,,
5496,09/13/25 04:50:00 AM,6.45,23.34,,,,,
5497,09/13/25 05:00:00 AM,6.63,23.32,,,,,
5498,09/13/25 05:10:00 AM,6.58,23.32,,,,,
5499,09/13/25 05:20:00 AM,6.67,23.32,,,,,
5500,09/13/25 05:30:00 AM,6.63,23.32,,,,,
5501,09/13/25 05:40:00 AM,6.72,23.32,,,,,
5502,09/13/25 05:50:00 AM,6.80,23.32,,,,,
5503,09/13/25 06:00:00 AM,6.93,23.32,,,,,
5504,09/13/25 06:10:00 AM,6.93,23.32,,,,,
5505,09/13/25 06:20:00 AM,7.01,23.32,,,,,
5506,09/13/25 06:30:00 AM,6.97,23.30,,,,,
5507,09/13/25 06:40:00 AM,7.13,23.32,,,,,
5508,09/13/25 06:50:00 AM,6.92,23.32,,,,,
5509,09/13/25 07:00:00 AM,6.89,23.32,,,,,
5510,09/13/25 07:10:00 AM,7.01,23.34,,,,,
5511,09/13/25 07:20:00 AM,7.07,23.34,,,,,
5512,09/13/25 07:30:00 AM,7.06,23.34,,,,,
5513,09/13/25 07:40:00 AM,7.08,23.34,,,,,
5514,09/13/25 07:50:00 AM,7.13,23.36,,,,,
5515,09/13/25 08:00:00 AM,7.15,23.38,,,,,
5516,09/13/25 08:10:00 AM,7.14,23.38,,,,,
5517,09/13/25 08:20:00 AM,7.18,23.38,,,,,
5518,09/13/25 08:30:00 AM,7.24,23.38,,,,,
5519,09/13/25 08:40:00 AM,7.33,23.38,,,,,
5520,09/13/25 08:50:00 AM,7.26,23.40,,,,,
5521,09/13/25 09:00:00 AM,7.31,23.40,,,,,
5522,09/13/25 09:10:00 AM,7.30,23.42,,,,,
5523,09/13/25 09:20:00 AM,7.34,23.44,,,,,
5524,09/13/25 09:30:00 AM,7.36,23.44,,,,,
5525,09/13/25 09:40:00 AM,7.41,23.46,,,,,
5526,09/13/25 09:50:00 AM,7.43,23.50,,,,,
5527,09/13/25 10:00:00 AM,7.47,23.52,,,,,
5528,09/13/25 10:10:00 AM,7.62,23.54,,,,,
5529,09/13/25 10:20:00 AM,7.66,23.56,,,,,
5530,09/13/25 10:30:00 AM,7.40,23.52,,,,,
5531,09/13/25 10:40:00 AM,7.31,23.52,,,,,
5532,09/13/25 10:50:00 AM,7.35,23.52,,,,,
5533,09/13/25 11:00:00 AM,7.52,23.56,,,,,
5534,09/13/25 11:10:00 AM,6.99,23.58,,,,,
5535,09/13/25 11:20:00 AM,7.50,23.58,,,,,
5536,09/13/25 11:30:00 AM,7.89,23.56,,,,,
5537,09/13/25 11:40:00 AM,8.16,23.58,,,,,
5538,09/13/25 11:50:00 AM,8.20,23.68,,,,,
5539,09/13/25 12:00:00 PM,8.22,23.72,,,,,
5540,09/13/25 12:10:00 PM,8.01,23.86,,,,,
5541,09/13/25 12:20:00 PM,8.32,23.84,,,,,
5542,09/13/25 12:30:00 PM,8.18,23.80,,,,,
5543,09/13/25 12:40:00 PM,8.23,23.80,,,,,
5544,09/13/25 12:50:00 PM,8.58,23.86,,,,,
5545,09/13/25 01:00:00 PM,8.62,24.04,,,,,
5546,09/13/25 01:10:00 PM,8.72,24.32,,,,,
5547,09/13/25 01:20:00 PM,8.47,24.42,,,,,
5548,09/13/25 01:30:00 PM,8.54,24.54,,,,,
5549,09/13/25 01:40:00 PM,7.98,24.66,,,,,
5550,09/13/25 01:50:00 PM,7.77,24.56,,,,,
5551,09/13/25 02:00:00 PM,8.07,24.68,,,,,
5552,09/13/25 02:10:00 PM,7.94,24.72,,,,,
5553,09/13/25 02:20:00 PM,8.01,24.72,,,,,
5554,09/13/25 02:30:00 PM,7.88,24.78,,,,,
5555,09/13/25 02:40:00 PM,7.60,24.68,,,,,
5556,09/13/25 02:50:00 PM,8.26,24.74,,,,,
5557,09/13/25 03:00:00 PM,8.60,24.88,,,,,
5558,09/13/25 03:10:00 PM,8.37,24.82,,,,,
5559,09/13/25 03:20:00 PM,8.15,24.82,,,,,
5560,09/13/25 03:30:00 PM,8.49,24.84,,,,,
5561,09/13/25 03:40:00 PM,7.69,24.84,,,,,
5562,09/13/25 03:50:00 PM,7.97,24.70,,,,,
5563,09/13/25 04:00:00 PM,8.55,24.78,,,,,
5564,09/13/25 04:10:00 PM,7.86,24.68,,,,,
5565,09/13/25 04:20:00 PM,7.97,24.58,,,,,
5566,09/13/25 04:30:00 PM,7.62,24.52,,,,,
5567,09/13/25 04:40:00 PM,7.89,24.54,,,,,
5568,09/13/25 04:50:00 PM,7.74,24.52,,,,,
5569,09/13/25 05:00:00 PM,7.21,24.40,,,,,
5570,09/13/25 05:10:00 PM,6.93,24.30,,,,,
5571,09/13/25 05:20:00 PM,6.82,24.24,,,,,
5572,09/13/25 05:30:00 PM,6.78,24.20,,,,,
5573,09/13/25 05:40:00 PM,6.74,24.16,,,,,
5574,09/13/25 05:50:00 PM,6.70,24.14,,,,,
5575,09/13/25 06:00:00 PM,6.74,24.10,,,,,
5576,09/13/25 06:10:00 PM,6.69,24.06,,,,,
5577,09/13/25 06:20:00 PM,6.66,24.04,,,,,
5578,09/13/25 06:30:00 PM,6.59,24.00,,,,,
5579,09/13/25 06:40:00 PM,6.48,23.98,,,,,
5580,09/13/25 06:50:00 PM,6.53,23.94,,,,,
5581,09/13/25 07:00:00 PM,6.53,23.90,,,,,
5582,09/13/25 07:10:00 PM,6.51,23.88,,,,,
5583,09/13/25 07:20:00 PM,6.38,23.86,,,,,
5584,09/13/25 07:30:00 PM,6.40,23.84,,,,,
5585,09/13/25 07:40:00 PM,6.43,23.82,,,,,
5586,09/13/25 07:50:00 PM,6.45,23.80,,,,,
5587,09/13/25 08:00:00 PM,6.44,23.76,,,,,
5588,09/13/25 08:10:00 PM,6.46,23.74,,,,,
5589,09/13/25 08:20:00 PM,6.51,23.72,,,,,
5590,09/13/25 08:30:00 PM,6.50,23.70,,,,,
5591,09/13/25 08:40:00 PM,6.58,23.68,,,,,
5592,09/13/25 08:50:00 PM,6.54,23.66,,,,,
5593,09/13/25 09:00:00 PM,6.61,23.64,,,,,
5594,09/13/25 09:10:00 PM,6.58,23.64,,,,,
5595,09/13/25 09:20:00 PM,6.57,23.62,,,,,
5596,09/13/25 09:30:00 PM,6.57,23.60,,,,,
5597,09/13/25 09:40:00 PM,6.66,23.60,,,,,
5598,09/13/25 09:50:00 PM,6.64,23.58,,,,,
5599,09/13/25 10:00:00 PM,6.70,23.56,,,,,
5600,09/13/25 10:10:00 PM,6.66,23.56,,,,,
5601,09/13/25 10:20:00 PM,6.61,23.54,,,,,
5602,09/13/25 10:30:00 PM,6.69,23.54,,,,,
5603,09/13/25 10:40:00 PM,6.67,23.54,,,,,
5604,09/13/25 10:50:00 PM,6.62,23.52,,,,,
5605,09/13/25 11:00:00 PM,6.61,23.52,,,,,
5606,09/13/25 11:10:00 PM,6.67,23.50,,,,,
5607,09/13/25 11:20:00 PM,6.61,23.50,,,,,
5608,09/13/25 11:30:00 PM,6.66,23.50,,,,,
5609,09/13/25 11:40:00 PM,6.62,23.50,,,,,
5610,09/13/25 11:50:00 PM,6.63,23.48,,,,,
5611,09/14/25 12:00:00 AM,6.61,23.48,,,,,
5612,09/14/25 12:10:00 AM,6.62,23.46,,,,,
5613,09/14/25 12:20:00 AM,6.70,23.46,,,,,
5614,09/14/25 12:30:00 AM,6.59,23.46,,,,,
5615,09/14/25 12:40:00 AM,6.64,23.44,,,,,
5616,09/14/25 12:50:00 AM,6.69,23.44,,,,,
5617,09/14/25 01:00:00 AM,6.67,23.44,,,,,
5618,09/14/25 01:10:00 AM,6.74,23.42,,,,,
5619,09/14/25 01:20:00 AM,6.66,23.42,,,,,
5620,09/14/25 01:30:00 AM,6.73,23.42,,,,,
5621,09/14/25 01:40:00 AM,6.68,23.42,,,,,
5622,09/14/25 01:50:00 AM,6.65,23.40,,,,,
5623,09/14/25 02:00:00 AM,6.70,23.40,,,,,
5624,09/14/25 02:10:00 AM,6.67,23.40,,,,,
5625,09/14/25 02:20:00 AM,6.64,23.38,,,,,
5626,09/14/25 02:30:00 AM,6.65,23.38,,,,,
5627,09/14/25 02:40:00 AM,6.71,23.38,,,,,
5628,09/14/25 02:50:00 AM,6.73,23.36,,,,,
5629,09/14/25 03:00:00 AM,6.67,23.36,,,,,
5630,09/14/25 03:10:00 AM,6.82,23.36,,,,,
5631,09/14/25 03:20:00 AM,6.72,23.34,,,,,
5632,09/14/25 03:30:00 AM,6.59,23.34,,,,,
5633,09/14/25 03:40:00 AM,6.73,23.34,,,,,
5634,09/14/25 03:50:00 AM,6.61,23.34,,,,,
5635,09/14/25 04:00:00 AM,6.46,23.34,,,,,
5636,09/14/25 04:10:00 AM,6.39,23.32,,,,,
5637,09/14/25 04:20:00 AM,6.50,23.32,,,,,
5638,09/14/25 04:30:00 AM,6.71,23.30,,,,,
5639,09/14/25 04:40:00 AM,6.62,23.30,,,,,
5640,09/14/25 04:50:00 AM,6.66,23.30,,,,,
5641,09/14/25 05:00:00 AM,6.72,23.30,,,,,
5642,09/14/25 05:10:00 AM,6.75,23.30,,,,,
5643,09/14/25 05:20:00 AM,6.73,23.30,,,,,
5644,09/14/25 05:30:00 AM,6.87,23.30,,,,,
5645,09/14/25 05:40:00 AM,6.92,23.28,,,,,
5646,09/14/25 05:50:00 AM,7.02,23.28,,,,,
5647,09/14/25 06:00:00 AM,7.04,23.30,,,,,
5648,09/14/25 06:10:00 AM,7.03,23.30,,,,,
5649,09/14/25 06:20:00 AM,7.06,23.30,,,,,
5650,09/14/25 06:30:00 AM,7.10,23.30,,,,,
5651,09/14/25 06:40:00 AM,7.11,23.30,,,,,
5652,09/14/25 06:50:00 AM,7.08,23.30,,,,,
5653,09/14/25 07:00:00 AM,7.16,23.32,,,,,
5654,09/14/25 07:10:00 AM,7.15,23.32,,,,,
5655,09/14/25 07:20:00 AM,7.22,23.32,,,,,
5656,09/14/25 07:30:00 AM,7.27,23.32,,,,,
5657,09/14/25 07:40:00 AM,7.27,23.34,,,,,
5658,09/14/25 07:50:00 AM,7.38,23.34,,,,,
5659,09/14/25 08:00:00 AM,7.39,23.36,,,,,
5660,09/14/25 08:10:00 AM,7.46,23.36,,,,,
5661,09/14/25 08:20:00 AM,7.57,23.38,,,,,
5662,09/14/25 08:30:00 AM,7.69,23.42,,,,,
5663,09/14/25 08:40:00 AM,7.75,23.42,,,,,
5664,09/14/25 08:50:00 AM,7.83,23.46,,,,,
5665,09/14/25 09:00:00 AM,7.83,23.46,,,,,
5666,09/14/25 09:10:00 AM,7.80,23.46,,,,,
5667,09/14/25 09:20:00 AM,7.91,23.50,,,,,
5668,09/14/25 09:30:00 AM,7.88,23.52,,,,,
5669,09/14/25 09:40:00 AM,7.85,23.52,,,,,
5670,09/14/25 09:50:00 AM,7.97,23.54,,,,,
5671,09/14/25 10:00:00 AM,8.02,23.54,,,,,
5672,09/14/25 10:10:00 AM,7.93,23.54,,,,,
5673,09/14/25 10:20:00 AM,7.81,23.64,,,,,
5674,09/14/25 10:30:00 AM,7.83,23.58,,,,,
5675,09/14/25 10:40:00 AM,7.83,23.56,,,,,
5676,09/14/25 10:50:00 AM,8.03,23.62,,,,,
5677,09/14/25 11:00:00 AM,7.92,23.66,,,,,
5678,09/14/25 11:10:00 AM,7.86,23.66,,,,,
5679,09/14/25 11:20:00 AM,7.72,23.70,,,,,
5680,09/14/25 11:30:00 AM,8.05,23.66,,,,,
5681,09/14/25 11:40:00 AM,8.26,23.64,,,,,
5682,09/14/25 11:50:00 AM,8.32,23.62,,,,,
5683,09/14/25 12:00:00 PM,8.52,23.64,,,,,
5684,09/14/25 12:10:00 PM,8.45,23.74,,,,,
5685,09/14/25 12:20:00 PM,8.58,23.70,,,,,
5686,09/14/25 12:30:00 PM,8.67,23.68,,,,,
5687,09/14/25 12:40:00 PM,8.73,23.70,,,,,
5688,09/14/25 12:50:00 PM,8.69,23.70,,,,,
5689,09/14/25 01:00:00 PM,9.16,23.90,,,,,
5690,09/14/25 01:10:00 PM,9.43,24.06,,,,,
5691,09/14/25 01:20:00 PM,9.32,24.06,,,,,
5692,09/14/25 01:30:00 PM,9.30,24.20,,,,,
5693,09/14/25 01:40:00 PM,9.55,24.14,,,,,
5694,09/14/25 01:50:00 PM,9.58,24.42,,,,,
5695,09/14/25 02:00:00 PM,9.40,24.42,,,,,
5696,09/14/25 02:10:00 PM,9.38,24.54,,,,,
5697,09/14/25 02:20:00 PM,9.11,24.56,,,,,
5698,09/14/25 02:30:00 PM,9.33,24.58,,,,,
5699,09/14/25 02:40:00 PM,9.43,24.60,,,,,
5700,09/14/25 02:50:00 PM,9.54,24.66,,,,,
5701,09/14/25 03:00:00 PM,9.13,24.64,,,,,
5702,09/14/25 03:10:00 PM,9.37,24.66,,,,,
5703,09/14/25 03:20:00 PM,8.89,24.52,,,,,
5704,09/14/25 03:30:00 PM,9.29,24.48,,,,,
5705,09/14/25 03:40:00 PM,8.96,24.48,,,,,
5706,09/14/25 03:50:00 PM,8.59,24.42,,,,,
5707,09/14/25 04:00:00 PM,8.54,24.32,,,,,
5708,09/14/25 04:10:00 PM,8.20,24.26,,,,,
5709,09/14/25 04:20:00 PM,8.29,24.24,,,,,
5710,09/14/25 04:30:00 PM,7.73,24.18,,,,,
5711,09/14/25 04:40:00 PM,7.91,24.18,,,,,
5712,09/14/25 04:50:00 PM,8.35,24.28,,,,,
5713,09/14/25 05:00:00 PM,7.73,24.20,,,,,
5714,09/14/25 05:10:00 PM,7.47,24.14,,,,,
5715,09/14/25 05:20:00 PM,7.31,24.12,,,,,
5716,09/14/25 05:30:00 PM,7.19,24.12,,,,,
5717,09/14/25 05:40:00 PM,7.05,24.10,,,,,
5718,09/14/25 05:50:00 PM,7.05,24.08,,,,,
5719,09/14/25 06:00:00 PM,6.98,24.06,,,,,
5720,09/14/25 06:10:00 PM,6.86,24.02,,,,,
5721,09/14/25 06:20:00 PM,6.82,24.00,,,,,
5722,09/14/25 06:30:00 PM,6.77,23.96,,,,,
